time,Charlotte,pts.away,score,pts.home,Boston
6:42.0,Defensive rebound by N. Batum,,77-77,,
6:32.0,M. Belinelli makes 2-pt shot from 4 ft,2,79-77,,
6:32.0,,,79-77,,Boston full timeout
6:32.0,,,79-77,,J. Crowder enters the game for A. Johnson
6:32.0,,,79-77,,J. Jerebko enters the game for M. Smart
6:11.0,,,79-80,3,J. Crowder makes 3-pt shot from 27 ft (assist by A. Bradley)
5:47.0,N. Batum misses 3-pt shot from 26 ft,,79-80,,
5:45.0,Offensive rebound by M. Belinelli,,79-80,,
5:36.0,Turnover by N. Batum (bad pass; steal by A. Horford),,79-80,,
5:33.0,Flagrant foul type 1 by M. Belinelli (drawn by I. Thomas),,79-80,,
5:33.0,,,79-81,1,I. Thomas makes flagrant free throw 1 of 2
5:33.0,,,79-82,1,I. Thomas makes flagrant free throw 2 of 2
5:24.0,,,79-82,,Shooting foul by M. Williams (drawn by J. Crowder)
5:24.0,,,79-83,1,J. Crowder makes free throw 1 of 2
5:24.0,,,79-84,1,J. Crowder makes free throw 2 of 2
5:09.0,M. Belinelli misses 3-pt shot from 24 ft,,79-84,,
5:08.0,,,79-84,,Defensive rebound by A. Horford
4:52.0,,,79-87,3,I. Thomas makes 3-pt shot from 25 ft (assist by A. Horford)
4:52.0,Charlotte full timeout,,79-87,,
4:52.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,79-87,,
4:37.0,Turnover by N. Batum (traveling),,79-87,,
4:24.0,,,79-90,3,A. Bradley makes 3-pt shot from 27 ft (assist by I. Thomas)
4:10.0,N. Batum misses 2-pt shot from 13 ft,,79-90,,
4:08.0,,,79-90,,Defensive rebound by A. Horford
3:53.0,,,79-90,,I. Thomas misses 2-pt shot from 4 ft
3:52.0,Defensive rebound by N. Batum,,79-90,,
3:47.0,Turnover by R. Sessions (bad pass; steal by A. Bradley),,79-90,,
3:37.0,,,79-90,,J. Crowder misses 2-pt shot from 6 ft
3:36.0,Defensive rebound by C. Zeller,,79-90,,
3:17.0,M. Kidd-Gilchrist misses 2-pt shot from 5 ft,,79-90,,
3:16.0,,,79-90,,Defensive rebound by Team
3:09.0,Personal block foul by R. Sessions (drawn by I. Thomas),,79-90,,
3:09.0,,,79-91,1,I. Thomas makes free throw 1 of 2
3:09.0,,,79-92,1,I. Thomas makes free throw 2 of 2
3:09.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,79-91,,
2:58.0,N. Batum misses 3-pt shot from 25 ft,,79-92,,
2:56.0,Offensive rebound by M. Belinelli,,79-92,,
2:53.0,M. Belinelli misses 2-pt shot from 10 ft,,79-92,,
2:52.0,Offensive rebound by C. Zeller,,79-92,,
2:47.0,R. Sessions misses 3-pt shot from 25 ft,,79-92,,
2:46.0,,,79-92,,Defensive rebound by A. Bradley
2:33.0,,,79-92,,J. Crowder misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by R. Sessions,,79-92,,
2:21.0,M. Belinelli makes 2-pt shot from 1 ft (assist by R. Sessions),2,81-92,,
2:03.0,,,81-92,,I. Thomas misses 2-pt shot from 3 ft
2:02.0,Defensive rebound by N. Batum,,81-92,,
1:55.0,M. Belinelli misses 3-pt shot from 25 ft,,81-92,,
1:54.0,,,81-92,,Defensive rebound by J. Crowder
1:36.0,,,81-92,,A. Horford misses 2-pt shot from 9 ft
1:35.0,,,81-92,,Offensive rebound by J. Jerebko
1:35.0,,,81-94,2,J. Jerebko makes 2-pt shot from 1 ft
1:25.0,M. Belinelli misses 3-pt shot from 25 ft,,81-94,,
1:24.0,Offensive rebound by C. Zeller,,81-94,,
1:19.0,C. Zeller misses 2-pt shot from 2 ft,,81-94,,
1:18.0,,,81-94,,Defensive rebound by A. Horford
1:02.0,,,81-94,,A. Bradley misses 2-pt shot from 17 ft
1:01.0,Defensive rebound by N. Batum,,81-94,,
0:55.0,M. Williams makes 3-pt shot from 23 ft (assist by R. Sessions),3,84-94,,
0:45.0,,,84-96,2,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas)
0:34.0,R. Sessions makes 2-pt shot from 2 ft (assist by N. Batum),2,86-96,,
0:22.0,,,86-96,,J. Jerebko misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by C. Zeller,,86-96,,
0:10.0,R. Sessions makes 2-pt shot from 3 ft (assist by N. Batum),2,88-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
