time,Memphis,pts.away,score,pts.home,LA Clippers
4:19.0,Offensive rebound by T. Allen,,93-97,,
4:19.0,T. Allen makes 2-pt shot from 2 ft,2,95-97,,
4:19.0,Shooting foul by J. Crawford (drawn by T. Allen),,95-97,,
4:19.0,T. Allen makes free throw 1 of 1,1,96-97,,
4:19.0,,,96-97,,LA Clippers full timeout
3:58.0,,,96-97,,Shooting foul by T. Allen (drawn by D. Jordan)
3:58.0,,,96-97,,D. Jordan misses free throw 1 of 2
3:58.0,,,96-97,,Offensive rebound by Team
3:58.0,,,96-97,,D. Jordan misses free throw 2 of 2
3:57.0,Defensive rebound by T. Allen,,96-97,,
3:37.0,T. Daniels misses 3-pt shot from 25 ft,,96-97,,
3:35.0,Offensive rebound by M. Conley,,96-97,,
3:16.0,Z. Randolph misses 2-pt shot from 18 ft,,96-97,,
3:15.0,,,96-97,,Defensive rebound by J. Redick
3:00.0,,,96-100,3,J. Crawford makes 3-pt shot from 27 ft
3:00.0,Memphis full timeout,,96-100,,
3:00.0,M. Gasol enters the game for Z. Randolph,,96-100,,
3:00.0,J. Ennis enters the game for T. Daniels,,96-100,,
2:40.0,Shooting foul by D. Jordan (drawn by M. Gasol),,96-100,,
2:40.0,M. Gasol makes free throw 1 of 2,1,97-100,,
2:40.0,M. Gasol makes free throw 2 of 2,1,98-100,,
2:24.0,,,98-102,2,D. Jordan makes 2-pt shot from 3 ft (assist by J. Crawford)
2:24.0,,,98-102,,Shooting foul by V. Carter (drawn by D. Jordan)
2:24.0,,,98-102,,D. Jordan misses free throw 1 of 1
2:22.0,Defensive rebound by T. Allen,,98-102,,
2:13.0,M. Gasol misses 3-pt shot from 27 ft,,98-102,,
2:08.0,,,98-102,,Defensive rebound by D. Jordan
1:59.0,,,98-102,,J. Crawford misses 2-pt shot from 14 ft
1:56.0,Defensive rebound by M. Gasol,,98-102,,
1:51.0,Shooting foul by A. Rivers (drawn by M. Conley),,98-102,,
1:51.0,M. Conley makes free throw 1 of 2,1,99-102,,
1:51.0,M. Conley misses free throw 2 of 2,,99-102,,
1:50.0,,,99-102,,Defensive rebound by D. Jordan
1:39.0,,,99-104,2,A. Rivers makes 2-pt shot from 6 ft
1:18.0,M. Conley misses 3-pt shot from 26 ft,,99-104,,
1:17.0,Offensive rebound by V. Carter,,99-104,,
1:17.0,V. Carter misses 2-pt shot from 1 ft,,99-104,,
1:15.0,Offensive rebound by V. Carter,,99-104,,
1:15.0,V. Carter misses 2-pt shot from 2 ft,,99-104,,
1:15.0,,,99-104,,Defensive rebound by Team
0:51.0,,,99-104,,Shooting foul by M. Conley (drawn by A. Rivers)
0:51.0,,,99-105,1,A. Rivers makes free throw 1 of 3
0:51.0,,,99-106,1,A. Rivers makes free throw 2 of 3
0:51.0,,,99-107,1,A. Rivers makes free throw 3 of 3
0:51.0,,,99-106,,L. Mbah a Moute enters the game for J. Crawford
0:51.0,T. Daniels enters the game for T. Allen,,99-106,,
0:45.0,Turnover by M. Conley (lost ball),,99-107,,
0:45.0,Personal foul by J. Ennis (drawn by J. Crawford),,99-107,,
0:45.0,,,99-108,1,J. Crawford makes free throw 1 of 2
0:45.0,,,99-109,1,J. Crawford makes free throw 2 of 2
0:45.0,Memphis full timeout,,99-109,,
0:45.0,,,99-107,,J. Crawford enters the game for L. Mbah a Moute
0:45.0,,,99-108,,L. Mbah a Moute enters the game for J. Redick
0:45.0,,,99-109,,J. Redick enters the game for J. Crawford
0:38.0,Shooting foul by R. Felton (drawn by M. Conley),,99-109,,
0:38.0,M. Conley makes free throw 1 of 3,1,100-109,,
0:38.0,M. Conley makes free throw 2 of 3,1,101-109,,
0:38.0,M. Conley makes free throw 3 of 3,1,102-109,,
0:38.0,,,101-109,,J. Crawford enters the game for L. Mbah a Moute
0:38.0,T. Allen enters the game for T. Daniels,,101-109,,
0:37.0,Personal take foul by M. Conley (drawn by J. Redick),,102-109,,
0:37.0,,,102-110,1,J. Redick makes free throw 1 of 2
0:37.0,,,102-111,1,J. Redick makes free throw 2 of 2
0:37.0,Memphis full timeout,,102-111,,
0:37.0,,,102-110,,L. Mbah a Moute enters the game for J. Crawford
0:37.0,T. Daniels enters the game for T. Allen,,102-111,,
0:33.0,M. Gasol makes 2-pt shot from 4 ft,2,104-111,,
0:33.0,,,104-111,,LA Clippers full timeout
0:33.0,,,104-111,,M. Speights enters the game for D. Jordan
0:33.0,T. Allen enters the game for M. Conley,,104-111,,
0:33.0,A. Harrison enters the game for T. Daniels,,104-111,,
0:33.0,,,104-111,,J. Crawford enters the game for L. Mbah a Moute
0:32.0,Personal take foul by A. Harrison (drawn by M. Speights),,104-111,,
0:32.0,,,104-112,1,M. Speights makes free throw 1 of 2
0:32.0,,,104-113,1,M. Speights makes free throw 2 of 2
0:32.0,,,104-112,,L. Mbah a Moute enters the game for J. Crawford
0:32.0,M. Conley enters the game for A. Harrison,,104-112,,
0:32.0,T. Daniels enters the game for T. Allen,,104-112,,
0:20.0,M. Conley makes 2-pt shot from 1 ft,2,106-113,,
0:20.0,,,106-113,,LA Clippers full timeout
0:20.0,,,106-113,,J. Crawford enters the game for L. Mbah a Moute
0:19.0,Personal take foul by T. Daniels (drawn by J. Redick),,106-113,,
0:19.0,,,106-114,1,J. Redick makes free throw 1 of 2
0:19.0,,,106-115,1,J. Redick makes free throw 2 of 2
0:19.0,A. Harrison enters the game for T. Daniels,,106-113,,
0:19.0,,,106-113,,L. Mbah a Moute enters the game for J. Crawford
0:09.0,V. Carter misses 3-pt shot from 26 ft,,106-115,,
0:08.0,Offensive rebound by M. Conley,,106-115,,
0:04.0,M. Conley misses 3-pt shot from 26 ft,,106-115,,
0:03.0,,,106-115,,Defensive rebound by R. Felton
0:00.0,End of 4th quarter,,,,End of 4th quarter
