time,Orlando,pts.away,score,pts.home,Philadelphia
3:44.0,J. Green makes free throw 1 of 2,1,102-80,,
3:44.0,J. Green makes free throw 2 of 2,1,103-80,,
3:44.0,,,102-80,,R. Holmes enters the game for J. Embiid
3:44.0,B. Biyombo enters the game for N. Vucevic,,102-80,,
3:27.0,,,103-80,,H. Thompson misses 3-pt shot from 24 ft
3:26.0,Defensive rebound by B. Biyombo,,103-80,,
3:16.0,,,103-80,,Personal foul by R. Holmes (drawn by J. Meeks)
3:16.0,M. Hezonja enters the game for J. Green,,103-80,,
3:16.0,D. Rudez enters the game for E. Payton,,103-80,,
3:02.0,J. Meeks misses 2-pt shot from 20 ft,,103-80,,
3:01.0,,,103-80,,Defensive rebound by J. Okafor
2:55.0,,,103-80,,R. Holmes misses 2-pt shot from 3 ft
2:53.0,,,103-80,,Offensive rebound by J. Okafor
2:51.0,,,103-82,2,J. Okafor makes 2-pt shot from 2 ft
2:34.0,D. Rudez misses 3-pt shot from 26 ft,,103-82,,
2:32.0,,,103-82,,Defensive rebound by T. Luwawu-Cabarrot
2:15.0,,,103-82,,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft
2:14.0,Defensive rebound by D. Rudez,,103-82,,
2:05.0,Official timeout,,103-82,,
2:05.0,C. Wilcox enters the game for B. Biyombo,,103-82,,
2:05.0,,,103-82,,D. Saric enters the game for J. Okafor
1:56.0,M. Hezonja misses 2-pt shot from 17 ft,,103-82,,
1:54.0,,,103-82,,Defensive rebound by T. Luwawu-Cabarrot
1:42.0,,,103-84,2,D. Saric makes 2-pt shot from 2 ft (assist by N. Stauskas)
1:19.0,C. Watson misses 2-pt shot from 20 ft,,103-84,,
1:17.0,,,103-84,,Defensive rebound by R. Holmes
1:03.0,Personal foul by J. Meeks (drawn by T. Luwawu-Cabarrot),,103-84,,
1:03.0,,,103-85,1,T. Luwawu-Cabarrot makes free throw 1 of 2
1:03.0,,,103-86,1,T. Luwawu-Cabarrot makes free throw 2 of 2
0:48.0,M. Hezonja misses 2-pt shot from 1 ft (block by T. Luwawu-Cabarrot),,103-86,,
0:45.0,,,103-86,,Defensive rebound by T. Luwawu-Cabarrot
0:41.0,,,103-88,2,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft
0:26.0,J. Meeks misses 3-pt shot from 26 ft,,103-88,,
0:25.0,Offensive rebound by C. Wilcox,,103-88,,
0:24.0,Turnover by C. Wilcox (bad pass),,103-88,,
0:18.0,,,103-88,,Turnover by N. Stauskas (bad pass; steal by J. Meeks)
0:15.0,,,103-88,,Clear path foul by H. Thompson
0:15.0,J. Meeks makes clear path free throw 1 of 2,1,104-88,,
0:15.0,J. Meeks makes clear path free throw 2 of 2,1,105-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
