time,Houston,pts.away,score,pts.home,Phoenix
3:38.0,Offensive rebound by R. Anderson,,120-103,,
3:26.0,,,120-103,,Shooting block foul by E. Bledsoe (drawn by P. Beverley)
3:26.0,P. Beverley makes free throw 1 of 2,1,121-103,,
3:26.0,P. Beverley makes free throw 2 of 2,1,122-103,,
3:17.0,,,122-103,,E. Bledsoe misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by R. Anderson,,122-103,,
3:05.0,J. Harden misses 2-pt shot from 11 ft,,122-103,,
3:02.0,,,122-103,,Defensive rebound by A. Len
2:58.0,,,122-103,,E. Bledsoe misses 2-pt shot from 6 ft (block by P. Beverley)
2:53.0,,,122-103,,Offensive rebound by E. Bledsoe
2:53.0,,,122-105,2,E. Bledsoe makes 2-pt shot from 1 ft
2:45.0,T. Ariza makes 2-pt shot at rim (assist by M. Harrell),2,124-105,,
2:27.0,,,124-105,,Shooting foul by T. Ariza (drawn by D. Booker)
2:27.0,,,124-106,1,D. Booker makes free throw 1 of 2
2:27.0,,,124-107,1,D. Booker makes free throw 2 of 2
2:27.0,E. Gordon enters the game for P. Beverley,,124-106,,
2:19.0,,,124-107,,Technical foul by P. Tucker
2:19.0,Technical foul by M. Harrell,,124-107,,
2:19.0,,,124-107,,A. Williams enters the game for P. Tucker
2:19.0,,,124-107,,D. Bender enters the game for E. Bledsoe
2:19.0,,,124-107,,T. Ulis enters the game for T. Warren
2:19.0,,,124-107,,M. Chriss enters the game for A. Len
2:19.0,P. Beverley enters the game for R. Anderson,,124-107,,
2:19.0,K. Wiltjer enters the game for J. Harden,,124-107,,
2:15.0,Turnover by M. Harrell (bad pass; steal by D. Bender),,124-107,,
2:11.0,,,124-109,2,D. Booker makes 2-pt shot from 2 ft
1:52.0,,,124-109,,Personal foul by D. Booker (drawn by E. Gordon)
1:52.0,E. Gordon makes free throw 1 of 2,1,125-109,,
1:52.0,E. Gordon misses free throw 2 of 2,,125-109,,
1:51.0,,,125-109,,Defensive rebound by A. Williams
1:43.0,Personal foul by E. Gordon (drawn by A. Williams),,125-109,,
1:43.0,K. McDaniels enters the game for E. Gordon,,125-109,,
1:32.0,,,125-109,,D. Booker misses 2-pt shot from 11 ft
1:30.0,,,125-109,,Offensive rebound by A. Williams
1:29.0,,,125-109,,A. Williams misses 2-pt shot from 2 ft
1:27.0,Defensive rebound by M. Harrell,,125-109,,
1:07.0,K. McDaniels misses 2-pt shot from 9 ft,,125-109,,
1:04.0,,,125-109,,Defensive rebound by M. Chriss
1:01.0,,,125-109,,T. Ulis misses 2-pt shot from 14 ft (block by M. Harrell)
0:59.0,Defensive rebound by P. Beverley,,125-109,,
0:37.0,P. Beverley misses 2-pt shot from 16 ft,,125-109,,
0:33.0,,,125-109,,Defensive rebound by A. Williams
0:29.0,,,125-111,2,D. Booker makes 2-pt shot at rim
0:29.0,,,125-111,,Shooting foul by K. Wiltjer (drawn by D. Booker)
0:29.0,,,125-111,,D. Booker misses free throw 1 of 1
0:29.0,,,125-111,,Offensive rebound by D. Booker
0:25.0,,,125-111,,D. Booker misses 2-pt shot from 5 ft
0:22.0,Defensive rebound by M. Harrell,,125-111,,
0:00.0,Turnover by Team (shot clock),,125-111,,
0:00.0,,,125-111,,M. Chriss misses 3-pt shot from 52 ft
0:00.0,,,125-111,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
