time,New York,pts.away,score,pts.home,Cleveland
2:47.0,Defensive rebound by W. Hernangomez,,99-112,,
2:41.0,C. Anthony misses 3-pt shot from 26 ft,,99-112,,
2:40.0,,,99-112,,Defensive rebound by L. James
2:36.0,,,99-114,2,R. Jefferson makes 2-pt shot at rim (assist by L. James)
2:36.0,New York full timeout,,99-114,,
2:36.0,,,99-114,,J. Jones enters the game for L. James
2:36.0,,,99-114,,J. McRae enters the game for C. Frye
2:36.0,,,99-114,,D. Liggins enters the game for K. Korver
2:36.0,,,99-114,,K. Felder enters the game for R. Jefferson
2:16.0,C. Lee misses 2-pt shot from 20 ft,,99-114,,
2:16.0,,,99-114,,Defensive rebound by D. Liggins
2:08.0,,,99-116,2,D. Liggins makes 2-pt shot from 2 ft (assist by D. Williams)
1:54.0,C. Anthony misses 3-pt shot from 25 ft,,99-116,,
1:54.0,Offensive rebound by Team,,99-116,,
1:54.0,,,99-116,,Loose ball foul by J. Jones (drawn by W. Hernangomez)
1:54.0,J. Holiday enters the game for C. Anthony,,99-116,,
1:54.0,K. O'Quinn enters the game for W. Hernangomez,,99-116,,
1:54.0,R. Baker enters the game for C. Lee,,99-116,,
1:54.0,M. Kuzminskas enters the game for D. Rose,,99-116,,
1:54.0,S. Vujacic enters the game for L. Thomas,,99-116,,
1:48.0,Shooting foul by J. McRae (drawn by J. Holiday),,99-116,,
1:48.0,J. Holiday misses free throw 1 of 3,,99-116,,
1:48.0,Offensive rebound by Team,,99-116,,
1:48.0,J. Holiday makes free throw 2 of 3,1,100-116,,
1:48.0,J. Holiday misses free throw 3 of 3,,100-116,,
1:48.0,M. Ndour enters the game for K. O'Quinn,,100-116,,
1:47.0,,,100-116,,Defensive rebound by K. Felder
1:31.0,,,100-116,,K. Felder misses 2-pt shot from 3 ft
1:29.0,Defensive rebound by J. Holiday,,100-116,,
1:12.0,J. Holiday misses 2-pt shot from 2 ft,,100-116,,
1:09.0,,,100-116,,Defensive rebound by D. Liggins
0:49.0,,,100-119,3,J. McRae makes 3-pt shot from 22 ft (assist by K. Felder)
0:49.0,,,100-119,,Personal foul by D. Liggins (drawn by R. Baker)
0:49.0,R. Baker misses free throw 1 of 2,,100-119,,
0:49.0,Offensive rebound by Team,,100-119,,
0:49.0,R. Baker makes free throw 2 of 2,1,101-119,,
0:22.0,,,101-119,,D. Liggins misses 2-pt shot from 18 ft
0:21.0,Defensive rebound by R. Baker,,101-119,,
0:15.0,S. Vujacic makes 3-pt shot from 26 ft (assist by R. Baker),3,104-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
