time,LA Clippers,pts.away,score,pts.home,Sacramento
4:15.0,,,113-107,3,M. Barnes makes 3-pt shot from 25 ft (assist by D. Cousins)
3:57.0,Shooting foul by M. Barnes (drawn by J. Redick),,113-107,,
3:57.0,J. Redick makes free throw 1 of 2,1,114-107,,
3:57.0,J. Redick makes free throw 2 of 2,1,115-107,,
3:57.0,L. Mbah a Moute enters the game for J. Crawford,,114-107,,
3:57.0,,,114-107,,R. Gay enters the game for G. Temple
3:55.0,,,115-107,,Sacramento full timeout
3:49.0,Violation by D. Jordan (kicked ball),,115-107,,
3:37.0,,,115-110,3,M. Barnes makes 3-pt shot from 25 ft (assist by T. Lawson)
3:19.0,Shooting foul by M. Barnes (drawn by B. Griffin),,115-110,,
3:19.0,B. Griffin makes free throw 1 of 2,1,116-110,,
3:19.0,B. Griffin makes free throw 2 of 2,1,117-110,,
3:14.0,Personal foul by D. Jordan (drawn by D. Cousins),,117-110,,
3:14.0,,,117-110,,D. Cousins misses free throw 1 of 2
3:14.0,,,117-110,,Offensive rebound by Team
3:14.0,,,117-111,1,D. Cousins makes free throw 2 of 2
3:07.0,,,117-111,,Personal foul by D. Cousins (drawn by D. Jordan)
2:49.0,B. Griffin misses 2-pt shot from 19 ft,,117-111,,
2:48.0,,,117-111,,Defensive rebound by D. Cousins
2:34.0,,,117-111,,D. Cousins misses 3-pt shot from 25 ft
2:34.0,,,117-111,,Offensive rebound by M. Barnes
2:23.0,,,117-114,3,T. Lawson makes 3-pt shot from 23 ft (assist by D. Cousins)
2:23.0,LA Clippers full timeout,,117-114,,
2:23.0,J. Crawford enters the game for L. Mbah a Moute,,117-114,,
2:04.0,B. Griffin misses 2-pt shot from 7 ft (block by M. Barnes),,117-114,,
2:04.0,,,117-114,,Defensive rebound by M. Barnes
2:04.0,Personal foul by B. Griffin (drawn by M. Barnes),,117-114,,
2:04.0,,,117-115,1,M. Barnes makes free throw 1 of 2
2:04.0,,,117-115,,M. Barnes misses free throw 2 of 2
2:02.0,Defensive rebound by D. Jordan,,117-115,,
1:48.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,119-115,,
1:36.0,,,119-115,,Sacramento full timeout
1:24.0,,,119-115,,D. Cousins misses 2-pt shot from 18 ft
1:24.0,Defensive rebound by C. Paul,,119-115,,
1:04.0,C. Paul misses 3-pt shot from 25 ft,,119-115,,
1:03.0,,,119-115,,Defensive rebound by D. Cousins
0:58.0,,,119-115,,D. Collison misses 2-pt shot from 22 ft
0:58.0,,,119-115,,Offensive rebound by Team
0:57.0,,,119-115,,Turnover by R. Gay (bad pass)
0:56.0,,,119-115,,Loose ball foul by D. Cousins (drawn by C. Paul)
0:39.0,,,119-115,,Personal foul by D. Collison (drawn by C. Paul)
0:39.0,C. Paul misses free throw 1 of 2,,119-115,,
0:39.0,Offensive rebound by Team,,119-115,,
0:39.0,C. Paul makes free throw 2 of 2,1,120-115,,
0:39.0,A. Rivers enters the game for J. Crawford,,119-115,,
0:32.0,,,120-115,,Turnover by T. Lawson (bad pass; steal by B. Griffin)
0:23.0,,,120-115,,Personal foul by T. Lawson (drawn by C. Paul)
0:23.0,C. Paul makes free throw 1 of 2,1,121-115,,
0:23.0,C. Paul misses free throw 2 of 2,,121-115,,
0:22.0,,,121-115,,Defensive rebound by D. Cousins
0:22.0,,,121-115,,Sacramento full timeout
0:18.0,,,121-115,,D. Cousins misses 3-pt shot from 25 ft
0:17.0,,,121-115,,Offensive rebound by D. Cousins
0:10.0,,,121-115,,R. Gay misses 3-pt shot from 24 ft
0:10.0,,,121-115,,Offensive rebound by D. Collison
0:03.0,,,121-115,,D. Collison misses 3-pt shot from 27 ft
0:03.0,,,121-115,,Offensive rebound by T. Lawson
0:01.0,,,121-115,,T. Lawson misses 2-pt shot from 9 ft
0:00.0,,,121-115,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
