time,Phoenix,pts.away,score,pts.home,Golden State
5:49.0,J. Dudley makes 3-pt shot from 26 ft (assist by L. Barbosa),3,114-109,,
5:30.0,,,114-112,3,K. Durant makes 3-pt shot from 24 ft (assist by D. Green)
5:17.0,Turnover by L. Barbosa (bad pass; steal by D. Green),,114-112,,
5:08.0,,,114-112,,S. Curry misses 2-pt shot from 4 ft
5:06.0,,,114-112,,Offensive rebound by S. Livingston
5:06.0,,,114-114,2,S. Livingston makes 2-pt shot from 1 ft
4:50.0,L. Barbosa misses 3-pt shot from 25 ft,,114-114,,
4:49.0,,,114-114,,Defensive rebound by S. Curry
4:31.0,,,114-117,3,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green)
4:31.0,Phoenix full timeout,,114-117,,
4:31.0,T. Warren enters the game for J. Dudley,,114-117,,
4:31.0,E. Bledsoe enters the game for B. Knight,,114-117,,
4:31.0,M. Chriss enters the game for L. Barbosa,,114-117,,
4:31.0,D. Booker enters the game for D. Bender,,114-117,,
4:22.0,Turnover by D. Booker (bad pass),,114-117,,
4:06.0,,,114-119,2,S. Livingston makes 2-pt shot from 10 ft (assist by S. Curry)
3:47.0,Shooting foul by D. Green (drawn by P. Tucker),,114-119,,
3:47.0,P. Tucker misses free throw 1 of 2,,114-119,,
3:47.0,Offensive rebound by Team,,114-119,,
3:47.0,P. Tucker makes free throw 2 of 2,1,115-119,,
3:33.0,,,115-119,,K. Thompson misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by M. Chriss,,115-119,,
3:27.0,E. Bledsoe misses 2-pt shot from 18 ft,,115-119,,
3:26.0,,,115-119,,Defensive rebound by S. Livingston
3:13.0,,,115-122,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston)
2:57.0,M. Chriss misses 2-pt shot from 13 ft,,115-122,,
2:57.0,,,115-122,,Defensive rebound by S. Curry
2:39.0,,,115-124,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
2:39.0,Phoenix full timeout,,115-124,,
2:39.0,B. Knight enters the game for P. Tucker,,115-124,,
2:31.0,Shooting foul by K. Durant (drawn by E. Bledsoe),,115-124,,
2:31.0,E. Bledsoe makes free throw 1 of 2,1,116-124,,
2:31.0,E. Bledsoe makes free throw 2 of 2,1,117-124,,
2:21.0,,,117-124,,Turnover by S. Curry (bad pass; steal by T. Warren)
2:14.0,D. Booker misses 3-pt shot from 26 ft,,117-124,,
2:14.0,,,117-124,,Defensive rebound by D. Green
1:56.0,,,117-124,,Shooting foul by T. Warren (drawn by K. Durant)
1:56.0,,,117-125,1,K. Durant makes free throw 1 of 2
1:56.0,,,117-126,1,K. Durant makes free throw 2 of 2
1:46.0,E. Bledsoe misses 2-pt shot from 3 ft (block by K. Durant),,117-126,,
1:44.0,,,117-126,,Defensive rebound by D. Green
1:35.0,,,117-126,,Shooting foul by E. Bledsoe (drawn by D. Green)
1:35.0,,,117-127,1,D. Green makes free throw 1 of 2
1:35.0,,,117-128,1,D. Green makes free throw 2 of 2
1:25.0,Jump ball: M. Chriss vs. D. Green (S. Curry gains possession),,,,Jump ball: M. Chriss vs. D. Green (S. Curry gains possession)
1:25.0,Turnover by M. Chriss (lost ball; steal by D. Green),,117-128,,
1:13.0,,,117-128,,Shooting foul by M. Chriss (drawn by K. Durant)
1:13.0,,,117-130,2,K. Durant makes 2-pt shot from 4 ft
1:13.0,,,117-131,1,K. Durant makes free throw 1 of 1
1:13.0,J. Dudley enters the game for M. Chriss,,117-130,,
1:02.0,T. Warren makes 2-pt shot from 18 ft (assist by J. Dudley),2,119-131,,
0:43.0,,,119-131,,K. Durant misses 3-pt shot from 25 ft
0:42.0,,,119-131,,Offensive rebound by S. Livingston
0:42.0,,,119-131,,S. Livingston misses 2-pt shot from 9 ft
0:40.0,Defensive rebound by Team,,119-131,,
0:40.0,Phoenix full timeout,,119-131,,
0:40.0,,,119-131,,K. Looney enters the game for K. Durant
0:40.0,,,119-131,,I. Clark enters the game for S. Curry
0:40.0,,,119-131,,P. McCaw enters the game for S. Livingston
0:29.0,,,119-131,,Personal foul by P. McCaw (drawn by J. Dudley)
0:29.0,J. Dudley makes free throw 1 of 2,1,120-131,,
0:29.0,J. Dudley misses free throw 2 of 2,,120-131,,
0:27.0,,,120-131,,Defensive rebound by D. Green
0:06.0,,,120-133,2,I. Clark makes 2-pt shot from 18 ft (assist by D. Green)
0:02.0,D. Booker misses 2-pt shot from 17 ft,,120-133,,
0:00.0,Offensive rebound by Team,,120-133,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
