time,Utah,pts.away,score,pts.home,New Orleans
1:07.0,,,127-91,1,T. Frazier makes free throw 1 of 2
1:07.0,,,127-92,1,T. Frazier makes free throw 2 of 2
0:54.0,S. Mack misses 3-pt shot from 24 ft,,127-92,,
0:53.0,,,127-92,,Defensive rebound by T. Jones
0:42.0,,,127-92,,L. Galloway misses 3-pt shot from 24 ft
0:42.0,,,127-92,,Offensive rebound by D. Motiejunas
0:38.0,,,127-92,,D. Motiejunas misses 2-pt shot from 6 ft
0:37.0,Defensive rebound by J. Withey,,127-92,,
0:30.0,T. Lyles misses 2-pt shot from 2 ft,,127-92,,
0:27.0,,,127-92,,Defensive rebound by D. Motiejunas
0:24.0,,,127-92,,Shooting foul by D. Exum (drawn by L. Galloway)
0:24.0,,,127-93,1,L. Galloway makes free throw 1 of 2
0:24.0,,,127-94,1,L. Galloway makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
