time,Philadelphia,pts.away,score,pts.home,Chicago
7:02.0,R. Covington misses free throw 1 of 2,,95-104,,
7:02.0,Offensive rebound by Team,,95-104,,
7:02.0,R. Covington misses free throw 2 of 2,,95-104,,
7:00.0,Offensive rebound by E. Ilyasova,,95-104,,
6:56.0,E. Ilyasova makes 2-pt shot from 2 ft,2,97-104,,
6:38.0,,,97-104,,Turnover by J. Butler (bad pass; steal by R. Covington)
6:33.0,R. Covington misses 2-pt shot from 22 ft,,97-104,,
6:33.0,,,97-104,,Defensive rebound by P. Zipser
6:28.0,Violation by R. Holmes (kicked ball),,97-104,,
6:16.0,,,97-104,,R. Rondo misses 2-pt shot from 21 ft (block by T. McConnell)
6:14.0,Defensive rebound by E. Ilyasova,,97-104,,
6:07.0,T. Luwawu-Cabarrot misses 2-pt shot from 7 ft,,97-104,,
6:07.0,Offensive rebound by Team,,97-104,,
6:07.0,,,97-104,,D. Wade enters the game for D. McDermott
6:05.0,R. Holmes misses 2-pt shot from 10 ft,,97-104,,
6:04.0,,,97-104,,Defensive rebound by D. Wade
5:39.0,,,97-104,,R. Rondo misses 2-pt shot from 20 ft
5:37.0,Defensive rebound by Team,,97-104,,
5:37.0,Philadelphia full timeout,,97-104,,
5:37.0,,,97-104,,R. Lopez enters the game for R. Rondo
5:37.0,,,97-104,,D. McDermott enters the game for C. Felicio
5:37.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,97-104,,
5:21.0,N. Stauskas makes 2-pt shot from 2 ft,2,99-104,,
5:02.0,,,99-104,,Shooting foul by R. Covington (drawn by J. Butler)
5:02.0,,,99-105,1,J. Butler makes free throw 1 of 2
5:02.0,,,99-106,1,J. Butler makes free throw 2 of 2
4:48.0,R. Holmes misses 2-pt shot from 14 ft,,99-106,,
4:47.0,,,99-106,,Defensive rebound by J. Butler
4:21.0,,,99-108,2,D. Wade makes 2-pt shot from 15 ft
4:08.0,Turnover by T. McConnell (traveling),,99-108,,
4:08.0,N. Noel enters the game for R. Holmes,,99-108,,
3:55.0,,,99-108,,D. Wade misses 2-pt shot from 19 ft
3:54.0,Defensive rebound by E. Ilyasova,,99-108,,
3:40.0,N. Noel misses 2-pt shot from 5 ft,,99-108,,
3:39.0,Offensive rebound by E. Ilyasova,,99-108,,
3:39.0,E. Ilyasova makes 2-pt shot from 3 ft,2,101-108,,
3:21.0,,,101-108,,D. Wade misses 2-pt shot from 4 ft (block by R. Covington)
3:21.0,,,101-108,,Offensive rebound by Team
3:12.0,,,101-108,,J. Butler misses 2-pt shot from 10 ft
3:11.0,,,101-108,,Offensive rebound by R. Lopez
3:11.0,,,101-108,,R. Lopez misses 2-pt shot from 3 ft
3:10.0,,,101-108,,Offensive rebound by D. Wade
3:10.0,,,101-110,2,D. Wade makes 2-pt shot from 2 ft
2:54.0,,,101-110,,Chicago full timeout
2:45.0,R. Covington misses 2-pt shot from 14 ft,,101-110,,
2:44.0,,,101-110,,Defensive rebound by J. Butler
2:29.0,,,101-112,2,R. Lopez makes 2-pt shot from 6 ft (assist by J. Butler)
2:15.0,N. Noel misses 2-pt shot from 5 ft,,101-112,,
2:14.0,,,101-112,,Defensive rebound by D. McDermott
1:54.0,,,101-115,3,P. Zipser makes 3-pt shot from 26 ft (assist by J. Butler)
1:54.0,Philadelphia full timeout,,101-115,,
1:46.0,N. Stauskas misses 3-pt shot from 26 ft,,101-115,,
1:46.0,Offensive rebound by Team,,101-115,,
1:38.0,T. McConnell makes 2-pt shot from 2 ft,2,103-115,,
1:21.0,,,103-117,2,P. Zipser makes 2-pt shot from 4 ft
1:21.0,Philadelphia full timeout,,103-117,,
1:21.0,C. Randle enters the game for R. Covington,,103-117,,
1:21.0,T. Luwawu-Cabarrot enters the game for E. Ilyasova,,103-117,,
1:21.0,R. Holmes enters the game for N. Noel,,103-117,,
1:21.0,D. Saric enters the game for T. McConnell,,103-117,,
1:12.0,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft,2,105-117,,
0:49.0,,,105-119,2,J. Butler makes 2-pt shot from 15 ft
0:37.0,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft (block by R. Lopez),,105-119,,
0:36.0,,,105-119,,Defensive rebound by J. Butler
0:27.0,,,105-121,2,D. McDermott makes 2-pt shot from 2 ft (assist by R. Lopez)
0:20.0,N. Stauskas makes 3-pt shot from 24 ft,3,108-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
