time,Atlanta,pts.away,score,pts.home,Brooklyn
5:58.0,,,72-80,,Defensive rebound by B. Lopez
5:35.0,,,72-80,,Turnover by Team (shot clock)
5:35.0,Official timeout,,72-80,,
5:35.0,K. Bazemore enters the game for J. Calderon,,72-80,,
5:35.0,,,72-80,,C. LeVert enters the game for S. Dinwiddie
5:20.0,P. Millsap misses 3-pt shot from 23 ft,,72-80,,
5:19.0,,,72-80,,Defensive rebound by S. Kilpatrick
4:59.0,,,72-82,2,B. Lopez makes 2-pt shot from 17 ft
4:47.0,,,72-82,,Personal foul by C. LeVert (drawn by P. Millsap)
4:38.0,K. Bazemore makes 2-pt shot from 2 ft,2,74-82,,
4:14.0,,,74-82,,C. LeVert misses 2-pt shot from 20 ft
4:13.0,Defensive rebound by K. Bazemore,,74-82,,
4:07.0,P. Millsap makes 2-pt shot from 12 ft (assist by K. Bazemore),2,76-82,,
4:07.0,,,76-82,,Shooting block foul by J. Lin (drawn by P. Millsap)
4:07.0,P. Millsap makes free throw 1 of 1,1,77-82,,
3:59.0,,,77-82,,R. Hollis-Jefferson misses 2-pt shot from 4 ft
3:57.0,Defensive rebound by P. Millsap,,77-82,,
3:54.0,,,77-82,,Shooting block foul by C. LeVert (drawn by T. Waller-Prince)
3:54.0,T. Waller-Prince misses free throw 1 of 2,,77-82,,
3:54.0,Offensive rebound by Team,,77-82,,
3:54.0,T. Waller-Prince misses free throw 2 of 2,,77-82,,
3:53.0,Offensive rebound by K. Bazemore,,77-82,,
3:48.0,K. Bazemore misses 2-pt shot from 3 ft,,77-82,,
3:47.0,,,77-82,,Defensive rebound by S. Kilpatrick
3:47.0,,,77-82,,C. LeVert misses 2-pt shot from 2 ft
3:46.0,,,77-82,,Offensive rebound by S. Kilpatrick
3:38.0,Personal foul by T. Waller-Prince (drawn by J. Lin),,77-82,,
3:38.0,,,77-83,1,J. Lin makes free throw 1 of 2
3:38.0,Atlanta full timeout,,77-83,,
3:38.0,,,77-83,,J. Lin misses free throw 2 of 2
3:38.0,,,77-83,,T. Booker enters the game for R. Hollis-Jefferson
3:37.0,Defensive rebound by T. Hardaway,,77-83,,
3:27.0,T. Hardaway makes 2-pt shot from 8 ft (assist by D. Schroder),2,79-83,,
3:27.0,Shooting foul by C. LeVert (drawn by T. Hardaway),,79-83,,
3:27.0,T. Hardaway makes free throw 1 of 1,1,80-83,,
3:27.0,,,79-83,,S. Dinwiddie enters the game for C. LeVert
3:15.0,,,80-83,,J. Lin misses 2-pt shot from 3 ft
3:14.0,Defensive rebound by K. Bazemore,,80-83,,
3:00.0,P. Millsap misses 2-pt shot from 9 ft,,80-83,,
2:59.0,,,80-83,,Defensive rebound by T. Booker
2:42.0,,,80-83,,B. Lopez misses 2-pt shot from 10 ft
2:41.0,,,80-83,,Offensive rebound by T. Booker
2:34.0,,,80-86,3,S. Dinwiddie makes 3-pt shot from 24 ft (assist by B. Lopez)
2:07.0,Turnover by Team (shot clock),,80-86,,
2:07.0,,,80-86,,Brooklyn full timeout
2:07.0,,,80-86,,Q. Acy enters the game for B. Lopez
1:50.0,,,80-86,,J. Lin misses 2-pt shot from 10 ft
1:49.0,Defensive rebound by D. Schroder,,80-86,,
1:35.0,D. Schroder misses 2-pt shot from 2 ft,,80-86,,
1:34.0,,,80-86,,Defensive rebound by J. Lin
1:18.0,,,80-86,,Turnover by J. Lin (bad pass; steal by T. Waller-Prince)
1:16.0,Shooting foul by S. Dinwiddie (drawn by T. Waller-Prince),,80-86,,
1:16.0,T. Waller-Prince makes free throw 1 of 2,1,81-86,,
1:16.0,T. Waller-Prince makes free throw 2 of 2,1,82-86,,
1:05.0,Personal foul by K. Bazemore (drawn by J. Lin),,82-86,,
1:05.0,,,82-87,1,J. Lin makes free throw 1 of 2
1:05.0,Atlanta full timeout,,82-87,,
1:05.0,,,82-88,1,J. Lin makes free throw 2 of 2
0:53.0,T. Hardaway misses 2-pt shot from 2 ft,,82-88,,
0:51.0,Offensive rebound by K. Bazemore,,82-88,,
0:50.0,K. Bazemore misses 2-pt shot from 3 ft,,82-88,,
0:50.0,,,82-88,,Defensive rebound by Q. Acy
0:28.0,,,82-90,2,T. Booker makes 2-pt shot at rim (assist by J. Lin)
0:28.0,Atlanta full timeout,,82-90,,
0:24.0,P. Millsap misses 2-pt shot from 2 ft,,82-90,,
0:23.0,,,82-90,,Defensive rebound by Q. Acy
0:20.0,Personal foul by P. Millsap (drawn by S. Dinwiddie),,82-90,,
0:20.0,,,82-90,,S. Dinwiddie misses free throw 1 of 2
0:20.0,,,82-90,,Offensive rebound by Team
0:20.0,,,82-91,1,S. Dinwiddie makes free throw 2 of 2
0:20.0,M. Muscala enters the game for P. Millsap,,82-90,,
0:12.0,T. Waller-Prince misses 3-pt shot from 25 ft,,82-91,,
0:11.0,,,82-91,,Defensive rebound by J. Lin
0:00.0,End of 4th quarter,,,,End of 4th quarter
