time,Atlanta,pts.away,score,pts.home,Philadelphia
5:45.0,T. Sefolosha makes free throw 2 of 2,1,94-68,,
5:45.0,M. Delaney enters the game for D. Howard,,92-68,,
5:45.0,T. Waller-Prince enters the game for D. Schroder,,92-68,,
5:33.0,,,94-68,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by T. Sefolosha)
5:22.0,D. Bembry misses 3-pt shot from 25 ft,,94-68,,
5:20.0,,,94-68,,Defensive rebound by R. Holmes
5:12.0,,,94-68,,Turnover by S. Rodriguez (bad pass)
4:56.0,T. Sefolosha makes 2-pt shot from 2 ft,2,96-68,,
4:28.0,,,96-70,2,S. Rodriguez makes 2-pt shot from 11 ft
4:07.0,M. Delaney misses 2-pt shot from 18 ft,,96-70,,
4:05.0,,,96-70,,Defensive rebound by R. Holmes
3:57.0,,,96-70,,S. Rodriguez misses 2-pt shot from 10 ft
3:55.0,Defensive rebound by M. Delaney,,96-70,,
3:37.0,K. Humphries misses 2-pt shot from 13 ft,,96-70,,
3:36.0,Offensive rebound by Team,,96-70,,
3:36.0,E. Tavares enters the game for T. Sefolosha,,96-70,,
3:36.0,,,96-70,,T. McConnell enters the game for R. Covington
3:36.0,,,96-70,,J. Grant enters the game for D. Saric
3:36.0,,,96-70,,N. Stauskas enters the game for S. Rodriguez
3:30.0,T. Waller-Prince misses 3-pt shot from 23 ft,,96-70,,
3:29.0,,,96-70,,Defensive rebound by Team
3:20.0,,,96-70,,Turnover by J. Grant (traveling)
3:07.0,D. Bembry misses 2-pt shot from 10 ft,,96-70,,
3:05.0,,,96-70,,Defensive rebound by T. Luwawu-Cabarrot
2:54.0,,,96-70,,R. Holmes misses 2-pt shot from 14 ft
2:53.0,Defensive rebound by K. Humphries,,96-70,,
2:34.0,E. Tavares makes 2-pt shot at rim (assist by T. Waller-Prince),2,98-70,,
2:11.0,,,98-70,,R. Holmes misses 2-pt shot from 8 ft
2:09.0,,,98-70,,Offensive rebound by R. Holmes
2:05.0,,,98-70,,R. Holmes misses 2-pt shot from 15 ft
2:03.0,Defensive rebound by K. Humphries,,98-70,,
1:53.0,Turnover by K. Humphries (bad pass; steal by T. Luwawu-Cabarrot),,98-70,,
1:42.0,,,98-70,,J. Grant misses 2-pt shot from 1 ft (block by K. Humphries)
1:40.0,Defensive rebound by M. Delaney,,98-70,,
1:38.0,Shooting foul by R. Holmes (drawn by T. Waller-Prince),,98-70,,
1:38.0,Atlanta full timeout,,98-70,,
1:38.0,T. Waller-Prince makes free throw 1 of 2,1,99-70,,
1:38.0,T. Waller-Prince makes free throw 2 of 2,1,100-70,,
1:26.0,,,100-72,2,R. Holmes makes 2-pt shot from 1 ft (assist by T. Luwawu-Cabarrot)
1:13.0,Shooting foul by N. Stauskas,,100-72,,
1:13.0,E. Tavares misses free throw 1 of 2,,100-72,,
1:13.0,Offensive rebound by Team,,100-72,,
1:13.0,E. Tavares misses free throw 2 of 2,,100-72,,
1:12.0,Offensive rebound by D. Bembry,,100-72,,
0:55.0,D. Bembry makes 2-pt shot from 13 ft,2,102-72,,
0:35.0,,,102-72,,T. Luwawu-Cabarrot misses 2-pt shot from 3 ft
0:33.0,Defensive rebound by E. Tavares,,102-72,,
0:26.0,T. Waller-Prince makes 2-pt shot from 5 ft (assist by M. Delaney),2,104-72,,
0:14.0,,,104-72,,T. McConnell misses 2-pt shot from 15 ft
0:13.0,Defensive rebound by D. Bembry,,104-72,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
