time,Dallas,pts.away,score,pts.home,Denver
2:32.0,N. Brussino makes 2-pt shot from 1 ft (assist by J. Anderson),2,82-99,,
2:11.0,,,82-102,3,W. Barton makes 3-pt shot from 23 ft (assist by G. Harris)
1:55.0,J. Anderson misses 3-pt shot from 24 ft,,82-102,,
1:54.0,,,82-102,,Defensive rebound by N. Jokic
1:37.0,,,82-102,,Shooting foul by J. Anderson (drawn by W. Chandler)
1:37.0,,,82-103,1,W. Chandler makes free throw 1 of 2
1:37.0,,,82-104,1,W. Chandler makes free throw 2 of 2
1:37.0,,,82-103,,J. Hernangomez enters the game for W. Barton
1:37.0,,,82-103,,J. Murray enters the game for N. Jokic
1:37.0,,,82-103,,M. Beasley enters the game for G. Harris
1:37.0,,,82-103,,J. O'Bryant enters the game for J. Nelson
1:31.0,,,82-104,,Personal foul by M. Beasley (drawn by N. Brussino)
1:31.0,N. Brussino misses free throw 1 of 2,,82-104,,
1:31.0,Offensive rebound by Team,,82-104,,
1:31.0,N. Brussino misses free throw 2 of 2,,82-104,,
1:31.0,,,82-104,,M. Miller enters the game for W. Chandler
1:27.0,,,82-104,,Defensive rebound by J. Murray
1:24.0,,,82-106,2,M. Beasley makes 2-pt shot from 2 ft (assist by J. Murray)
1:11.0,J. Anderson misses 2-pt shot from 7 ft,,82-106,,
1:10.0,,,82-106,,Defensive rebound by J. Hernangomez
0:54.0,,,82-108,2,J. O'Bryant makes 2-pt shot from 2 ft (assist by M. Beasley)
0:37.0,D. Finney-Smith makes 2-pt shot at rim,2,84-108,,
0:19.0,,,84-108,,M. Beasley misses 2-pt shot from 2 ft
0:19.0,,,84-108,,Offensive rebound by M. Beasley
0:18.0,,,84-110,2,M. Beasley makes 2-pt shot from 2 ft
0:11.0,N. Brussino makes 3-pt shot from 29 ft (assist by Y. Ferrell),3,87-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
