time,Detroit,pts.away,score,pts.home,Cleveland
1:34.0,Offensive rebound by B. Marjanovic,,79-102,,
1:31.0,,,79-102,,Violation by C. Andersen (def goaltending)
1:31.0,B. Marjanovic makes 2-pt shot from 1 ft,2,81-102,,
1:15.0,,,81-102,,C. Andersen misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by S. Johnson,,81-102,,
1:07.0,Turnover by R. Bullock (bad pass; steal by C. Andersen),,81-102,,
1:00.0,,,81-102,,M. Dunleavy misses 3-pt shot from 25 ft
0:59.0,,,81-102,,Offensive rebound by D. Liggins
0:50.0,,,81-102,,C. Andersen misses 2-pt shot from 1 ft
0:48.0,Defensive rebound by B. Marjanovic,,81-102,,
0:34.0,R. Bullock misses 3-pt shot from 24 ft,,81-102,,
0:33.0,,,81-102,,Defensive rebound by C. Andersen
0:14.0,,,81-102,,Shooting foul by S. Johnson (drawn by C. Andersen)
0:14.0,,,81-103,1,C. Andersen makes free throw 1 of 2
0:14.0,,,81-104,1,C. Andersen makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
