time,Miami,pts.away,score,pts.home,Detroit
3:14.0,,,89-88,,Offensive rebound by Team
3:14.0,,,89-89,1,K. Caldwell-Pope makes free throw 2 of 3
3:14.0,,,89-90,1,K. Caldwell-Pope makes free throw 3 of 3
3:14.0,T. Johnson enters the game for J. Richardson,,89-89,,
2:58.0,,,89-90,,Personal foul by M. Morris (drawn by G. Dragic)
2:58.0,G. Dragic makes free throw 1 of 2,1,90-90,,
2:58.0,G. Dragic makes free throw 2 of 2,1,91-90,,
2:58.0,,,89-90,,S. Johnson enters the game for M. Morris
2:45.0,,,91-90,,Shooting foul by T. Johnson (drawn by I. Smith)
2:45.0,,,91-91,1,I. Smith makes free throw 1 of 2
2:45.0,,,91-91,,I. Smith misses free throw 2 of 2
2:44.0,Defensive rebound by H. Whiteside,,91-91,,
2:19.0,G. Dragic misses 3-pt shot from 26 ft,,91-91,,
2:19.0,,,91-91,,Defensive rebound by T. Harris
2:16.0,,,91-91,,Offensive charge foul by S. Johnson
2:16.0,,,91-91,,Turnover by S. Johnson (offensive foul)
1:56.0,,,91-91,,Personal foul by A. Drummond (drawn by H. Whiteside)
1:56.0,H. Whiteside misses free throw 1 of 2,,91-91,,
1:56.0,Offensive rebound by Team,,91-91,,
1:56.0,H. Whiteside makes free throw 2 of 2,1,92-91,,
1:33.0,,,92-91,,T. Harris misses 2-pt shot from 11 ft
1:31.0,Defensive rebound by T. Johnson,,92-91,,
1:15.0,T. Johnson misses 2-pt shot from 14 ft,,92-91,,
1:14.0,Offensive rebound by R. McGruder,,92-91,,
0:53.0,R. McGruder misses 2-pt shot from 12 ft,,92-91,,
0:53.0,,,92-91,,Defensive rebound by K. Caldwell-Pope
0:45.0,,,92-94,3,K. Caldwell-Pope makes 3-pt shot from 25 ft
0:45.0,Miami full timeout,,92-94,,
0:44.0,Turnover by R. McGruder (lost ball),,92-94,,
0:44.0,,,92-94,,A. Baynes enters the game for A. Drummond
0:30.0,,,92-96,2,I. Smith makes 2-pt shot from 18 ft
0:30.0,Miami full timeout,,92-96,,
0:30.0,,,92-96,,Technical foul by S. Johnson
0:30.0,G. Dragic makes technical free throw,1,93-96,,
0:30.0,,,92-96,,A. Drummond enters the game for A. Baynes
0:25.0,G. Dragic makes 2-pt shot from 6 ft,2,95-96,,
0:22.0,Violation by R. McGruder (kicked ball),,95-96,,
0:15.0,,,95-96,,Turnover by S. Johnson (lost ball)
0:15.0,Jump ball: J. Johnson vs. S. Johnson (G. Dragic gains possession),,,,Jump ball: J. Johnson vs. S. Johnson (G. Dragic gains possession)
0:11.0,Miami full timeout,,95-96,,
0:06.0,J. Johnson misses 2-pt shot from 10 ft,,95-96,,
0:04.0,Offensive rebound by G. Dragic,,95-96,,
0:01.0,G. Dragic misses 2-pt shot from 7 ft,,95-96,,
0:00.0,Offensive rebound by H. Whiteside,,95-96,,
0:00.0,H. Whiteside makes 2-pt shot at rim,2,97-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
