time,Cleveland,pts.away,score,pts.home,Milwaukee
4:40.0,R. Jefferson makes 3-pt shot from 24 ft (assist by C. Andersen),3,92-110,,
4:26.0,,,92-110,,Turnover by G. Antetokounmpo (traveling)
4:02.0,R. Jefferson misses 2-pt shot from 6 ft,,92-110,,
4:01.0,Offensive rebound by Team,,92-110,,
4:01.0,Turnover by Team (shot clock),,92-110,,
3:43.0,,,92-110,,G. Antetokounmpo misses 2-pt shot from 7 ft (block by J. Jones)
3:43.0,,,92-110,,Offensive rebound by Team
3:34.0,,,92-110,,G. Antetokounmpo misses 2-pt shot from 17 ft
3:32.0,Defensive rebound by R. Jefferson,,92-110,,
3:32.0,Turnover by R. Jefferson (bad pass),,92-110,,
3:17.0,,,92-112,2,G. Monroe makes 2-pt shot at rim (assist by J. Terry)
2:59.0,C. Andersen misses 2-pt shot from 1 ft (block by J. Terry),,92-112,,
2:57.0,,,92-112,,Defensive rebound by J. Parker
2:57.0,Personal foul by K. Felder (drawn by G. Monroe),,92-112,,
2:57.0,,,92-112,,Milwaukee full timeout
2:57.0,,,92-113,1,G. Monroe makes free throw 1 of 2
2:57.0,,,92-114,1,G. Monroe makes free throw 2 of 2
2:57.0,,,92-112,,T. Maker enters the game for G. Antetokounmpo
2:45.0,J. Jones makes 3-pt shot from 25 ft (assist by K. Felder),3,95-114,,
2:21.0,,,95-114,,J. Parker misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by C. Andersen,,95-114,,
2:10.0,J. Jones misses 3-pt shot from 26 ft,,95-114,,
2:09.0,,,95-114,,Defensive rebound by T. Maker
1:49.0,,,95-116,2,T. Maker makes 2-pt shot from 18 ft
1:38.0,Shooting foul by T. Maker (drawn by C. Andersen),,95-116,,
1:38.0,C. Andersen makes free throw 1 of 2,1,96-116,,
1:38.0,C. Andersen makes free throw 2 of 2,1,97-116,,
1:38.0,,,96-116,,S. Novak enters the game for J. Parker
1:38.0,,,96-116,,M. Plumlee enters the game for G. Monroe
1:18.0,,,97-116,,S. Novak misses 3-pt shot from 27 ft
1:17.0,Defensive rebound by J. McRae,,97-116,,
1:07.0,J. McRae misses 2-pt shot from 15 ft,,97-116,,
1:06.0,,,97-116,,Defensive rebound by S. Novak
0:52.0,,,97-116,,Shooting foul by C. Andersen (drawn by T. Maker)
0:52.0,,,97-117,1,T. Maker makes free throw 1 of 2
0:52.0,,,97-118,1,T. Maker makes free throw 2 of 2
0:35.0,J. Jones misses 2-pt shot from 18 ft,,97-118,,
0:34.0,Offensive rebound by J. McRae,,97-118,,
0:34.0,J. McRae makes 2-pt shot at rim,2,99-118,,
0:13.0,,,99-118,,T. Maker misses 2-pt shot from 12 ft
0:12.0,Defensive rebound by R. Jefferson,,99-118,,
0:03.0,R. Jefferson misses 3-pt shot from 26 ft,,99-118,,
0:02.0,Offensive rebound by J. McRae,,99-118,,
0:00.0,J. McRae makes 2-pt shot from 7 ft,2,101-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
