time,New Orleans,pts.away,score,pts.home,Portland
2:02.0,,,101-97,2,N. Vonleh makes 2-pt shot from 1 ft (assist by P. Connaughton)
2:02.0,,,101-97,,Shooting foul by C. Diallo (drawn by N. Vonleh)
2:02.0,,,101-98,1,N. Vonleh makes free throw 1 of 1
1:49.0,C. Diallo misses 2-pt shot from 14 ft,,101-98,,
1:48.0,,,101-98,,Defensive rebound by M. Leonard
1:30.0,,,101-98,,M. Leonard misses 2-pt shot from 10 ft
1:29.0,,,101-98,,Offensive rebound by N. Vonleh
1:23.0,,,101-100,2,N. Vonleh makes 2-pt shot from 4 ft (assist by T. Quarterman)
1:11.0,Q. Cook misses 2-pt shot from 18 ft,,101-100,,
1:07.0,,,101-100,,Defensive rebound by T. Quarterman
0:48.0,,,101-100,,M. Leonard misses 2-pt shot from 9 ft
0:45.0,Defensive rebound by J. Crawford,,101-100,,
0:29.0,J. Crawford misses 2-pt shot from 19 ft,,101-100,,
0:27.0,,,101-100,,Defensive rebound by N. Vonleh
0:11.0,,,101-100,,Turnover by M. Leonard (lost ball)
0:11.0,New Orleans full timeout,,101-100,,
0:11.0,New Orleans full timeout,,101-100,,
0:07.0,,,101-100,,Personal take foul by P. Connaughton (drawn by J. Crawford)
0:06.0,,,101-100,,Personal take foul by T. Quarterman (drawn by Q. Cook)
0:06.0,Q. Cook makes free throw 1 of 2,1,102-100,,
0:06.0,Q. Cook makes free throw 2 of 2,1,103-100,,
0:06.0,,,103-100,,Portland full timeout
0:06.0,,,103-100,,Portland full timeout
0:05.0,Personal take foul by A. Toupane (drawn by T. Quarterman),,103-100,,
0:05.0,,,103-100,,T. Quarterman misses free throw 1 of 2
0:05.0,,,103-100,,Offensive rebound by Team
0:05.0,,,103-100,,T. Quarterman misses free throw 2 of 2
0:05.0,,,103-100,,Offensive rebound by T. Quarterman
0:05.0,D. Motiejunas enters the game for A. Toupane,,103-100,,
0:05.0,A. Ajinca enters the game for C. Diallo,,103-100,,
0:01.0,,,103-100,,Turnover by T. Quarterman (bad pass; steal by D. Motiejunas)
0:00.0,End of 4th quarter,,,,End of 4th quarter
