time,Minnesota,pts.away,score,pts.home,Utah
0:33.0,,,113-117,,J. Ingles misses free throw 1 of 2
0:33.0,,,113-117,,Offensive rebound by Team
0:33.0,,,113-118,1,J. Ingles makes free throw 2 of 2
0:17.0,A. Wiggins misses 3-pt shot from 25 ft,,113-118,,
0:16.0,,,113-118,,Defensive rebound by R. Gobert
0:04.0,Personal foul by K. Towns (drawn by G. Hayward),,113-118,,
0:04.0,,,113-119,1,G. Hayward makes free throw 1 of 2
0:04.0,,,113-120,1,G. Hayward makes free throw 2 of 2
0:00.0,A. Wiggins misses 3-pt shot from 31 ft,,113-120,,
0:00.0,Offensive rebound by Team,,113-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
