time,Phoenix,pts.away,score,pts.home,Dallas
0:37.0,,,98-93,,D. Nowitzki enters the game for A. Bogut
0:30.0,,,98-93,,W. Matthews misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by T. Chandler,,98-93,,
0:27.0,,,98-93,,Personal take foul by S. Curry (drawn by T. Chandler)
0:27.0,,,98-93,,D. Finney-Smith enters the game for D. Nowitzki
0:24.0,,,98-93,,Personal take foul by W. Matthews (drawn by E. Bledsoe)
0:24.0,E. Bledsoe makes free throw 1 of 2,1,99-93,,
0:24.0,E. Bledsoe makes free throw 2 of 2,1,100-93,,
0:24.0,,,100-93,,Dallas full timeout
0:24.0,,,99-93,,D. Powell enters the game for D. Finney-Smith
0:24.0,,,99-93,,D. Nowitzki enters the game for S. Curry
0:24.0,,,100-93,,S. Curry enters the game for D. Powell
0:19.0,,,100-93,,Turnover by D. Williams (bad pass; steal by B. Knight)
0:17.0,,,100-93,,Personal take foul by D. Nowitzki (drawn by B. Knight)
0:17.0,B. Knight makes free throw 1 of 2,1,101-93,,
0:17.0,B. Knight makes free throw 2 of 2,1,102-93,,
0:17.0,,,101-93,,D. Powell enters the game for H. Barnes
0:17.0,,,101-93,,N. Brussino enters the game for D. Nowitzki
0:17.0,,,101-93,,P. Jackson enters the game for D. Williams
0:17.0,T. Warren enters the game for T. Chandler,,101-93,,
0:07.0,,,102-95,2,S. Curry makes 2-pt shot from 6 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
