time,New Orleans,pts.away,score,pts.home,Denver
4:09.0,,,94-117,,Shooting foul by A. Ajinca (drawn by M. Plumlee)
4:09.0,,,94-117,,M. Plumlee misses free throw 1 of 2
4:09.0,,,94-117,,Offensive rebound by Team
4:09.0,,,94-117,,M. Plumlee misses free throw 2 of 2
4:09.0,,,94-117,,J. Hernangomez enters the game for D. Gallinari
4:07.0,Defensive rebound by C. Diallo,,94-117,,
3:51.0,C. Diallo makes 2-pt shot from 5 ft,2,96-117,,
3:43.0,,,96-117,,J. Hernangomez misses 3-pt shot from 26 ft
3:42.0,,,96-117,,Offensive rebound by M. Plumlee
3:33.0,,,96-117,,Shooting foul by A. Ajinca (drawn by J. Hernangomez)
3:33.0,,,96-118,1,J. Hernangomez makes free throw 1 of 2
3:33.0,,,96-119,1,J. Hernangomez makes free throw 2 of 2
3:20.0,A. Ajinca makes 2-pt shot from 4 ft (assist by Q. Cook),2,98-119,,
3:01.0,,,98-122,3,J. Hernangomez makes 3-pt shot from 25 ft (assist by G. Harris)
2:45.0,Turnover by A. Ajinca (bad pass),,98-122,,
2:45.0,,,98-122,,Denver full timeout
2:45.0,,,98-122,,M. Miller enters the game for G. Harris
2:45.0,,,98-122,,R. Hibbert enters the game for W. Chandler
2:45.0,,,98-122,,M. Beasley enters the game for M. Plumlee
2:32.0,,,98-122,,Turnover by J. Hernangomez (bad pass)
2:14.0,C. Diallo misses 2-pt shot from 12 ft (block by R. Hibbert),,98-122,,
2:12.0,,,98-122,,Defensive rebound by J. Hernangomez
2:06.0,,,98-122,,M. Miller misses 3-pt shot from 27 ft
2:03.0,Defensive rebound by A. Ajinca,,98-122,,
1:50.0,Q. Cook makes 2-pt shot from 19 ft (assist by C. Diallo),2,100-122,,
1:39.0,,,100-122,,J. Hernangomez misses 3-pt shot from 26 ft
1:39.0,Defensive rebound by Team,,100-122,,
1:19.0,J. Crawford makes 2-pt shot from 20 ft,2,102-122,,
1:16.0,,,102-122,,Turnover by J. Hernangomez (bad pass)
1:08.0,Q. Cook misses 3-pt shot from 24 ft,,102-122,,
1:07.0,Offensive rebound by Team,,102-122,,
0:58.0,Q. Cook misses 2-pt shot from 7 ft,,102-122,,
0:58.0,Offensive rebound by A. Ajinca,,102-122,,
0:58.0,A. Ajinca makes 2-pt shot from 1 ft,2,104-122,,
0:51.0,,,104-122,,Turnover by M. Beasley (dbl dribble)
0:39.0,J. Crawford makes 2-pt shot from 19 ft,2,106-122,,
0:31.0,,,106-122,,Offensive foul by R. Hibbert
0:31.0,,,106-122,,Turnover by R. Hibbert (offensive foul)
0:22.0,Q. Cook misses 2-pt shot from 2 ft,,106-122,,
0:21.0,,,106-122,,Defensive rebound by M. Miller
0:00.0,End of 4th quarter,,,,End of 4th quarter
