time,San Antonio,pts.away,score,pts.home,LA Lakers
4:11.0,K. Anderson makes 3-pt shot from 24 ft (assist by D. Bertans),3,114-89,,
3:50.0,,,114-89,,B. Ingram misses 3-pt shot from 22 ft
3:49.0,Defensive rebound by K. Anderson,,114-89,,
3:37.0,K. Anderson misses 2-pt shot from 2 ft (block by I. Zubac),,114-89,,
3:35.0,Offensive rebound by K. Anderson,,114-89,,
3:32.0,K. Anderson misses 2-pt shot from 8 ft,,114-89,,
3:31.0,,,114-89,,Defensive rebound by T. Robinson
3:14.0,,,114-89,,B. Ingram misses 2-pt shot from 2 ft
3:12.0,,,114-89,,Offensive rebound by B. Ingram
3:09.0,,,114-91,2,B. Ingram makes 2-pt shot from 1 ft
2:55.0,D. Bertans makes 3-pt shot from 25 ft (assist by D. Murray),3,117-91,,
2:43.0,,,117-91,,B. Ingram misses 3-pt shot from 26 ft
2:41.0,,,117-91,,Offensive rebound by T. Robinson
2:40.0,,,117-91,,Shooting foul by D. Murray (drawn by T. Robinson)
2:40.0,Official timeout,,117-91,,
2:40.0,,,117-92,1,T. Robinson makes free throw 1 of 2
2:40.0,,,117-92,,T. Robinson misses free throw 2 of 2
2:39.0,Defensive rebound by D. Lee,,117-92,,
2:27.0,Turnover by D. Murray (bad pass; steal by T. Ennis),,117-92,,
2:11.0,,,117-92,,T. Ennis misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by D. Lee,,117-92,,
1:48.0,J. Simmons misses 2-pt shot from 2 ft,,117-92,,
1:47.0,,,117-92,,Defensive rebound by T. Robinson
1:44.0,,,117-92,,Turnover by T. Robinson (bad pass; steal by D. Murray)
1:33.0,Turnover by D. Murray (bad pass; steal by T. Robinson),,117-92,,
1:28.0,,,117-95,3,B. Ingram makes 3-pt shot from 23 ft (assist by T. Ennis)
1:03.0,K. Anderson makes 2-pt shot from 9 ft,2,119-95,,
0:46.0,,,119-95,,Turnover by D. Russell (bad pass; steal by D. Lee)
0:25.0,D. Murray misses 2-pt shot from 3 ft,,119-95,,
0:23.0,,,119-95,,Defensive rebound by I. Zubac
0:12.0,,,119-98,3,T. Ennis makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
