time,Orlando,pts.away,score,pts.home,Indiana
4:24.0,M. Hezonja enters the game for J. Meeks,,90-109,,
4:24.0,C. Wilcox enters the game for E. Payton,,90-109,,
4:24.0,A. Gordon enters the game for N. Vucevic,,90-109,,
4:24.0,A. Onuaku enters the game for J. Green,,90-109,,
4:04.0,C. Wilcox makes 2-pt shot from 11 ft,2,92-110,,
3:49.0,,,92-110,,Turnover by M. Turner (traveling)
3:38.0,A. Gordon misses 3-pt shot from 28 ft,,92-110,,
3:37.0,Offensive rebound by A. Onuaku,,92-110,,
3:33.0,C. Watson makes 3-pt shot from 26 ft (assist by A. Onuaku),3,95-110,,
3:18.0,Personal foul by C. Watson (drawn by M. Turner),,95-110,,
3:18.0,,,95-111,1,M. Turner makes free throw 1 of 2
3:18.0,,,95-111,,M. Turner misses free throw 2 of 2
3:18.0,Defensive rebound by A. Gordon,,95-111,,
3:18.0,,,95-111,,C. Miles enters the game for P. George
2:56.0,C. Watson misses 3-pt shot from 26 ft,,95-111,,
2:55.0,Offensive rebound by Team,,95-111,,
2:55.0,,,95-111,,Loose ball foul by M. Turner (drawn by A. Onuaku)
2:55.0,,,95-111,,Indiana full timeout
2:55.0,,,95-111,,L. Allen enters the game for T. Young
2:55.0,,,95-111,,J. Young enters the game for M. Turner
2:55.0,,,95-111,,K. Seraphin enters the game for J. Teague
2:48.0,A. Gordon makes 2-pt shot at rim (assist by C. Watson),2,97-111,,
2:27.0,,,97-113,2,C. Miles makes 2-pt shot from 20 ft (assist by L. Allen)
2:09.0,M. Hezonja makes 3-pt shot from 25 ft (assist by C. Wilcox),3,100-113,,
1:51.0,,,100-115,2,C. Miles makes 2-pt shot from 2 ft (assist by L. Allen)
1:46.0,C. Wilcox makes 2-pt shot from 20 ft (assist by A. Onuaku),2,102-115,,
1:25.0,,,102-115,,Turnover by G. Robinson (bad pass; steal by C. Watson)
1:20.0,C. Wilcox misses 2-pt shot from 3 ft,,102-115,,
1:20.0,,,102-115,,Defensive rebound by G. Robinson
1:08.0,,,102-115,,Turnover by K. Seraphin (3 sec)
1:08.0,,,102-115,,G. Niang enters the game for C. Miles
0:50.0,Shooting foul by G. Niang (drawn by M. Hezonja),,102-115,,
0:50.0,M. Hezonja makes free throw 1 of 2,1,103-115,,
0:50.0,M. Hezonja makes free throw 2 of 2,1,104-115,,
0:35.0,,,104-115,,G. Niang misses 2-pt shot from 1 ft (block by M. Hezonja)
0:34.0,,,104-115,,Offensive rebound by K. Seraphin
0:34.0,,,104-117,2,K. Seraphin makes 2-pt shot at rim
0:23.0,M. Hezonja misses 2-pt shot from 21 ft,,104-117,,
0:22.0,,,104-117,,Defensive rebound by K. Seraphin
0:00.0,End of 4th quarter,,,,End of 4th quarter
