time,Golden State,pts.away,score,pts.home,Cleveland
5:36.0,K. Durant misses 2-pt shot from 19 ft,,102-105,,
5:36.0,,,102-105,,Defensive rebound by K. Love
5:29.0,,,102-105,,Shooting foul by K. Thompson (drawn by K. Irving)
5:29.0,,,102-107,2,K. Irving makes 2-pt shot from 8 ft
5:29.0,,,102-108,1,K. Irving makes free throw 1 of 1
5:09.0,S. Curry misses 2-pt shot from 7 ft,,102-108,,
5:08.0,Offensive rebound by S. Curry,,102-108,,
5:07.0,S. Curry makes 2-pt shot from 7 ft,2,104-108,,
4:47.0,,,104-108,,K. Irving misses 2-pt shot from 15 ft
4:45.0,Defensive rebound by S. Curry,,104-108,,
4:40.0,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant),3,107-108,,
4:40.0,,,107-108,,Cleveland full timeout
4:28.0,Personal foul by S. Curry (drawn by L. James),,107-108,,
4:28.0,,,107-109,1,L. James makes free throw 1 of 2
4:28.0,,,107-110,1,L. James makes free throw 2 of 2
4:03.0,A. Iguodala misses 2-pt shot at rim,,107-110,,
4:01.0,,,107-110,,Defensive rebound by K. Love
3:45.0,,,107-110,,L. James misses 2-pt shot from 1 ft
3:43.0,Defensive rebound by K. Durant,,107-110,,
3:43.0,,,107-110,,Personal foul by K. Irving (drawn by K. Durant)
3:43.0,Golden State full timeout,,107-110,,
3:33.0,K. Thompson misses 3-pt shot from 26 ft,,107-110,,
3:32.0,,,107-110,,Defensive rebound by K. Korver
3:09.0,,,107-113,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
2:58.0,K. Durant misses 3-pt shot from 24 ft,,107-113,,
2:57.0,,,107-113,,Defensive rebound by L. James
2:33.0,,,107-113,,J. Smith misses 3-pt shot from 22 ft
2:32.0,,,107-113,,Offensive rebound by L. James
2:25.0,,,107-113,,K. Love misses 2-pt shot from 2 ft
2:25.0,Defensive rebound by D. Green,,107-113,,
2:19.0,S. Curry makes 2-pt shot at rim,2,109-113,,
1:52.0,,,109-113,,K. Irving misses 2-pt shot from 1 ft
1:50.0,,,109-113,,Offensive rebound by K. Irving
1:29.0,,,109-113,,L. James misses 2-pt shot from 12 ft
1:27.0,Defensive rebound by K. Durant,,109-113,,
1:24.0,,,109-113,,Personal foul by K. Korver (drawn by K. Durant)
1:24.0,Golden State full timeout,,109-113,,
1:24.0,,,109-113,,I. Shumpert enters the game for K. Love
1:24.0,,,109-113,,T. Thompson enters the game for K. Korver
1:15.0,K. Durant makes 2-pt shot from 13 ft,2,111-113,,
1:15.0,,,111-113,,Cleveland full timeout
1:15.0,,,111-113,,K. Love enters the game for T. Thompson
1:15.0,,,111-113,,K. Korver enters the game for I. Shumpert
0:53.0,,,111-113,,K. Korver misses 3-pt shot from 23 ft
0:52.0,Defensive rebound by K. Durant,,111-113,,
0:45.0,K. Durant makes 3-pt shot from 26 ft,3,114-113,,
0:27.0,,,114-113,,K. Irving misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by S. Curry,,114-113,,
0:13.0,,,114-113,,Personal foul by K. Korver (drawn by K. Durant)
0:13.0,K. Durant makes free throw 1 of 2,1,115-113,,
0:13.0,K. Durant makes free throw 2 of 2,1,116-113,,
0:13.0,,,116-113,,Cleveland full timeout
0:13.0,,,116-113,,T. Thompson enters the game for K. Korver
0:12.0,,,116-113,,L. James misses 3-pt shot from 23 ft (block by A. Iguodala)
0:11.0,,,116-113,,Offensive rebound by L. James
0:10.0,,,116-113,,Turnover by L. James (step out of bounds)
0:10.0,,,116-113,,Personal foul by K. Irving (drawn by S. Curry)
0:10.0,S. Curry makes free throw 1 of 2,1,117-113,,
0:10.0,S. Curry makes free throw 2 of 2,1,118-113,,
0:02.0,,,118-113,,K. Love misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by Team,,118-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
