time,Indiana,pts.away,score,pts.home,Detroit
3:03.0,J. Young enters the game for J. Teague,,101-82,,
3:03.0,K. Seraphin enters the game for A. Jefferson,,101-82,,
3:03.0,L. Allen enters the game for C. Miles,,101-82,,
2:52.0,Turnover by K. Seraphin (traveling),,101-82,,
2:39.0,,,101-82,,Shooting foul by K. Seraphin (drawn by B. Marjanovic)
2:39.0,,,101-82,,B. Marjanovic misses free throw 1 of 2
2:39.0,,,101-82,,Offensive rebound by Team
2:39.0,,,101-82,,B. Marjanovic misses free throw 2 of 2
2:37.0,Defensive rebound by K. Seraphin,,101-82,,
2:12.0,J. Young misses 3-pt shot from 26 ft,,101-82,,
2:11.0,,,101-82,,Defensive rebound by D. Hilliard
2:03.0,,,101-85,3,H. Ellenson makes 3-pt shot from 26 ft (assist by D. Hilliard)
1:51.0,Turnover by G. Niang (traveling),,101-85,,
1:42.0,,,101-88,3,H. Ellenson makes 3-pt shot from 26 ft (assist by I. Smith)
1:29.0,A. Brooks makes 2-pt shot from 1 ft,2,103-88,,
1:12.0,,,103-90,2,B. Marjanovic makes 2-pt shot from 10 ft (assist by M. Gbinije)
0:47.0,K. Seraphin misses 2-pt shot from 13 ft,,103-90,,
0:46.0,Offensive rebound by L. Allen,,103-90,,
0:33.0,K. Seraphin makes 2-pt shot at rim (assist by L. Allen),2,105-90,,
0:16.0,,,105-90,,B. Marjanovic misses 2-pt shot from 15 ft
0:16.0,Defensive rebound by G. Niang,,105-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
