time,LA Clippers,pts.away,score,pts.home,Golden State
8:31.0,J. Redick makes 2-pt shot from 4 ft,2,94-113,,
8:10.0,,,94-115,2,S. Livingston makes 2-pt shot from 12 ft (assist by K. Thompson)
7:57.0,D. Jordan misses 2-pt shot from 4 ft,,94-115,,
7:57.0,,,94-115,,Defensive rebound by D. Green
7:53.0,,,94-115,,Turnover by S. Livingston (bad pass)
7:31.0,Offensive foul by B. Griffin,,94-115,,
7:31.0,Turnover by B. Griffin (offensive foul),,94-115,,
7:19.0,,,94-117,2,K. Thompson makes 2-pt shot from 20 ft (assist by D. West)
6:55.0,Shooting foul by D. Green (drawn by J. Crawford),,94-117,,
6:55.0,J. Crawford makes free throw 1 of 2,1,95-117,,
6:55.0,J. Crawford makes free throw 2 of 2,1,96-117,,
6:55.0,,,95-117,,K. Durant enters the game for D. Green
6:39.0,,,96-117,,A. Iguodala misses 2-pt shot from 14 ft
6:38.0,Defensive rebound by D. Jordan,,96-117,,
6:31.0,A. Rivers misses 2-pt shot from 5 ft (block by D. West),,96-117,,
6:31.0,Offensive rebound by Team,,96-117,,
6:24.0,J. Redick misses 2-pt shot from 20 ft,,96-117,,
6:23.0,,,96-117,,Defensive rebound by K. Durant
6:15.0,,,96-117,,K. Thompson misses 3-pt shot from 29 ft
6:15.0,Defensive rebound by J. Redick,,96-117,,
6:08.0,Turnover by J. Redick (lost ball; steal by K. Durant),,96-117,,
6:02.0,,,96-117,,Golden State full timeout
6:02.0,R. Felton enters the game for J. Redick,,96-117,,
6:02.0,,,96-117,,Z. Pachulia enters the game for K. Thompson
6:02.0,,,96-117,,S. Curry enters the game for D. West
5:53.0,,,96-117,,K. Durant misses 2-pt shot from 12 ft
5:52.0,Defensive rebound by D. Jordan,,96-117,,
5:38.0,Shooting foul by Z. Pachulia (drawn by B. Griffin),,96-117,,
5:38.0,B. Griffin makes free throw 1 of 2,1,97-117,,
5:38.0,B. Griffin makes free throw 2 of 2,1,98-117,,
5:38.0,W. Johnson enters the game for A. Rivers,,97-117,,
5:38.0,M. Speights enters the game for D. Jordan,,97-117,,
5:29.0,,,98-117,,Turnover by S. Curry (bad pass)
5:29.0,B. Bass enters the game for B. Griffin,,98-117,,
5:13.0,R. Felton misses 2-pt shot from 14 ft,,98-117,,
5:11.0,,,98-117,,Defensive rebound by K. Durant
4:59.0,,,98-117,,Turnover by Z. Pachulia (bad pass; steal by J. Crawford)
4:56.0,,,98-117,,Personal foul by S. Curry (drawn by J. Crawford)
4:56.0,,,98-117,,I. Clark enters the game for A. Iguodala
4:38.0,M. Speights misses 2-pt shot from 10 ft (block by S. Livingston),,98-117,,
4:36.0,Offensive rebound by W. Johnson,,98-117,,
4:33.0,M. Speights misses 3-pt shot from 25 ft,,98-117,,
4:31.0,,,98-117,,Defensive rebound by I. Clark
4:19.0,,,98-119,2,Z. Pachulia makes 2-pt shot from 3 ft (assist by K. Durant)
3:54.0,B. Bass makes 2-pt shot from 1 ft (assist by J. Crawford),2,100-119,,
3:49.0,,,100-119,,Shooting foul by B. Bass (drawn by K. Durant)
3:49.0,,,100-120,1,K. Durant makes free throw 1 of 2
3:49.0,,,100-121,1,K. Durant makes free throw 2 of 2
3:49.0,,,100-120,,P. McCaw enters the game for S. Curry
3:31.0,J. Crawford misses 2-pt shot from 2 ft,,100-121,,
3:29.0,Offensive rebound by B. Bass,,100-121,,
3:29.0,B. Bass makes 2-pt shot from 1 ft,2,102-121,,
3:14.0,,,102-121,,S. Livingston misses 2-pt shot from 14 ft
3:14.0,Defensive rebound by W. Johnson,,102-121,,
2:56.0,W. Johnson misses 3-pt shot from 23 ft (block by K. Durant),,102-121,,
2:53.0,,,102-121,,Defensive rebound by I. Clark
2:52.0,,,102-121,,Golden State full timeout
2:52.0,B. Johnson enters the game for M. Speights,,102-121,,
2:52.0,,,102-121,,J. McAdoo enters the game for K. Durant
2:52.0,,,102-121,,B. Weber enters the game for Z. Pachulia
2:52.0,,,102-121,,J. McGee enters the game for S. Livingston
2:46.0,,,102-121,,I. Clark misses 2-pt shot from 2 ft
2:45.0,,,102-121,,Offensive rebound by J. McAdoo
2:44.0,,,102-121,,J. McAdoo misses 2-pt shot from 1 ft
2:43.0,Defensive rebound by B. Bass,,102-121,,
2:36.0,J. Crawford misses 2-pt shot from 10 ft,,102-121,,
2:36.0,,,102-121,,Defensive rebound by J. McGee
2:19.0,,,102-121,,P. McCaw misses 2-pt shot from 14 ft
2:19.0,Defensive rebound by W. Johnson,,102-121,,
2:03.0,B. Johnson misses 2-pt shot from 8 ft,,102-121,,
2:02.0,Offensive rebound by B. Johnson,,102-121,,
2:02.0,Turnover by B. Johnson (traveling),,102-121,,
1:45.0,,,102-123,2,I. Clark makes 2-pt shot from 2 ft
1:27.0,R. Felton misses 2-pt shot from 2 ft (block by J. McAdoo),,102-123,,
1:26.0,Offensive rebound by R. Felton,,102-123,,
1:26.0,R. Felton makes 2-pt shot from 2 ft,2,104-123,,
1:12.0,,,104-123,,Turnover by J. McGee (lost ball; steal by B. Bass)
1:11.0,,,104-123,,Shooting block foul by B. Weber (drawn by R. Felton)
1:11.0,R. Felton makes free throw 1 of 2,1,105-123,,
1:11.0,R. Felton makes free throw 2 of 2,1,106-123,,
1:04.0,,,106-123,,Turnover by B. Weber (lost ball; steal by R. Felton)
0:52.0,B. Bass makes 2-pt shot from 1 ft (assist by R. Felton),2,108-123,,
0:36.0,,,108-123,,J. McGee misses 3-pt shot from 27 ft
0:35.0,Defensive rebound by B. Johnson,,108-123,,
0:29.0,W. Johnson makes 2-pt shot at rim (assist by J. Crawford),2,110-123,,
0:09.0,,,110-123,,B. Weber misses 2-pt shot from 8 ft
0:07.0,Defensive rebound by R. Felton,,110-123,,
0:03.0,R. Felton makes 3-pt shot from 27 ft,3,113-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
