time,Washington,pts.away,score,pts.home,Boston
4:40.0,Defensive rebound by O. Porter,,103-104,,
4:30.0,Offensive foul by M. Gortat,,103-104,,
4:30.0,Turnover by M. Gortat (offensive foul),,103-104,,
4:30.0,Official timeout,,103-104,,
4:30.0,,,103-104,,J. Crowder enters the game for T. Rozier
4:16.0,,,103-104,,I. Thomas misses 2-pt shot from 3 ft (block by M. Gortat)
4:15.0,Defensive rebound by M. Gortat,,103-104,,
4:14.0,M. Morris misses 2-pt shot from 2 ft (block by M. Smart),,103-104,,
4:13.0,Offensive rebound by Team,,103-104,,
4:09.0,M. Morris makes 2-pt shot from 21 ft (assist by O. Porter),2,105-104,,
3:56.0,,,105-104,,Turnover by J. Crowder (bad pass; steal by J. Wall)
3:54.0,J. Wall misses 2-pt shot from 2 ft (block by J. Crowder),,105-104,,
3:53.0,Offensive rebound by Team,,105-104,,
3:49.0,B. Beal makes 2-pt shot from 16 ft (assist by O. Porter),2,107-104,,
3:22.0,,,107-104,,J. Crowder misses 2-pt shot from 2 ft (block by M. Morris)
3:21.0,Defensive rebound by M. Morris,,107-104,,
3:09.0,M. Morris makes 2-pt shot from 18 ft (assist by J. Wall),2,109-104,,
3:09.0,,,109-104,,Boston full timeout
3:09.0,,,109-104,,T. Rozier enters the game for M. Smart
2:47.0,,,109-104,,A. Bradley misses 2-pt shot from 12 ft
2:46.0,,,109-104,,Offensive rebound by A. Horford
2:44.0,,,109-104,,J. Crowder misses 3-pt shot from 26 ft
2:43.0,Defensive rebound by Team,,109-104,,
2:43.0,,,109-104,,Loose ball foul by A. Horford (drawn by M. Gortat)
2:43.0,M. Gortat makes free throw 1 of 2,1,110-104,,
2:43.0,M. Gortat misses free throw 2 of 2,,110-104,,
2:43.0,,,110-104,,Defensive rebound by A. Horford
2:26.0,,,110-107,3,I. Thomas makes 3-pt shot from 25 ft (assist by T. Rozier)
1:56.0,J. Wall misses 3-pt shot from 28 ft,,110-107,,
1:55.0,,,110-107,,Defensive rebound by T. Rozier
1:38.0,,,110-110,3,T. Rozier makes 3-pt shot from 24 ft (assist by I. Thomas)
1:38.0,Washington full timeout,,110-110,,
1:38.0,,,110-110,,M. Smart enters the game for T. Rozier
1:26.0,M. Morris misses 2-pt shot from 6 ft,,110-110,,
1:25.0,,,110-110,,Defensive rebound by I. Thomas
1:12.0,,,110-110,,I. Thomas misses 3-pt shot from 25 ft
1:11.0,,,110-110,,Offensive rebound by A. Bradley
1:11.0,,,110-110,,A. Bradley misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by O. Porter,,110-110,,
1:04.0,,,110-110,,Personal block foul by M. Smart (drawn by J. Wall)
1:04.0,J. Wall misses free throw 1 of 2,,110-110,,
1:04.0,Offensive rebound by Team,,110-110,,
1:04.0,J. Wall makes free throw 2 of 2,1,111-110,,
1:04.0,,,110-110,,T. Rozier enters the game for M. Smart
0:47.0,,,111-112,2,I. Thomas makes 2-pt shot from 19 ft
0:33.0,O. Porter makes 3-pt shot from 24 ft (assist by M. Gortat),3,114-112,,
0:33.0,,,114-112,,Boston full timeout
0:33.0,,,114-112,,K. Olynyk enters the game for T. Rozier
0:28.0,,,114-112,,I. Thomas misses 2-pt shot from 2 ft (block by J. Wall)
0:27.0,,,114-112,,Offensive rebound by Team
0:27.0,,,114-112,,Boston full timeout
0:24.0,Personal foul by M. Gortat (drawn by I. Thomas),,114-112,,
0:24.0,,,114-112,,T. Rozier enters the game for K. Olynyk
0:24.0,K. Oubre enters the game for M. Morris,,114-112,,
0:14.0,,,114-112,,Shooting foul by M. Gortat (drawn by I. Thomas)
0:14.0,,,114-113,1,I. Thomas makes free throw 1 of 2
0:14.0,,,114-114,1,I. Thomas makes free throw 2 of 2
0:14.0,Washington full timeout,,114-114,,
0:14.0,M. Morris enters the game for K. Oubre,,114-113,,
0:14.0,,,114-113,,M. Smart enters the game for T. Rozier
0:14.0,,,114-114,,J. Brown enters the game for I. Thomas
0:03.0,J. Wall misses 2-pt shot from 18 ft,,114-114,,
0:02.0,Offensive rebound by B. Beal,,114-114,,
0:01.0,B. Beal misses 2-pt shot from 15 ft,,114-114,,
0:00.0,Offensive rebound by Team,,114-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Gortat vs. A. Horford (M. Morris gains possession),,,,Jump ball: M. Gortat vs. A. Horford (M. Morris gains possession)
4:38.0,,,114-114,,Defensive rebound by A. Horford
4:21.0,,,114-114,,A. Bradley misses 3-pt shot from 23 ft
4:20.0,,,114-114,,Offensive rebound by M. Smart
4:19.0,Personal foul by M. Gortat (drawn by M. Smart),,114-114,,
4:19.0,K. Oubre enters the game for M. Gortat,,114-114,,
4:10.0,,,114-114,,A. Horford misses 2-pt shot from 8 ft
4:09.0,Defensive rebound by B. Beal,,114-114,,
3:55.0,K. Oubre makes 3-pt shot from 23 ft (assist by M. Morris),3,117-114,,
3:37.0,,,117-116,2,A. Horford makes 2-pt shot from 2 ft (assist by I. Thomas)
3:16.0,B. Beal misses 2-pt shot from 3 ft,,117-116,,
3:15.0,Offensive rebound by Team,,117-116,,
3:11.0,M. Morris misses 2-pt shot from 18 ft,,117-116,,
3:10.0,,,117-116,,Defensive rebound by A. Horford
2:56.0,,,117-116,,A. Horford misses 3-pt shot from 25 ft
2:55.0,,,117-116,,Offensive rebound by J. Crowder
2:54.0,Personal foul by J. Wall (drawn by J. Crowder),,117-116,,
2:48.0,,,117-118,2,I. Thomas makes 2-pt shot from 9 ft
2:25.0,Turnover by J. Wall (lost ball; steal by A. Bradley),,117-118,,
2:22.0,,,117-120,2,A. Bradley makes 2-pt shot at rim
2:22.0,Washington full timeout,,117-120,,
2:05.0,J. Wall misses 3-pt shot from 26 ft,,117-120,,
2:04.0,,,117-120,,Defensive rebound by M. Smart
1:42.0,,,117-122,2,I. Thomas makes 2-pt shot from 1 ft
1:30.0,B. Beal misses 3-pt shot from 27 ft,,117-122,,
1:29.0,Offensive rebound by K. Oubre,,117-122,,
1:28.0,K. Oubre makes 2-pt shot at rim,2,119-122,,
1:07.0,,,119-124,2,I. Thomas makes 2-pt shot from 12 ft
1:07.0,,,119-124,,Shooting foul by M. Morris (drawn by I. Thomas)
1:07.0,,,119-125,1,I. Thomas makes free throw 1 of 1
1:07.0,Washington full timeout,,119-125,,
1:07.0,B. Bogdanovic enters the game for M. Morris,,119-124,,
1:07.0,,,119-125,,J. Brown enters the game for I. Thomas
1:00.0,J. Wall misses 3-pt shot from 25 ft,,119-125,,
0:58.0,,,119-125,,Defensive rebound by Team
0:58.0,,,119-125,,I. Thomas enters the game for J. Brown
0:44.0,,,119-127,2,A. Horford makes 2-pt shot from 6 ft
0:33.0,Turnover by B. Beal (lost ball; steal by J. Crowder),,119-127,,
0:15.0,,,119-129,2,I. Thomas makes 2-pt shot from 11 ft (assist by J. Crowder)
0:08.0,J. Wall misses 3-pt shot from 25 ft,,119-129,,
0:07.0,,,119-129,,Defensive rebound by J. Crowder
0:00.0,End of 1st overtime,,,,End of 1st overtime
