time,Boston,pts.away,score,pts.home,Charlotte
3:26.0,,,95-84,2,K. Walker makes 2-pt shot from 17 ft
3:09.0,Shooting foul by M. Williams (drawn by I. Thomas),,95-84,,
3:09.0,I. Thomas misses free throw 1 of 2,,95-84,,
3:09.0,Offensive rebound by Team,,95-84,,
3:09.0,I. Thomas makes free throw 2 of 2,1,96-84,,
2:59.0,,,96-86,2,F. Kaminsky makes 2-pt shot at rim (assist by K. Walker)
2:34.0,I. Thomas misses 3-pt shot from 25 ft,,96-86,,
2:33.0,,,96-86,,Defensive rebound by M. Kidd-Gilchrist
2:16.0,,,96-88,2,K. Walker makes 2-pt shot from 1 ft (assist by F. Kaminsky)
2:16.0,Boston full timeout,,96-88,,
2:16.0,J. Crowder enters the game for T. Rozier,,96-88,,
2:16.0,A. Johnson enters the game for J. Jerebko,,96-88,,
1:53.0,I. Thomas misses 2-pt shot from 1 ft,,96-88,,
1:51.0,,,96-88,,Defensive rebound by M. Kidd-Gilchrist
1:45.0,,,96-90,2,K. Walker makes 2-pt shot from 1 ft
1:31.0,I. Thomas makes 2-pt shot at rim,2,98-90,,
1:08.0,,,98-90,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
1:07.0,Defensive rebound by A. Horford,,98-90,,
0:50.0,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas),3,101-90,,
0:50.0,,,101-90,,Charlotte full timeout
0:50.0,J. Jerebko enters the game for A. Johnson,,101-90,,
0:50.0,,,101-90,,M. Belinelli enters the game for M. Kidd-Gilchrist
0:44.0,,,101-90,,N. Batum misses 3-pt shot from 23 ft
0:42.0,,,101-90,,Offensive rebound by F. Kaminsky
0:42.0,,,101-92,2,F. Kaminsky makes 2-pt shot from 1 ft
0:36.0,,,101-92,,Personal take foul by M. Belinelli (drawn by I. Thomas)
0:34.0,,,101-92,,Personal take foul by F. Kaminsky (drawn by I. Thomas)
0:34.0,I. Thomas makes free throw 1 of 2,1,102-92,,
0:34.0,I. Thomas makes free throw 2 of 2,1,103-92,,
0:27.0,,,103-95,3,K. Walker makes 3-pt shot from 25 ft
0:23.0,,,103-95,,Personal take foul by K. Walker (drawn by A. Bradley)
0:23.0,A. Bradley misses free throw 1 of 2,,103-95,,
0:23.0,Offensive rebound by Team,,103-95,,
0:23.0,A. Bradley makes free throw 2 of 2,1,104-95,,
0:23.0,,,104-95,,Charlotte full timeout
0:23.0,T. Rozier enters the game for I. Thomas,,103-95,,
0:20.0,,,104-98,3,K. Walker makes 3-pt shot from 23 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
