time,Portland,pts.away,score,pts.home,Denver
8:34.0,C. McCollum makes 2-pt shot from 3 ft,2,87-93,,
8:20.0,,,87-93,,N. Jokic misses 2-pt shot from 17 ft
8:19.0,Defensive rebound by A. Aminu,,87-93,,
8:08.0,D. Lillard makes 2-pt shot from 17 ft (assist by M. Plumlee),2,89-93,,
7:55.0,Personal foul by M. Plumlee (drawn by N. Jokic),,89-93,,
7:55.0,Official timeout,,89-93,,
7:38.0,,,89-95,2,N. Jokic makes 2-pt shot from 15 ft (assist by J. Murray)
7:23.0,C. McCollum misses 3-pt shot from 24 ft,,89-95,,
7:22.0,,,89-95,,Defensive rebound by N. Jokic
7:12.0,,,89-95,,J. Nelson misses 3-pt shot from 25 ft
7:10.0,,,89-95,,Offensive rebound by K. Faried
7:08.0,,,89-95,,Turnover by K. Faried (bad pass; steal by C. McCollum)
7:00.0,,,89-95,,Personal foul by J. Nelson (drawn by D. Lillard)
7:00.0,,,89-95,,W. Barton enters the game for J. Murray
6:55.0,D. Lillard misses 2-pt shot from 13 ft,,89-95,,
6:54.0,,,89-95,,Defensive rebound by K. Faried
6:37.0,,,89-95,,W. Barton misses 2-pt shot from 13 ft
6:36.0,,,89-95,,Offensive rebound by Team
6:36.0,,,89-95,,E. Mudiay enters the game for J. Nelson
6:36.0,,,89-95,,D. Gallinari enters the game for W. Chandler
6:24.0,,,89-95,,E. Mudiay misses 2-pt shot from 14 ft (block by D. Lillard)
6:22.0,Defensive rebound by D. Lillard,,89-95,,
6:20.0,Turnover by D. Lillard (lost ball; steal by N. Jokic),,89-95,,
6:08.0,,,89-98,3,E. Mudiay makes 3-pt shot from 25 ft (assist by N. Jokic)
6:04.0,Shooting foul by E. Mudiay (drawn by M. Plumlee),,89-98,,
6:04.0,M. Plumlee misses free throw 1 of 2,,89-98,,
6:04.0,Offensive rebound by Team,,89-98,,
6:04.0,M. Plumlee makes free throw 2 of 2,1,90-98,,
5:46.0,,,90-98,,W. Barton misses 3-pt shot from 24 ft
5:45.0,,,90-98,,Offensive rebound by K. Faried
5:42.0,,,90-98,,K. Faried misses 2-pt shot from 3 ft
5:41.0,Defensive rebound by D. Lillard,,90-98,,
5:31.0,C. McCollum misses 3-pt shot at rim,,90-98,,
5:30.0,,,90-98,,Defensive rebound by W. Barton
5:17.0,,,90-98,,E. Mudiay misses 2-pt shot from 2 ft (block by A. Aminu)
5:13.0,,,90-98,,Offensive rebound by N. Jokic
5:13.0,,,90-100,2,N. Jokic makes 2-pt shot from 2 ft
5:09.0,Portland full timeout,,90-100,,
5:03.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,92-100,,
4:44.0,Personal foul by M. Harkless (drawn by D. Gallinari),,92-100,,
4:37.0,,,92-100,,E. Mudiay misses 2-pt shot from 2 ft
4:36.0,,,92-100,,Offensive rebound by N. Jokic
4:36.0,,,92-100,,N. Jokic misses 2-pt shot from 5 ft (block by A. Aminu)
4:33.0,Defensive rebound by D. Lillard,,92-100,,
4:27.0,Shooting foul by N. Jokic (drawn by A. Aminu),,92-100,,
4:27.0,A. Aminu misses free throw 1 of 2,,92-100,,
4:27.0,Offensive rebound by Team,,92-100,,
4:27.0,A. Aminu makes free throw 2 of 2,1,93-100,,
4:27.0,,,92-100,,W. Chandler enters the game for N. Jokic
4:10.0,,,93-100,,W. Chandler misses 2-pt shot from 5 ft (block by C. McCollum)
4:08.0,Defensive rebound by M. Harkless,,93-100,,
3:59.0,A. Aminu misses 3-pt shot from 25 ft,,93-100,,
3:59.0,,,93-100,,Defensive rebound by W. Barton
3:47.0,,,93-100,,W. Barton misses 2-pt shot from 17 ft
3:47.0,Defensive rebound by A. Aminu,,93-100,,
3:36.0,D. Lillard misses 3-pt shot from 25 ft,,93-100,,
3:34.0,,,93-100,,Defensive rebound by W. Chandler
3:12.0,,,93-102,2,D. Gallinari makes 2-pt shot from 20 ft (assist by E. Mudiay)
3:00.0,Offensive charge foul by M. Plumlee,,93-102,,
3:00.0,Turnover by M. Plumlee (offensive foul),,93-102,,
3:00.0,,,93-102,,Denver full timeout
2:39.0,,,93-102,,D. Gallinari misses 3-pt shot from 27 ft
2:38.0,Defensive rebound by A. Aminu,,93-102,,
2:29.0,C. McCollum makes 2-pt shot from 18 ft,2,95-102,,
2:06.0,,,95-102,,Shooting foul by C. McCollum (drawn by W. Barton)
2:06.0,,,95-103,1,W. Barton makes free throw 1 of 2
2:06.0,,,95-104,1,W. Barton makes free throw 2 of 2
2:06.0,A. Crabbe enters the game for M. Plumlee,,95-103,,
1:57.0,D. Lillard misses 2-pt shot from 1 ft,,95-104,,
1:56.0,,,95-104,,Defensive rebound by E. Mudiay
1:33.0,,,95-104,,W. Chandler misses 3-pt shot from 23 ft
1:30.0,Defensive rebound by C. McCollum,,95-104,,
1:26.0,Shooting foul by K. Faried (drawn by M. Harkless),,95-104,,
1:26.0,M. Harkless makes free throw 1 of 2,1,96-104,,
1:26.0,M. Harkless misses free throw 2 of 2,,96-104,,
1:25.0,,,96-104,,Defensive rebound by K. Faried
1:14.0,,,96-104,,E. Mudiay misses 2-pt shot at rim
1:12.0,,,96-104,,Offensive rebound by W. Barton
1:00.0,,,96-104,,D. Gallinari misses 2-pt shot from 12 ft
0:59.0,Defensive rebound by A. Aminu,,96-104,,
0:53.0,Turnover by A. Aminu (lost ball; steal by K. Faried),,96-104,,
0:49.0,,,96-104,,Turnover by K. Faried (bad pass; steal by A. Crabbe)
0:47.0,D. Lillard makes 3-pt shot from 28 ft (assist by A. Crabbe),3,99-104,,
0:47.0,,,99-104,,Denver full timeout
0:24.0,,,99-104,,D. Gallinari misses 2-pt shot from 21 ft
0:22.0,Defensive rebound by C. McCollum,,99-104,,
0:15.0,C. McCollum makes 2-pt shot from 3 ft (assist by A. Crabbe),2,101-104,,
0:15.0,Shooting foul by E. Mudiay (drawn by C. McCollum),,101-104,,
0:15.0,C. McCollum makes free throw 1 of 1,1,102-104,,
0:15.0,,,102-104,,Denver full timeout
0:15.0,,,101-104,,N. Jokic enters the game for W. Barton
0:15.0,S. Napier enters the game for M. Harkless,,102-104,,
0:15.0,,,102-104,,W. Barton enters the game for W. Chandler
0:15.0,,,102-104,,J. Nelson enters the game for K. Faried
0:14.0,Personal take foul by C. McCollum (drawn by W. Barton),,102-104,,
0:12.0,,,102-104,,Turnover by E. Mudiay (bad pass)
0:12.0,Portland full timeout,,102-104,,
0:12.0,,,102-104,,W. Chandler enters the game for N. Jokic
0:12.0,,,102-104,,K. Faried enters the game for J. Nelson
0:12.0,M. Harkless enters the game for S. Napier,,102-104,,
0:07.0,Turnover by D. Lillard (lost ball; steal by E. Mudiay),,102-104,,
0:04.0,Personal take foul by A. Crabbe (drawn by W. Chandler),,102-104,,
0:04.0,,,102-104,,W. Chandler misses free throw 1 of 2
0:04.0,,,102-104,,Offensive rebound by Team
0:04.0,,,102-104,,W. Chandler misses free throw 2 of 2
0:04.0,E. Davis enters the game for A. Aminu,,102-104,,
0:04.0,M. Plumlee enters the game for A. Crabbe,,102-104,,
0:03.0,Defensive rebound by C. McCollum,,102-104,,
0:03.0,Portland full timeout,,102-104,,
0:03.0,A. Crabbe enters the game for M. Harkless,,102-104,,
0:03.0,M. Leonard enters the game for E. Davis,,102-104,,
0:02.0,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee),2,104-104,,
0:02.0,,,104-104,,Denver full timeout
0:02.0,A. Aminu enters the game for M. Plumlee,,104-104,,
0:02.0,M. Harkless enters the game for M. Leonard,,104-104,,
0:02.0,,,104-104,,N. Jokic enters the game for K. Faried
0:01.0,,,104-104,,N. Jokic misses 3-pt shot from 25 ft
0:00.0,,,104-104,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:42.0,D. Lillard misses 2-pt shot from 17 ft,,104-104,,
4:41.0,,,104-104,,Defensive rebound by E. Mudiay
4:26.0,,,104-106,2,N. Jokic makes 2-pt shot from 15 ft (assist by E. Mudiay)
4:09.0,C. McCollum makes 3-pt shot from 26 ft,3,107-106,,
3:51.0,,,107-109,3,N. Jokic makes 3-pt shot from 25 ft (assist by E. Mudiay)
3:25.0,C. McCollum makes 2-pt shot from 13 ft,2,109-109,,
3:08.0,,,109-109,,D. Gallinari misses 3-pt shot from 27 ft
3:07.0,,,109-109,,Offensive rebound by Team
2:58.0,,,109-109,,Shooting foul by M. Harkless (drawn by E. Mudiay)
2:58.0,,,109-110,1,E. Mudiay makes free throw 1 of 2
2:58.0,,,109-111,1,E. Mudiay makes free throw 2 of 2
2:58.0,A. Crabbe enters the game for M. Harkless,,109-109,,
2:36.0,C. McCollum misses 2-pt shot from 17 ft,,109-111,,
2:35.0,,,109-111,,Defensive rebound by N. Jokic
2:19.0,,,109-111,,W. Barton misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by A. Aminu,,109-111,,
2:02.0,C. McCollum misses 2-pt shot at rim,,109-111,,
2:01.0,,,109-111,,Defensive rebound by N. Jokic
1:46.0,,,109-111,,N. Jokic misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by A. Aminu,,109-111,,
1:34.0,A. Aminu misses 3-pt shot from 26 ft,,109-111,,
1:31.0,,,109-111,,Defensive rebound by N. Jokic
1:30.0,,,109-111,,Denver full timeout
1:16.0,,,109-113,2,D. Gallinari makes 2-pt shot from 2 ft
1:02.0,Shooting foul by K. Faried (drawn by M. Plumlee),,109-113,,
1:02.0,M. Plumlee makes free throw 1 of 2,1,110-113,,
1:02.0,M. Plumlee makes free throw 2 of 2,1,111-113,,
0:45.0,,,111-113,,N. Jokic misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by C. McCollum,,111-113,,
0:35.0,C. McCollum makes 2-pt shot from 3 ft,2,113-113,,
0:35.0,,,113-113,,Denver full timeout
0:18.0,,,113-113,,D. Gallinari misses 2-pt shot from 2 ft (block by A. Aminu)
0:16.0,Defensive rebound by C. McCollum,,113-113,,
0:00.0,D. Lillard makes 2-pt shot from 7 ft,2,115-113,,
0:00.0,,,115-113,,Denver full timeout
0:00.0,,,115-113,,D. Gallinari misses 3-pt shot from 29 ft
0:00.0,,,115-113,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
