time,Minnesota,pts.away,score,pts.home,Houston
3:24.0,,,107-120,,Turnover by J. Harden (bad pass; steal by S. Muhammad)
3:18.0,T. Jones misses 2-pt shot from 2 ft,,107-120,,
3:17.0,,,107-120,,Defensive rebound by J. Harden
3:08.0,,,107-120,,Turnover by L. Williams (bad pass; steal by S. Muhammad)
3:04.0,S. Muhammad makes 2-pt shot at rim,2,109-120,,
2:48.0,,,109-120,,J. Harden misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by T. Jones,,109-120,,
2:44.0,Shooting foul by R. Anderson (drawn by T. Jones),,109-120,,
2:44.0,T. Jones makes free throw 1 of 2,1,110-120,,
2:44.0,T. Jones makes free throw 2 of 2,1,111-120,,
2:44.0,,,110-120,,P. Beverley enters the game for J. Harden
2:44.0,,,110-120,,T. Williams enters the game for R. Anderson
2:22.0,,,111-120,,P. Beverley misses 3-pt shot from 24 ft
2:20.0,,,111-120,,Offensive rebound by C. Capela
2:14.0,,,111-122,2,T. Williams makes 2-pt shot from 1 ft (assist by L. Williams)
1:56.0,K. Dunn misses 2-pt shot from 10 ft,,111-122,,
1:56.0,Offensive rebound by Team,,111-122,,
1:53.0,C. Aldrich misses 2-pt shot from 2 ft (block by T. Ariza),,111-122,,
1:52.0,,,111-122,,Defensive rebound by P. Beverley
1:44.0,,,111-122,,L. Williams misses 3-pt shot from 25 ft
1:44.0,,,111-122,,Offensive rebound by P. Beverley
1:40.0,,,111-122,,L. Williams misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by C. Aldrich,,111-122,,
1:28.0,,,111-122,,Violation by C. Capela (def goaltending)
1:28.0,S. Muhammad makes 2-pt shot from 9 ft,2,113-122,,
1:21.0,,,113-122,,Shooting foul by T. Jones (drawn by P. Beverley)
1:21.0,,,113-122,,P. Beverley misses free throw 1 of 2
1:21.0,,,113-122,,Offensive rebound by Team
1:21.0,,,113-123,1,P. Beverley makes free throw 2 of 2
1:21.0,,,113-122,,K. Wiltjer enters the game for C. Capela
1:06.0,T. Jones misses 3-pt shot from 25 ft,,113-123,,
1:06.0,,,113-123,,Defensive rebound by Team
1:06.0,,,113-123,,B. Brown enters the game for T. Ariza
1:06.0,,,113-123,,I. Taylor enters the game for P. Beverley
0:55.0,,,113-123,,Turnover by L. Williams (bad pass; steal by T. Jones)
0:50.0,K. Dunn makes 2-pt shot from 2 ft,2,115-123,,
0:29.0,,,115-123,,T. Williams misses 2-pt shot from 22 ft
0:28.0,Defensive rebound by A. Payne,,115-123,,
0:22.0,,,115-123,,Violation by K. Wiltjer (kicked ball)
0:17.0,S. Muhammad makes 2-pt shot from 7 ft (assist by A. Payne),2,117-123,,
0:17.0,Shooting foul by I. Taylor (drawn by S. Muhammad),,117-123,,
0:17.0,S. Muhammad makes free throw 1 of 1,1,118-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
