time,Toronto,pts.away,score,pts.home,Philadelphia
5:50.0,,,74-81,3,D. Saric makes 3-pt shot from 28 ft (assist by T. McConnell)
5:33.0,D. DeRozan makes 2-pt shot from 3 ft,2,76-81,,
5:18.0,,,76-81,,Turnover by D. Saric (bad pass)
5:18.0,Official timeout,,76-81,,
5:03.0,D. DeRozan makes 2-pt shot from 5 ft (assist by C. Joseph),2,78-81,,
4:45.0,,,78-81,,T. McConnell misses 2-pt shot from 15 ft
4:40.0,,,78-81,,Offensive rebound by N. Noel
4:40.0,,,78-81,,N. Noel misses 2-pt shot from 2 ft (block by K. Lowry)
4:28.0,Defensive rebound by Team,,78-81,,
4:28.0,Jump ball: N. Noel vs. J. Valanciunas,,,,Jump ball: N. Noel vs. J. Valanciunas
4:24.0,D. DeRozan misses 2-pt shot from 9 ft,,78-81,,
4:23.0,,,78-81,,Defensive rebound by T. McConnell
4:21.0,,,78-83,2,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft
4:13.0,Turnover by K. Lowry (lost ball; steal by T. McConnell),,78-83,,
4:06.0,,,78-83,,Turnover by T. McConnell (lost ball; steal by K. Lowry)
3:55.0,T. Ross misses 3-pt shot from 25 ft,,78-83,,
3:54.0,,,78-83,,Defensive rebound by N. Noel
3:45.0,,,78-83,,N. Noel misses 2-pt shot from 13 ft
3:43.0,Defensive rebound by J. Valanciunas,,78-83,,
3:39.0,T. Ross makes 2-pt shot at rim (assist by K. Lowry),2,80-83,,
3:36.0,,,80-83,,E. Ilyasova enters the game for N. Noel
3:36.0,,,80-83,,G. Henderson enters the game for D. Saric
3:36.0,,,80-83,,J. Embiid enters the game for T. Luwawu-Cabarrot
3:36.0,,,80-83,,Philadelphia full timeout
3:25.0,,,80-83,,R. Covington misses 2-pt shot from 4 ft
3:23.0,Defensive rebound by J. Valanciunas,,80-83,,
3:01.0,D. DeRozan makes 2-pt shot from 18 ft,2,82-83,,
2:45.0,,,82-85,2,J. Embiid makes 2-pt shot from 2 ft (assist by T. McConnell)
2:27.0,D. DeRozan makes 2-pt shot from 9 ft,2,84-85,,
2:06.0,,,84-85,,Offensive charge foul by J. Embiid
2:06.0,,,84-85,,Turnover by J. Embiid (offensive foul)
1:53.0,D. DeRozan makes 2-pt shot from 18 ft,2,86-85,,
1:42.0,,,86-85,,Shooting foul by J. Valanciunas (drawn by J. Embiid)
1:42.0,,,86-86,1,J. Embiid makes free throw 1 of 2
1:42.0,,,86-86,,J. Embiid misses free throw 2 of 2
1:37.0,Defensive rebound by D. DeRozan,,86-86,,
1:21.0,D. DeRozan misses 2-pt shot from 12 ft,,86-86,,
1:19.0,,,86-86,,Defensive rebound by J. Embiid
1:10.0,,,86-88,2,T. McConnell makes 2-pt shot from 2 ft (assist by R. Covington)
1:09.0,Toronto full timeout,,86-88,,
0:48.0,C. Joseph misses 3-pt shot from 24 ft,,86-88,,
0:46.0,,,86-88,,Defensive rebound by R. Covington
0:35.0,Personal foul by K. Lowry (drawn by T. McConnell),,86-88,,
0:35.0,,,86-89,1,T. McConnell makes free throw 1 of 2
0:35.0,,,86-90,1,T. McConnell makes free throw 2 of 2
0:35.0,Toronto full timeout,,86-90,,
0:30.0,K. Lowry misses 3-pt shot from 28 ft (block by R. Covington),,86-90,,
0:27.0,Offensive rebound by K. Lowry,,86-90,,
0:23.0,K. Lowry misses 2-pt shot from 5 ft (block by J. Embiid),,86-90,,
0:21.0,,,86-90,,Defensive rebound by J. Embiid
0:21.0,Personal foul by K. Lowry (drawn by J. Embiid),,86-90,,
0:21.0,,,86-91,1,J. Embiid makes free throw 1 of 2
0:21.0,,,86-92,1,J. Embiid makes free throw 2 of 2
0:21.0,N. Powell enters the game for K. Lowry,,86-90,,
0:12.0,T. Ross misses 3-pt shot from 27 ft,,86-92,,
0:10.0,Offensive rebound by J. Valanciunas,,86-92,,
0:05.0,N. Powell makes 3-pt shot from 27 ft (assist by J. Valanciunas),3,89-92,,
0:04.0,,,89-92,,Shooting foul by C. Joseph (drawn by J. Embiid)
0:04.0,,,89-93,1,J. Embiid makes free throw 1 of 2
0:04.0,,,89-94,1,J. Embiid makes free throw 2 of 2
0:04.0,Toronto full timeout,,89-94,,
0:04.0,F. VanVleet enters the game for J. Valanciunas,,89-93,,
0:00.0,F. VanVleet misses 2-pt shot from 4 ft,,89-94,,
0:00.0,Offensive rebound by Team,,89-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
