time,LA Clippers,pts.away,score,pts.home,Memphis
3:15.0,,,107-87,,B. Wright enters the game for M. Gasol
3:15.0,,,107-87,,A. Harrison enters the game for M. Conley
3:15.0,,,107-87,,T. Douglas enters the game for V. Carter
3:07.0,,,107-90,3,T. Daniels makes 3-pt shot from 25 ft (assist by B. Wright)
2:57.0,,,107-90,,Personal foul by T. Douglas (drawn by A. Rivers)
2:57.0,LA Clippers full timeout,,107-90,,
2:57.0,A. Rivers misses free throw 1 of 2,,107-90,,
2:57.0,Offensive rebound by Team,,107-90,,
2:57.0,A. Rivers makes free throw 2 of 2,1,108-90,,
2:40.0,,,108-90,,J. Green misses 2-pt shot from 10 ft
2:39.0,Defensive rebound by R. Felton,,108-90,,
2:26.0,W. Johnson misses 3-pt shot from 24 ft,,108-90,,
2:25.0,,,108-90,,Defensive rebound by T. Douglas
2:14.0,,,108-93,3,A. Harrison makes 3-pt shot from 24 ft (assist by T. Douglas)
1:55.0,Turnover by A. Rivers (bad pass),,108-93,,
1:39.0,,,108-95,2,B. Wright makes 2-pt shot from 13 ft (assist by A. Harrison)
1:26.0,W. Johnson makes 2-pt shot from 19 ft (assist by R. Felton),2,110-95,,
1:17.0,,,110-95,,T. Douglas misses 2-pt shot from 16 ft
1:14.0,Defensive rebound by A. Rivers,,110-95,,
0:57.0,B. Bass makes 2-pt shot from 12 ft,2,112-95,,
0:49.0,,,112-95,,B. Wright misses 2-pt shot from 10 ft
0:48.0,Defensive rebound by B. Bass,,112-95,,
0:31.0,B. Bass makes 2-pt shot from 1 ft (assist by R. Felton),2,114-95,,
0:20.0,,,114-98,3,T. Daniels makes 3-pt shot from 25 ft (assist by A. Harrison)
0:00.0,End of 4th quarter,,,,End of 4th quarter
