time,Chicago,pts.away,score,pts.home,Orlando
0:10.0,,,91-96,,Defensive rebound by E. Fournier
0:09.0,Personal take foul by J. Grant (drawn by E. Fournier),,91-96,,
0:09.0,,,91-97,1,E. Fournier makes free throw 1 of 2
0:09.0,,,91-98,1,E. Fournier makes free throw 2 of 2
0:09.0,Chicago full timeout,,91-98,,
0:07.0,J. Butler misses 3-pt shot from 25 ft,,91-98,,
0:05.0,Offensive rebound by R. Lopez,,91-98,,
0:05.0,R. Lopez misses 2-pt shot from 2 ft,,91-98,,
0:03.0,,,91-98,,Defensive rebound by E. Payton
0:00.0,End of 4th quarter,,,,End of 4th quarter
