time,Detroit,pts.away,score,pts.home,Brooklyn
3:14.0,,,85-89,,Defensive rebound by S. Dinwiddie
3:00.0,,,85-89,,S. Dinwiddie misses 2-pt shot from 15 ft
2:59.0,Defensive rebound by I. Smith,,85-89,,
2:50.0,I. Smith makes 2-pt shot from 6 ft,2,87-89,,
2:49.0,,,87-89,,Brooklyn full timeout
2:37.0,,,87-91,2,B. Lopez makes 2-pt shot from 2 ft (assist by R. Hollis-Jefferson)
2:37.0,,,87-91,,Shooting foul by A. Baynes (drawn by B. Lopez)
2:37.0,,,87-91,,B. Lopez misses free throw 1 of 1
2:36.0,Defensive rebound by K. Caldwell-Pope,,87-91,,
2:19.0,M. Morris misses 2-pt shot from 21 ft,,87-91,,
2:17.0,,,87-91,,Defensive rebound by Team
1:55.0,,,87-94,3,C. LeVert makes 3-pt shot from 23 ft (assist by B. Lopez)
1:46.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by I. Smith),3,90-94,,
1:29.0,,,90-94,,B. Lopez misses 2-pt shot from 7 ft
1:28.0,Defensive rebound by A. Baynes,,90-94,,
1:20.0,M. Morris makes 2-pt shot from 15 ft,2,92-94,,
1:06.0,,,92-94,,B. Lopez misses 2-pt shot from 5 ft
1:05.0,Defensive rebound by I. Smith,,92-94,,
0:59.0,M. Morris makes 2-pt shot from 13 ft,2,94-94,,
0:59.0,,,94-94,,Brooklyn full timeout
0:59.0,,,94-94,,Q. Acy enters the game for R. Hollis-Jefferson
0:50.0,,,94-94,,Shooting foul by M. Morris (drawn by C. LeVert)
0:50.0,,,94-95,1,C. LeVert makes free throw 1 of 2
0:50.0,,,94-96,1,C. LeVert makes free throw 2 of 2
0:50.0,Detroit full timeout,,94-96,,
0:50.0,,,94-95,,R. Hollis-Jefferson enters the game for Q. Acy
0:36.0,K. Caldwell-Pope misses 3-pt shot from 27 ft,,94-96,,
0:35.0,,,94-96,,Defensive rebound by Team
0:16.0,,,94-96,,I. Whitehead misses 2-pt shot from 7 ft (block by I. Smith)
0:13.0,Defensive rebound by A. Baynes,,94-96,,
0:05.0,M. Morris misses 2-pt shot from 16 ft,,94-96,,
0:04.0,Offensive rebound by T. Harris,,94-96,,
0:02.0,T. Harris makes 2-pt shot from 8 ft,2,96-96,,
0:02.0,,,96-96,,Brooklyn full timeout
0:02.0,,,96-96,,R. Foye enters the game for S. Dinwiddie
0:02.0,,,96-96,,Q. Acy enters the game for R. Hollis-Jefferson
0:00.0,,,96-98,2,B. Lopez makes 2-pt shot from 16 ft (assist by R. Foye)
0:00.0,End of 4th quarter,,,,End of 4th quarter
