time,Cleveland,pts.away,score,pts.home,Boston
2:19.0,,,127-80,,T. Rozier misses 3-pt shot from 26 ft
2:18.0,,,127-80,,Offensive rebound by J. Jerebko
2:18.0,,,127-82,2,J. Jerebko makes 2-pt shot at rim
1:57.0,R. Jefferson makes 3-pt shot from 25 ft,3,130-82,,
1:40.0,,,130-84,2,T. Zeller makes 2-pt shot from 2 ft (assist by T. Rozier)
1:21.0,J. Jones misses 3-pt shot from 25 ft,,130-84,,
1:20.0,,,130-84,,Defensive rebound by J. Mickey
1:16.0,Personal foul by J. Jones (drawn by J. Brown),,130-84,,
1:16.0,,,130-84,,Boston full timeout
1:08.0,,,130-86,2,J. Mickey makes 2-pt shot from 2 ft
0:53.0,J. Jones misses 2-pt shot from 5 ft,,130-86,,
0:52.0,,,130-86,,Defensive rebound by J. Jerebko
0:46.0,,,130-86,,Turnover by T. Zeller (lost ball)
0:29.0,D. Jones misses 2-pt shot from 4 ft,,130-86,,
0:29.0,,,130-86,,Defensive rebound by J. Mickey
0:21.0,,,130-86,,J. Brown misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by J. Jones,,130-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
