time,Milwaukee,pts.away,score,pts.home,Toronto
1:55.0,Turnover by J. Henson (bad pass),,90-113,,
1:55.0,,,90-113,,L. Nogueira enters the game for S. Ibaka
1:55.0,,,90-113,,J. Poeltl enters the game for P. Tucker
1:36.0,,,90-113,,Turnover by D. Wright (traveling)
1:29.0,,,90-113,,Violation by L. Nogueira (kicked ball)
1:22.0,R. Vaughn misses 2-pt shot from 19 ft,,90-113,,
1:21.0,,,90-113,,Defensive rebound by L. Nogueira
1:05.0,,,90-116,3,F. VanVleet makes 3-pt shot from 23 ft (assist by N. Powell)
0:47.0,J. Henson misses 2-pt shot from 3 ft,,90-116,,
0:47.0,,,90-116,,Defensive rebound by L. Nogueira
0:36.0,,,90-118,2,N. Powell makes 2-pt shot at rim (assist by F. VanVleet)
0:26.0,J. Henson makes 2-pt shot from 4 ft (assist by M. Brogdon),2,92-118,,
0:26.0,Shooting foul by L. Nogueira (drawn by J. Henson),,92-118,,
0:26.0,J. Henson makes free throw 1 of 1,1,93-118,,
0:02.0,,,93-118,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
