time,San Antonio,pts.away,score,pts.home,New Orleans
2:09.0,P. Mills makes free throw 2 of 2,1,85-87,,
1:57.0,,,85-87,,E. Moore misses 2-pt shot from 13 ft
1:56.0,,,85-87,,Offensive rebound by D. Cousins
1:56.0,,,85-87,,D. Cousins misses 2-pt shot from 1 ft
1:55.0,Defensive rebound by M. Ginobili,,85-87,,
1:48.0,M. Ginobili misses 3-pt shot from 25 ft,,85-87,,
1:47.0,,,85-87,,Defensive rebound by J. Holiday
1:32.0,,,85-87,,A. Davis misses 2-pt shot from 15 ft
1:30.0,Defensive rebound by K. Leonard,,85-87,,
1:22.0,K. Leonard misses 3-pt shot from 26 ft,,85-87,,
1:21.0,,,85-87,,Defensive rebound by A. Davis
1:00.0,,,85-89,2,J. Holiday makes 2-pt shot from 4 ft
1:00.0,San Antonio full timeout,,85-89,,
1:00.0,,,85-89,,D. Cunningham enters the game for D. Cousins
0:51.0,Shooting foul by S. Hill (drawn by K. Leonard),,85-89,,
0:51.0,K. Leonard makes free throw 1 of 2,1,86-89,,
0:51.0,K. Leonard misses free throw 2 of 2,,86-89,,
0:51.0,,,86-89,,Defensive rebound by D. Cousins
0:51.0,,,86-89,,D. Cousins enters the game for D. Cunningham
0:41.0,,,86-89,,Turnover by J. Holiday (lost ball; steal by K. Leonard)
0:38.0,K. Leonard makes 2-pt shot at rim,2,88-89,,
0:31.0,,,88-89,,New Orleans full timeout
0:31.0,D. Green enters the game for M. Ginobili,,88-89,,
0:21.0,,,88-89,,J. Holiday misses 2-pt shot from 16 ft
0:20.0,Defensive rebound by D. Green,,88-89,,
0:07.0,Shooting foul by D. Cousins (drawn by P. Gasol),,88-89,,
0:07.0,P. Gasol makes free throw 1 of 2,1,89-89,,
0:07.0,P. Gasol misses free throw 2 of 2,,89-89,,
0:05.0,,,89-89,,Defensive rebound by A. Davis
0:05.0,,,89-89,,New Orleans full timeout
0:00.0,,,89-89,,J. Holiday misses 2-pt shot from 17 ft
0:00.0,,,89-89,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:40.0,K. Leonard misses 2-pt shot from 2 ft,,89-89,,
4:39.0,,,89-89,,Defensive rebound by D. Cousins
4:32.0,,,89-89,,Turnover by J. Holiday (bad pass; steal by P. Mills)
4:24.0,P. Mills misses 3-pt shot from 26 ft,,89-89,,
4:22.0,Offensive rebound by L. Aldridge,,89-89,,
4:17.0,L. Aldridge misses 2-pt shot from 22 ft,,89-89,,
4:16.0,,,89-89,,Defensive rebound by J. Holiday
3:58.0,,,89-92,3,J. Holiday makes 3-pt shot from 26 ft (assist by A. Davis)
3:40.0,Turnover by P. Mills (bad pass; steal by J. Holiday),,89-92,,
3:34.0,,,89-94,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
3:18.0,P. Gasol makes 3-pt shot from 25 ft (assist by K. Leonard),3,92-94,,
3:01.0,,,92-94,,A. Davis misses 2-pt shot from 7 ft
2:55.0,Defensive rebound by P. Gasol,,92-94,,
2:52.0,K. Leonard misses 2-pt shot from 2 ft,,92-94,,
2:49.0,Offensive rebound by K. Leonard,,92-94,,
2:46.0,K. Leonard misses 2-pt shot from 3 ft,,92-94,,
2:45.0,Offensive rebound by L. Aldridge,,92-94,,
2:37.0,L. Aldridge makes 2-pt shot at rim (assist by D. Green),2,94-94,,
2:22.0,,,94-94,,Turnover by D. Cousins (bad pass; steal by K. Leonard)
2:17.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Leonard),3,97-94,,
2:17.0,,,97-94,,New Orleans full timeout
2:05.0,,,97-94,,Shooting foul by P. Gasol (drawn by A. Davis)
2:05.0,,,97-95,1,A. Davis makes free throw 1 of 2
2:05.0,,,97-96,1,A. Davis makes free throw 2 of 2
1:46.0,P. Gasol misses 3-pt shot from 24 ft,,97-96,,
1:44.0,,,97-96,,Defensive rebound by A. Davis
1:44.0,Personal foul by P. Gasol (drawn by J. Holiday),,97-96,,
1:32.0,,,97-96,,A. Davis misses 2-pt shot from 18 ft
1:31.0,Defensive rebound by L. Aldridge,,97-96,,
1:14.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Leonard),3,100-96,,
1:14.0,,,100-96,,New Orleans full timeout
0:59.0,,,100-98,2,J. Holiday makes 2-pt shot from 3 ft
0:46.0,D. Green misses 2-pt shot from 17 ft,,100-98,,
0:45.0,,,100-98,,Defensive rebound by Team
0:38.0,,,100-98,,Offensive foul by A. Davis
0:38.0,,,100-98,,Turnover by A. Davis (offensive foul)
0:26.0,San Antonio full timeout,,100-98,,
0:26.0,M. Ginobili enters the game for D. Green,,100-98,,
0:17.0,K. Leonard misses 2-pt shot from 12 ft,,100-98,,
0:16.0,Offensive rebound by L. Aldridge,,100-98,,
0:16.0,Shooting foul by A. Davis (drawn by L. Aldridge),,100-98,,
0:16.0,L. Aldridge misses free throw 1 of 2,,100-98,,
0:16.0,Offensive rebound by Team,,100-98,,
0:16.0,L. Aldridge makes free throw 2 of 2,1,101-98,,
0:16.0,,,101-98,,New Orleans full timeout
0:16.0,D. Green enters the game for P. Gasol,,100-98,,
0:16.0,J. Simmons enters the game for M. Ginobili,,100-98,,
0:10.0,,,101-98,,J. Holiday misses 2-pt shot from 11 ft
0:09.0,Defensive rebound by L. Aldridge,,101-98,,
0:09.0,,,101-98,,Personal foul by E. Moore (drawn by L. Aldridge)
0:09.0,L. Aldridge misses free throw 1 of 2,,101-98,,
0:09.0,Offensive rebound by Team,,101-98,,
0:09.0,L. Aldridge misses free throw 2 of 2,,101-98,,
0:09.0,,,101-98,,H. Thompson enters the game for S. Hill
0:08.0,,,101-98,,Defensive rebound by D. Cousins
0:00.0,,,101-98,,D. Cousins misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by Team,,101-98,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
