time,Cleveland,pts.away,score,pts.home,Indiana
2:08.0,,,100-100,,Defensive rebound by L. Stephenson
2:04.0,,,100-100,,Turnover by P. George (bad pass; steal by K. Irving)
1:46.0,K. Irving misses 2-pt shot from 10 ft,,100-100,,
1:45.0,,,100-100,,Defensive rebound by P. George
1:31.0,,,100-100,,P. George misses 2-pt shot from 8 ft
1:31.0,,,100-100,,Offensive rebound by T. Young
1:31.0,,,100-102,2,T. Young makes 2-pt shot from 2 ft
1:31.0,Cleveland full timeout,,100-102,,
1:31.0,K. Korver enters the game for T. Thompson,,100-102,,
1:08.0,L. James makes 3-pt shot from 28 ft,3,103-102,,
0:48.0,,,103-102,,Turnover by T. Young (lost ball; steal by L. James)
0:26.0,L. James misses 3-pt shot from 28 ft,,103-102,,
0:25.0,Offensive rebound by K. Irving,,103-102,,
0:19.0,,,103-102,,Personal take foul by L. Stephenson (drawn by K. Korver)
0:19.0,K. Korver makes free throw 1 of 2,1,104-102,,
0:19.0,K. Korver makes free throw 2 of 2,1,105-102,,
0:19.0,,,105-102,,Indiana full timeout
0:19.0,,,103-102,,C. Miles enters the game for L. Stephenson
0:19.0,T. Thompson enters the game for K. Love,,104-102,,
0:19.0,I. Shumpert enters the game for K. Korver,,105-102,,
0:11.0,,,105-102,,Turnover by J. Teague (bad pass; steal by J. Smith)
0:08.0,Turnover by J. Smith (bad pass; steal by P. George),,105-102,,
0:02.0,,,105-102,,P. George misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by L. James,,105-102,,
0:01.0,,,105-102,,Personal take foul by M. Turner (drawn by L. James)
0:01.0,L. James makes free throw 1 of 2,1,106-102,,
0:01.0,L. James misses free throw 2 of 2,,106-102,,
0:01.0,,,106-102,,Defensive rebound by T. Young
0:00.0,End of 4th quarter,,,,End of 4th quarter
