time,Minnesota,pts.away,score,pts.home,Memphis
5:09.0,Defensive rebound by Z. LaVine,,85-86,,
4:53.0,,,85-86,,Personal foul by V. Carter (drawn by A. Wiggins)
4:53.0,,,85-86,,J. Green enters the game for Z. Randolph
4:41.0,K. Towns misses 2-pt shot from 2 ft,,85-86,,
4:39.0,,,85-86,,Defensive rebound by M. Gasol
4:26.0,,,85-86,,J. Green misses 2-pt shot from 1 ft
4:25.0,Defensive rebound by G. Dieng,,85-86,,
4:03.0,K. Towns makes 2-pt shot from 2 ft,2,87-86,,
3:44.0,,,87-86,,Turnover by M. Gasol (3 sec)
3:44.0,,,87-86,,Violation by Team (jump ball)
3:44.0,,,87-86,,Technical foul by Team
3:44.0,Z. LaVine makes technical free throw,1,88-86,,
3:44.0,,,88-86,,M. Conley enters the game for W. Baldwin
3:25.0,Turnover by A. Wiggins (lost ball; steal by V. Carter),,88-86,,
3:15.0,,,88-86,,M. Gasol misses 2-pt shot from 6 ft
3:14.0,Defensive rebound by R. Rubio,,88-86,,
3:09.0,Z. LaVine makes 2-pt shot from 1 ft (assist by R. Rubio),2,90-86,,
2:49.0,Minnesota full timeout,,90-86,,
2:44.0,,,90-89,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
2:26.0,A. Wiggins misses 2-pt shot from 4 ft (block by V. Carter),,90-89,,
2:23.0,Offensive rebound by A. Wiggins,,90-89,,
2:23.0,A. Wiggins misses 2-pt shot from 2 ft,,90-89,,
2:15.0,,,90-89,,Defensive rebound by V. Carter
2:00.0,,,90-91,2,M. Gasol makes 2-pt shot from 7 ft (assist by M. Conley)
1:45.0,K. Towns makes 3-pt shot from 26 ft (assist by R. Rubio),3,93-91,,
1:37.0,Personal foul by Z. LaVine (drawn by A. Harrison),,93-91,,
1:37.0,,,93-92,1,A. Harrison makes free throw 1 of 2
1:37.0,,,93-92,,A. Harrison misses free throw 2 of 2
1:35.0,,,93-92,,Offensive rebound by J. Green
1:35.0,,,93-94,2,J. Green makes 2-pt shot from 2 ft
1:26.0,,,93-94,,Personal foul by J. Green (drawn by K. Towns)
1:26.0,Minnesota full timeout,,93-94,,
1:19.0,K. Towns misses 2-pt shot from 8 ft (block by J. Green),,93-94,,
1:19.0,Offensive rebound by Team,,93-94,,
1:14.0,Z. LaVine misses 2-pt shot from 17 ft,,93-94,,
1:13.0,Offensive rebound by A. Wiggins,,93-94,,
1:13.0,Shooting foul by V. Carter (drawn by A. Wiggins),,93-94,,
1:13.0,A. Wiggins misses free throw 1 of 2,,93-94,,
1:13.0,Offensive rebound by Team,,93-94,,
1:13.0,A. Wiggins misses free throw 2 of 2,,93-94,,
1:12.0,,,93-94,,Defensive rebound by V. Carter
0:57.0,,,93-96,2,M. Gasol makes 2-pt shot from 12 ft (assist by M. Conley)
0:43.0,K. Towns misses 3-pt shot from 26 ft,,93-96,,
0:42.0,,,93-96,,Defensive rebound by V. Carter
0:24.0,,,93-98,2,M. Conley makes 2-pt shot from 17 ft
0:24.0,Minnesota full timeout,,93-98,,
0:24.0,,,93-98,,J. Ennis enters the game for M. Conley
0:15.0,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Towns),3,96-98,,
0:15.0,,,96-98,,Memphis full timeout
0:15.0,,,96-98,,M. Conley enters the game for J. Ennis
0:14.0,Personal foul by K. Towns (drawn by M. Conley),,96-98,,
0:14.0,,,96-99,1,M. Conley makes free throw 1 of 2
0:14.0,,,96-100,1,M. Conley makes free throw 2 of 2
0:09.0,Turnover by R. Rubio (step out of bounds),,96-100,,
0:09.0,Personal take foul by R. Rubio (drawn by J. Green),,96-100,,
0:09.0,,,96-101,1,J. Green makes free throw 1 of 2
0:09.0,,,96-102,1,J. Green makes free throw 2 of 2
0:03.0,Z. LaVine misses 3-pt shot from 25 ft,,96-102,,
0:02.0,Offensive rebound by A. Wiggins,,96-102,,
0:02.0,Shooting foul by V. Carter (drawn by A. Wiggins),,96-102,,
0:02.0,A. Wiggins makes free throw 1 of 2,1,97-102,,
0:02.0,A. Wiggins makes free throw 2 of 2,1,98-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
