time,New York,pts.away,score,pts.home,Boston
10:08.0,,,74-90,2,K. Olynyk makes 2-pt shot from 2 ft (assist by M. Smart)
9:55.0,S. Vujacic misses 3-pt shot from 27 ft,,74-90,,
9:55.0,,,74-90,,Defensive rebound by T. Rozier
9:48.0,,,74-90,,Shooting foul by W. Hernangomez (drawn by T. Rozier)
9:48.0,,,74-91,1,T. Rozier makes free throw 1 of 2
9:48.0,,,74-92,1,T. Rozier makes free throw 2 of 2
9:48.0,L. Thomas enters the game for S. Vujacic,,74-91,,
9:35.0,K. Porzingis misses 2-pt shot from 7 ft,,74-92,,
9:34.0,Offensive rebound by Team,,74-92,,
9:34.0,,,74-92,,Loose ball foul by T. Zeller (drawn by W. Hernangomez)
9:30.0,D. Rose misses 2-pt shot from 14 ft,,74-92,,
9:29.0,,,74-92,,Defensive rebound by J. Brown
9:19.0,,,74-92,,J. Brown misses 2-pt shot from 9 ft (block by L. Thomas)
9:17.0,Defensive rebound by D. Rose,,74-92,,
9:11.0,B. Jennings misses 3-pt shot from 26 ft,,74-92,,
9:09.0,,,74-92,,Defensive rebound by J. Brown
9:03.0,,,74-92,,Turnover by T. Zeller (bad pass)
8:50.0,Shooting foul by M. Smart (drawn by K. Porzingis),,74-92,,
8:50.0,Official timeout,,74-92,,
8:50.0,K. Porzingis makes free throw 1 of 2,1,75-92,,
8:50.0,K. Porzingis makes free throw 2 of 2,1,76-92,,
8:50.0,J. Holiday enters the game for B. Jennings,,74-92,,
8:31.0,,,76-92,,J. Brown misses 3-pt shot from 24 ft
8:30.0,Defensive rebound by D. Rose,,76-92,,
8:13.0,Turnover by D. Rose (bad pass; steal by T. Zeller),,76-92,,
8:10.0,,,76-92,,Shooting foul by J. Holiday (drawn by J. Brown)
8:10.0,,,76-93,1,J. Brown makes free throw 1 of 2
8:10.0,,,76-94,1,J. Brown makes free throw 2 of 2
7:54.0,Turnover by J. Holiday (bad pass; steal by M. Smart),,76-94,,
7:50.0,,,76-96,2,J. Brown makes 2-pt shot from 3 ft (assist by M. Smart)
7:50.0,,,76-96,,Shooting foul by K. Porzingis (drawn by J. Brown)
7:50.0,Technical foul by K. Porzingis (drawn by J. Brown),,76-96,,
7:50.0,,,76-96,,J. Brown misses technical free throw
7:50.0,,,76-96,,Offensive rebound by Team
7:50.0,,,76-97,1,J. Brown makes free throw 1 of 1
7:50.0,R. Baker enters the game for K. Porzingis,,76-96,,
7:43.0,Turnover by W. Hernangomez (offensive foul),,76-97,,
7:43.0,Offensive foul by W. Hernangomez,,76-97,,
7:34.0,,,76-97,,M. Smart misses 2-pt shot from 3 ft
7:34.0,Defensive rebound by W. Hernangomez,,76-97,,
7:26.0,Turnover by L. Thomas (lost ball; steal by T. Rozier),,76-97,,
7:19.0,,,76-97,,J. Brown misses 2-pt shot from 19 ft
7:18.0,Defensive rebound by D. Rose,,76-97,,
7:09.0,D. Rose misses 3-pt shot from 25 ft,,76-97,,
7:08.0,,,76-97,,Defensive rebound by K. Olynyk
6:57.0,,,76-97,,M. Smart misses 3-pt shot from 27 ft
6:56.0,Defensive rebound by W. Hernangomez,,76-97,,
6:46.0,J. Holiday misses 3-pt shot from 25 ft,,76-97,,
6:46.0,,,76-97,,Defensive rebound by T. Zeller
6:29.0,,,76-97,,Boston full timeout
6:29.0,,,76-97,,A. Bradley enters the game for J. Brown
6:29.0,B. Jennings enters the game for D. Rose,,76-97,,
6:22.0,,,76-97,,T. Zeller misses 2-pt shot from 18 ft
6:20.0,,,76-97,,Offensive rebound by M. Smart
6:20.0,,,76-99,2,M. Smart makes 2-pt shot from 1 ft
5:57.0,B. Jennings makes 3-pt shot from 24 ft (assist by L. Thomas),3,79-99,,
5:43.0,,,79-101,2,M. Smart makes 2-pt shot from 7 ft (assist by K. Olynyk)
5:35.0,B. Jennings misses 2-pt shot from 3 ft (block by T. Zeller),,79-101,,
5:32.0,Offensive rebound by Team,,79-101,,
5:29.0,L. Thomas misses 2-pt shot from 23 ft,,79-101,,
5:28.0,,,79-101,,Defensive rebound by A. Bradley
5:17.0,,,79-103,2,T. Zeller makes 2-pt shot from 19 ft (assist by M. Smart)
5:01.0,R. Baker misses 2-pt shot from 18 ft,,79-103,,
5:00.0,,,79-103,,Defensive rebound by A. Bradley
4:43.0,,,79-103,,T. Rozier misses 2-pt shot from 6 ft
4:41.0,,,79-103,,Offensive rebound by T. Rozier
4:41.0,,,79-103,,T. Rozier misses 2-pt shot from 1 ft
4:40.0,,,79-103,,Offensive rebound by T. Rozier
4:40.0,,,79-103,,T. Rozier misses 2-pt shot from 1 ft
4:39.0,Defensive rebound by W. Hernangomez,,79-103,,
4:32.0,L. Thomas misses 3-pt shot from 23 ft,,79-103,,
4:32.0,,,79-103,,Defensive rebound by K. Olynyk
4:18.0,,,79-103,,Turnover by K. Olynyk (bad pass; steal by L. Thomas)
4:08.0,L. Thomas makes 2-pt shot from 23 ft (assist by W. Hernangomez),2,81-103,,
3:49.0,,,81-106,3,T. Rozier makes 3-pt shot from 25 ft (assist by M. Smart)
3:39.0,W. Hernangomez misses 2-pt shot from 19 ft,,81-106,,
3:37.0,Offensive rebound by L. Thomas,,81-106,,
3:36.0,L. Thomas makes 2-pt shot from 2 ft,2,83-106,,
3:20.0,,,83-108,2,T. Zeller makes 2-pt shot from 2 ft (assist by M. Smart)
3:20.0,Shooting block foul by W. Hernangomez (drawn by T. Zeller),,83-108,,
3:20.0,Technical foul by B. Jennings,,83-108,,
3:20.0,,,83-109,1,K. Olynyk makes technical free throw
3:20.0,Technical foul by B. Jennings,,83-109,,
3:20.0,,,83-110,1,K. Olynyk makes technical free throw
3:20.0,,,83-110,,T. Zeller misses free throw 1 of 1
3:20.0,S. Vujacic enters the game for B. Jennings,,83-109,,
3:20.0,,,83-110,,G. Green enters the game for M. Smart
3:20.0,,,83-110,,J. Young enters the game for K. Olynyk
3:20.0,,,83-110,,J. Mickey enters the game for A. Bradley
3:20.0,K. O'Quinn enters the game for L. Thomas,,83-110,,
3:20.0,M. Kuzminskas enters the game for W. Hernangomez,,83-110,,
3:19.0,Defensive rebound by K. O'Quinn,,83-110,,
3:02.0,K. O'Quinn misses 2-pt shot from 6 ft,,83-110,,
3:01.0,,,83-110,,Defensive rebound by J. Mickey
2:48.0,,,83-110,,T. Zeller misses 2-pt shot from 20 ft
2:47.0,Defensive rebound by M. Kuzminskas,,83-110,,
2:30.0,Turnover by M. Kuzminskas (lost ball; steal by J. Young),,83-110,,
2:23.0,,,83-110,,J. Young misses 3-pt shot from 26 ft
2:21.0,,,83-110,,Offensive rebound by J. Mickey
2:18.0,,,83-110,,J. Mickey misses 2-pt shot from 2 ft (block by R. Baker)
2:17.0,,,83-110,,Offensive rebound by J. Mickey
2:16.0,,,83-112,2,J. Mickey makes 2-pt shot from 2 ft
2:02.0,S. Vujacic misses 2-pt shot from 20 ft,,83-112,,
2:01.0,,,83-112,,Defensive rebound by J. Young
1:49.0,,,83-112,,G. Green misses 2-pt shot from 18 ft (block by J. Holiday)
1:48.0,,,83-112,,Offensive rebound by G. Green
1:41.0,,,83-112,,Turnover by G. Green (bad pass; steal by R. Baker)
1:36.0,R. Baker makes 2-pt shot from 2 ft,2,85-112,,
1:17.0,,,85-114,2,T. Zeller makes 2-pt shot at rim (assist by G. Green)
1:07.0,R. Baker misses 3-pt shot from 24 ft,,85-114,,
1:06.0,,,85-114,,Defensive rebound by Team
1:06.0,Loose ball foul by K. O'Quinn (drawn by T. Zeller),,85-114,,
1:06.0,New York full timeout,,85-114,,
1:06.0,,,85-115,1,T. Zeller makes free throw 1 of 2
1:06.0,,,85-115,,T. Zeller misses free throw 2 of 2
1:06.0,Defensive rebound by K. O'Quinn,,85-115,,
0:53.0,M. Kuzminskas misses 2-pt shot from 4 ft,,85-115,,
0:53.0,Offensive rebound by K. O'Quinn,,85-115,,
0:52.0,K. O'Quinn makes 2-pt shot at rim,2,87-115,,
0:39.0,,,87-115,,Turnover by G. Green (bad pass)
0:25.0,K. O'Quinn misses 2-pt shot from 2 ft,,87-115,,
0:25.0,,,87-115,,Defensive rebound by J. Young
0:02.0,,,87-115,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
