time,Memphis,pts.away,score,pts.home,Oklahoma City
6:05.0,,,96-92,,S. Adams misses 2-pt shot from 2 ft
6:03.0,Defensive rebound by J. Green,,96-92,,
5:43.0,M. Conley misses 2-pt shot from 16 ft,,96-92,,
5:42.0,,,96-92,,Defensive rebound by R. Westbrook
5:31.0,,,96-92,,V. Oladipo misses 2-pt shot from 5 ft
5:31.0,Defensive rebound by T. Allen,,96-92,,
5:05.0,M. Gasol misses 2-pt shot from 7 ft (block by S. Adams),,96-92,,
5:04.0,,,96-92,,Defensive rebound by J. Lauvergne
5:00.0,Personal foul by J. Green (drawn by S. Adams),,96-92,,
5:00.0,,,96-92,,S. Adams misses free throw 1 of 2
5:00.0,,,96-92,,Offensive rebound by Team
5:00.0,,,96-93,1,S. Adams makes free throw 2 of 2
5:00.0,Z. Randolph enters the game for J. Green,,96-92,,
5:00.0,,,96-92,,A. Morrow enters the game for C. Payne
4:40.0,M. Gasol makes 2-pt shot from 6 ft (assist by M. Conley),2,98-93,,
4:18.0,,,98-96,3,J. Lauvergne makes 3-pt shot from 24 ft (assist by R. Westbrook)
3:55.0,M. Gasol makes 2-pt shot from 4 ft,2,100-96,,
3:32.0,,,100-96,,V. Oladipo misses 2-pt shot from 15 ft
3:31.0,,,100-96,,Offensive rebound by S. Adams
3:31.0,,,100-96,,S. Adams misses 2-pt shot from 1 ft
3:30.0,,,100-96,,Offensive rebound by A. Morrow
3:28.0,,,100-99,3,A. Morrow makes 3-pt shot from 24 ft
2:58.0,M. Conley misses 3-pt shot from 25 ft,,100-99,,
2:57.0,,,100-99,,Defensive rebound by J. Lauvergne
2:53.0,,,100-99,,Turnover by J. Lauvergne (lost ball; steal by Z. Randolph)
2:51.0,Z. Randolph makes 2-pt shot from 1 ft,2,102-99,,
2:35.0,,,102-99,,Shooting foul by T. Allen (drawn by R. Westbrook)
2:35.0,Official timeout,,102-99,,
2:35.0,,,102-100,1,R. Westbrook makes free throw 1 of 3
2:35.0,,,102-101,1,R. Westbrook makes free throw 2 of 3
2:35.0,,,102-102,1,R. Westbrook makes free throw 3 of 3
2:35.0,V. Carter enters the game for J. Ennis,,102-99,,
2:20.0,M. Conley misses 2-pt shot from 15 ft,,102-102,,
2:19.0,,,102-102,,Defensive rebound by R. Westbrook
2:03.0,,,102-105,3,R. Westbrook makes 3-pt shot from 25 ft
1:49.0,,,102-105,,Personal foul by A. Morrow (drawn by M. Gasol)
1:49.0,J. Ennis enters the game for Z. Randolph,,102-105,,
1:49.0,,,102-105,,A. Roberson enters the game for A. Morrow
1:49.0,,,102-105,,J. Grant enters the game for J. Lauvergne
1:40.0,T. Allen misses 3-pt shot from 24 ft,,102-105,,
1:40.0,,,102-105,,Defensive rebound by A. Roberson
1:25.0,,,102-108,3,R. Westbrook makes 3-pt shot from 24 ft
1:25.0,Memphis full timeout,,102-108,,
1:25.0,,,102-108,,J. Lauvergne enters the game for J. Grant
1:25.0,Z. Randolph enters the game for T. Allen,,102-108,,
1:18.0,Turnover by M. Gasol (lost ball; steal by A. Roberson),,102-108,,
1:00.0,,,102-108,,R. Westbrook misses 2-pt shot from 17 ft
0:59.0,Defensive rebound by J. Ennis,,102-108,,
0:55.0,Turnover by J. Ennis (bad pass; steal by R. Westbrook),,102-108,,
0:53.0,,,102-108,,Shooting foul by J. Ennis (drawn by R. Westbrook)
0:53.0,,,102-109,1,R. Westbrook makes free throw 1 of 2
0:53.0,,,102-110,1,R. Westbrook makes free throw 2 of 2
0:53.0,Memphis full timeout,,102-110,,
0:49.0,M. Conley misses 3-pt shot from 26 ft,,102-110,,
0:47.0,,,102-110,,Defensive rebound by Team
0:30.0,,,102-112,2,R. Westbrook makes 2-pt shot from 1 ft
0:26.0,M. Gasol misses 3-pt shot from 26 ft,,102-112,,
0:25.0,,,102-112,,Defensive rebound by A. Roberson
0:21.0,Personal foul by J. Ennis (drawn by R. Westbrook),,102-112,,
0:21.0,,,102-113,1,R. Westbrook makes free throw 1 of 2
0:21.0,,,102-114,1,R. Westbrook makes free throw 2 of 2
0:21.0,A. Harrison enters the game for J. Ennis,,102-112,,
0:16.0,V. Carter misses 3-pt shot from 26 ft,,102-114,,
0:15.0,,,102-114,,Defensive rebound by S. Adams
0:00.0,End of 4th quarter,,,,End of 4th quarter
