time,Atlanta,pts.away,score,pts.home,Miami
4:12.0,K. Bazemore misses 2-pt shot from 17 ft,,85-81,,
4:11.0,Offensive rebound by Team,,85-81,,
4:11.0,,,85-81,,J. Richardson enters the game for R. McGruder
4:11.0,P. Millsap enters the game for M. Muscala,,85-81,,
4:07.0,D. Schroder misses 2-pt shot from 20 ft,,85-81,,
4:06.0,,,85-81,,Defensive rebound by H. Whiteside
3:52.0,T. Hardaway enters the game for K. Korver,,85-81,,
3:46.0,,,85-81,,Turnover by J. Johnson (bad pass; steal by D. Schroder)
3:32.0,D. Schroder misses 2-pt shot from 2 ft (block by T. Johnson),,85-81,,
3:31.0,,,85-81,,Defensive rebound by J. Richardson
3:24.0,,,85-81,,Turnover by H. Whiteside (traveling)
3:24.0,Atlanta full timeout,,85-81,,
3:24.0,,,85-81,,R. McGruder enters the game for J. Johnson
3:12.0,T. Hardaway makes 2-pt shot from 3 ft (assist by P. Millsap),2,87-81,,
2:52.0,,,87-83,2,J. Richardson makes 2-pt shot from 5 ft
2:35.0,D. Schroder makes 2-pt shot from 2 ft,2,89-83,,
2:13.0,,,89-86,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
1:54.0,P. Millsap misses 3-pt shot from 25 ft,,89-86,,
1:53.0,Offensive rebound by P. Millsap,,89-86,,
1:50.0,K. Bazemore misses 3-pt shot from 25 ft,,89-86,,
1:49.0,Offensive rebound by Team,,89-86,,
1:44.0,Turnover by D. Schroder (bad pass),,89-86,,
1:24.0,,,89-86,,H. Whiteside misses 2-pt shot from 4 ft
1:23.0,Defensive rebound by P. Millsap,,89-86,,
1:04.0,P. Millsap misses 2-pt shot from 12 ft,,89-86,,
1:03.0,,,89-86,,Defensive rebound by H. Whiteside
0:53.0,,,89-86,,Miami full timeout
0:47.0,,,89-86,,T. Johnson misses 2-pt shot from 2 ft
0:46.0,Defensive rebound by T. Sefolosha,,89-86,,
0:22.0,P. Millsap misses 2-pt shot from 18 ft,,89-86,,
0:21.0,Offensive rebound by Team,,89-86,,
0:21.0,Turnover by Team (shot clock),,89-86,,
0:21.0,,,89-86,,Miami full timeout
0:16.0,,,89-86,,D. Waiters misses 2-pt shot from 3 ft
0:15.0,,,89-86,,Offensive rebound by R. McGruder
0:14.0,,,89-88,2,R. McGruder makes 2-pt shot from 3 ft
0:14.0,Atlanta full timeout,,89-88,,
0:14.0,K. Korver enters the game for K. Bazemore,,89-88,,
0:14.0,,,89-88,,J. Johnson enters the game for H. Whiteside
0:14.0,Atlanta full timeout,,89-88,,
0:14.0,K. Bazemore enters the game for T. Hardaway,,89-88,,
0:13.0,,,89-88,,Personal foul by J. Johnson (drawn by P. Millsap)
0:12.0,,,89-88,,Personal foul by J. Richardson (drawn by K. Bazemore)
0:12.0,K. Bazemore makes free throw 1 of 2,1,90-88,,
0:12.0,K. Bazemore makes free throw 2 of 2,1,91-88,,
0:12.0,,,91-88,,Miami full timeout
0:12.0,,,90-88,,H. Whiteside enters the game for D. Waiters
0:12.0,T. Hardaway enters the game for K. Korver,,90-88,,
0:12.0,,,91-88,,D. Waiters enters the game for J. Johnson
0:08.0,,,91-90,2,J. Richardson makes 2-pt shot at rim
0:06.0,,,91-90,,Personal foul by J. Richardson (drawn by D. Schroder)
0:06.0,D. Schroder makes free throw 1 of 2,1,92-90,,
0:06.0,D. Schroder makes free throw 2 of 2,1,93-90,,
0:01.0,,,93-90,,D. Waiters misses 3-pt shot from 25 ft
0:00.0,,,93-90,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
