time,LA Lakers,pts.away,score,pts.home,Oklahoma City
6:21.0,,,80-92,,V. Oladipo enters the game for S. Christon
6:12.0,,,81-92,,Turnover by R. Westbrook (bad pass; steal by D. Russell)
6:07.0,D. Russell makes 2-pt shot from 2 ft,2,83-92,,
5:49.0,Official timeout,,83-92,,
5:49.0,,,83-92,,S. Adams enters the game for E. Kanter
5:41.0,,,83-92,,E. Ilyasova misses 3-pt shot from 25 ft
5:39.0,,,83-92,,Offensive rebound by R. Westbrook
5:39.0,Personal foul by J. Randle (drawn by R. Westbrook),,83-92,,
5:30.0,,,83-95,3,R. Westbrook makes 3-pt shot from 24 ft (assist by V. Oladipo)
5:13.0,J. Randle makes 2-pt shot from 2 ft (assist by D. Russell),2,85-95,,
4:58.0,,,85-95,,R. Westbrook misses 2-pt shot at rim
4:57.0,Defensive rebound by J. Randle,,85-95,,
4:52.0,Shooting foul by E. Ilyasova (drawn by N. Young),,85-95,,
4:52.0,N. Young makes free throw 1 of 3,1,86-95,,
4:52.0,N. Young makes free throw 2 of 3,1,87-95,,
4:52.0,N. Young makes free throw 3 of 3,1,88-95,,
4:47.0,,,88-95,,Turnover by R. Westbrook (bad pass; steal by N. Young)
4:44.0,N. Young makes 3-pt shot from 25 ft (assist by D. Russell),3,91-95,,
4:35.0,Personal foul by L. Williams,,91-95,,
4:21.0,,,91-97,2,S. Adams makes 2-pt shot from 7 ft (assist by A. Roberson)
4:10.0,Turnover by D. Russell (bad pass; steal by S. Adams),,91-97,,
4:06.0,,,91-99,2,R. Westbrook makes 2-pt shot at rim
4:06.0,LA Lakers full timeout,,91-99,,
4:06.0,,,91-99,,S. Christon enters the game for E. Ilyasova
3:57.0,Offensive charge foul by N. Young,,91-99,,
3:57.0,Turnover by N. Young (offensive foul),,91-99,,
3:48.0,,,91-99,,Shooting foul by J. Randle (drawn by R. Westbrook)
3:48.0,,,91-100,1,R. Westbrook makes free throw 1 of 2
3:48.0,,,91-101,1,R. Westbrook makes free throw 2 of 2
3:33.0,J. Clarkson misses 3-pt shot from 23 ft,,91-101,,
3:31.0,,,91-101,,Defensive rebound by A. Roberson
3:19.0,,,91-103,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
3:07.0,N. Young misses 3-pt shot from 25 ft,,91-103,,
3:07.0,Offensive rebound by Team,,91-103,,
3:07.0,,,91-103,,Loose ball foul by V. Oladipo (drawn by J. Randle)
3:07.0,J. Randle misses free throw 1 of 2,,91-103,,
3:07.0,Offensive rebound by Team,,91-103,,
3:07.0,J. Randle misses free throw 2 of 2,,91-103,,
3:07.0,B. Ingram enters the game for L. Williams,,91-103,,
3:06.0,,,91-103,,Defensive rebound by R. Westbrook
2:51.0,,,91-106,3,R. Westbrook makes 3-pt shot from 25 ft
2:36.0,J. Clarkson misses 2-pt shot from 1 ft,,91-106,,
2:36.0,,,91-106,,Defensive rebound by Team
2:16.0,,,91-106,,Turnover by R. Westbrook (bad pass; steal by J. Clarkson)
2:11.0,D. Russell misses 3-pt shot from 25 ft,,91-106,,
2:10.0,,,91-106,,Defensive rebound by S. Adams
1:49.0,,,91-108,2,R. Westbrook makes 2-pt shot from 15 ft
1:49.0,LA Lakers full timeout,,91-108,,
1:49.0,,,91-108,,A. Abrines enters the game for R. Westbrook
1:38.0,D. Russell makes 2-pt shot from 14 ft,2,93-108,,
1:17.0,,,93-108,,S. Christon misses 2-pt shot from 5 ft
1:17.0,Defensive rebound by J. Randle,,93-108,,
1:07.0,,,93-108,,Personal foul by V. Oladipo (drawn by B. Ingram)
1:07.0,B. Ingram makes free throw 1 of 2,1,94-108,,
1:07.0,B. Ingram misses free throw 2 of 2,,94-108,,
1:06.0,,,94-108,,Defensive rebound by A. Roberson
1:04.0,Personal take foul by N. Young (drawn by A. Roberson),,94-108,,
1:04.0,,,94-108,,A. Roberson misses free throw 1 of 2
1:04.0,,,94-108,,Offensive rebound by Team
1:04.0,,,94-108,,A. Roberson misses free throw 2 of 2
1:04.0,Defensive rebound by B. Ingram,,94-108,,
1:04.0,,,94-108,,J. Lauvergne enters the game for S. Adams
0:53.0,D. Russell misses 2-pt shot from 2 ft,,94-108,,
0:52.0,Offensive rebound by Team,,94-108,,
0:50.0,Turnover by D. Russell (bad pass; steal by A. Abrines),,94-108,,
0:50.0,Loose ball foul by N. Young (drawn by A. Abrines),,94-108,,
0:50.0,,,94-109,1,A. Abrines makes free throw 1 of 2
0:50.0,,,94-110,1,A. Abrines makes free throw 2 of 2
0:50.0,,,94-109,,K. Singler enters the game for A. Roberson
0:40.0,Turnover by J. Clarkson (bad pass; steal by J. Lauvergne),,94-110,,
0:35.0,,,94-112,2,A. Abrines makes 2-pt shot from 2 ft (assist by S. Christon)
0:35.0,,,94-112,,Shooting foul by N. Young (drawn by A. Abrines)
0:35.0,,,94-113,1,A. Abrines makes free throw 1 of 1
0:26.0,J. Randle makes 2-pt shot from 6 ft,2,96-113,,
0:02.0,,,96-113,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
