time,Minnesota,pts.away,score,pts.home,San Antonio
3:56.0,,,78-76,,Offensive rebound by P. Gasol
3:47.0,,,78-78,2,L. Aldridge makes 2-pt shot from 7 ft
3:31.0,A. Wiggins misses 2-pt shot from 5 ft,,78-78,,
3:30.0,,,78-78,,Defensive rebound by K. Leonard
3:25.0,,,78-78,,Turnover by K. Leonard (lost ball)
3:25.0,G. Dieng enters the game for N. Bjelica,,78-78,,
3:01.0,Turnover by Team (shot clock),,78-78,,
2:45.0,,,78-80,2,K. Leonard makes 2-pt shot from 5 ft (assist by D. Green)
2:45.0,Minnesota full timeout,,78-80,,
2:21.0,A. Wiggins makes 2-pt shot from 18 ft (assist by G. Dieng),2,80-80,,
1:52.0,,,80-80,,K. Leonard misses 3-pt shot from 23 ft
1:51.0,Defensive rebound by R. Rubio,,80-80,,
1:47.0,,,80-80,,Shooting block foul by P. Mills (drawn by A. Wiggins)
1:47.0,A. Wiggins misses free throw 1 of 2,,80-80,,
1:47.0,Offensive rebound by Team,,80-80,,
1:47.0,A. Wiggins makes free throw 2 of 2,1,81-80,,
1:39.0,Personal foul by G. Dieng (drawn by L. Aldridge),,81-80,,
1:39.0,,,81-81,1,L. Aldridge makes free throw 1 of 2
1:39.0,,,81-81,,L. Aldridge misses free throw 2 of 2
1:38.0,Defensive rebound by G. Dieng,,81-81,,
1:38.0,Minnesota full timeout,,81-81,,
1:32.0,A. Wiggins misses 2-pt shot from 16 ft,,81-81,,
1:31.0,Offensive rebound by K. Towns,,81-81,,
1:18.0,A. Wiggins misses 2-pt shot from 2 ft,,81-81,,
1:17.0,,,81-81,,Defensive rebound by K. Leonard
1:13.0,,,81-83,2,K. Leonard makes 2-pt shot from 2 ft
0:56.0,K. Towns makes 2-pt shot from 2 ft,2,83-83,,
0:41.0,,,83-83,,K. Leonard misses 2-pt shot from 12 ft
0:40.0,Defensive rebound by K. Towns,,83-83,,
0:21.0,A. Wiggins misses 2-pt shot from 16 ft,,83-83,,
0:20.0,,,83-83,,Defensive rebound by P. Gasol
0:19.0,,,83-83,,San Antonio full timeout
0:19.0,,,83-83,,San Antonio full timeout
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:39.0,,,83-83,,L. Aldridge misses 2-pt shot from 13 ft
4:37.0,,,83-83,,Offensive rebound by P. Gasol
4:36.0,,,83-85,2,P. Gasol makes 2-pt shot from 1 ft
4:16.0,G. Dieng makes 2-pt shot from 8 ft (assist by R. Rubio),2,85-85,,
4:00.0,,,85-87,2,K. Leonard makes 2-pt shot from 8 ft
3:39.0,A. Wiggins misses 2-pt shot from 18 ft,,85-87,,
3:38.0,Offensive rebound by G. Dieng,,85-87,,
3:32.0,R. Rubio makes 3-pt shot from 25 ft (assist by G. Dieng),3,88-87,,
3:18.0,,,88-90,3,P. Gasol makes 3-pt shot from 24 ft (assist by K. Leonard)
2:53.0,R. Rubio makes 2-pt shot from 9 ft (assist by B. Rush),2,90-90,,
2:37.0,,,90-92,2,K. Leonard makes 2-pt shot from 7 ft (assist by P. Gasol)
2:35.0,Minnesota full timeout,,90-92,,
2:24.0,Turnover by A. Wiggins (lost ball; steal by K. Leonard),,90-92,,
2:21.0,,,90-92,,Shooting foul by A. Wiggins (drawn by K. Leonard)
2:21.0,,,90-93,1,K. Leonard makes free throw 1 of 2
2:21.0,,,90-94,1,K. Leonard makes free throw 2 of 2
2:09.0,K. Towns misses 3-pt shot from 23 ft,,90-94,,
2:08.0,,,90-94,,Defensive rebound by K. Leonard
1:45.0,,,90-94,,L. Aldridge misses 2-pt shot from 10 ft
1:44.0,Defensive rebound by K. Towns,,90-94,,
1:30.0,Minnesota full timeout,,90-94,,
1:30.0,N. Bjelica enters the game for G. Dieng,,90-94,,
1:23.0,N. Bjelica misses 3-pt shot from 28 ft,,90-94,,
1:22.0,Offensive rebound by R. Rubio,,90-94,,
1:17.0,R. Rubio misses 2-pt shot from 7 ft,,90-94,,
1:17.0,,,90-94,,Defensive rebound by L. Aldridge
1:17.0,Personal foul by K. Towns (drawn by L. Aldridge),,90-94,,
1:01.0,,,90-94,,L. Aldridge misses 2-pt shot from 5 ft
1:00.0,Defensive rebound by R. Rubio,,90-94,,
0:45.0,Turnover by N. Bjelica (offensive foul),,90-94,,
0:45.0,Offensive foul by N. Bjelica,,90-94,,
0:24.0,,,90-94,,K. Leonard misses 2-pt shot from 19 ft
0:22.0,,,90-94,,Offensive rebound by D. Green
0:22.0,,,90-94,,D. Green misses 2-pt shot from 3 ft (block by B. Rush)
0:20.0,,,90-94,,Offensive rebound by D. Green
0:20.0,,,90-96,2,D. Green makes 2-pt shot from 3 ft
0:19.0,Minnesota full timeout,,90-96,,
0:19.0,,,90-96,,K. Anderson enters the game for P. Gasol
0:13.0,A. Wiggins misses 3-pt shot from 25 ft,,90-96,,
0:13.0,,,90-96,,Defensive rebound by Team
0:13.0,,,90-96,,P. Gasol enters the game for K. Anderson
0:08.0,Personal take foul by R. Rubio (drawn by D. Green),,90-96,,
0:08.0,,,90-96,,D. Green misses free throw 1 of 2
0:08.0,,,90-96,,Offensive rebound by Team
0:08.0,,,90-97,1,D. Green makes free throw 2 of 2
0:08.0,,,90-96,,J. Anthony enters the game for L. Aldridge
0:08.0,,,90-96,,J. Simmons enters the game for K. Leonard
0:04.0,,,90-97,,Personal take foul by P. Mills
0:00.0,A. Wiggins misses 3-pt shot from 26 ft,,90-97,,
0:00.0,Offensive rebound by Team,,90-97,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
