time,Golden State,pts.away,score,pts.home,Portland
6:34.0,Defensive rebound by K. Looney,,116-84,,
6:27.0,Shooting foul by M. Leonard (drawn by J. McAdoo),,116-84,,
6:27.0,J. McAdoo makes free throw 1 of 2,1,117-84,,
6:27.0,J. McAdoo misses free throw 2 of 2,,117-84,,
6:26.0,,,117-84,,Defensive rebound by J. Layman
6:10.0,,,117-87,3,J. Layman makes 3-pt shot from 25 ft (assist by M. Leonard)
5:46.0,K. Thompson makes 2-pt shot from 11 ft,2,119-87,,
5:36.0,,,119-87,,S. Napier misses 3-pt shot from 26 ft
5:36.0,Defensive rebound by K. Thompson,,119-87,,
5:32.0,Official timeout,,119-87,,
5:32.0,S. Livingston enters the game for A. Iguodala,,119-87,,
5:32.0,J. McGee enters the game for J. McAdoo,,119-87,,
5:25.0,Turnover by J. McGee (bad pass; steal by S. Napier),,119-87,,
5:21.0,,,119-89,2,J. Layman makes 2-pt shot from 2 ft
5:01.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Thompson),2,121-89,,
4:54.0,,,121-89,,Turnover by S. Napier (bad pass; steal by S. Livingston)
4:47.0,K. Thompson misses 3-pt shot from 25 ft,,121-89,,
4:47.0,Offensive rebound by K. Looney,,121-89,,
4:47.0,Offensive foul by K. Looney,,121-89,,
4:47.0,Turnover by K. Looney (offensive foul),,121-89,,
4:34.0,,,121-89,,Turnover by M. Leonard (lost ball; steal by I. Clark)
4:18.0,K. Looney misses 2-pt shot from 20 ft,,121-89,,
4:16.0,Offensive rebound by Team,,121-89,,
4:16.0,J. McAdoo enters the game for K. Thompson,,121-89,,
4:13.0,S. Livingston misses 2-pt shot from 9 ft,,121-89,,
4:12.0,,,121-89,,Defensive rebound by Team
3:52.0,,,121-89,,N. Vonleh misses 3-pt shot from 25 ft
3:51.0,Defensive rebound by J. McAdoo,,121-89,,
3:32.0,Turnover by J. McGee (lost ball; steal by N. Vonleh),,121-89,,
3:24.0,,,121-89,,J. Layman misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by K. Looney,,121-89,,
3:10.0,J. McGee misses 2-pt shot from 14 ft,,121-89,,
3:10.0,,,121-89,,Defensive rebound by N. Vonleh
3:10.0,Personal foul by K. Looney (drawn by N. Vonleh),,121-89,,
2:54.0,,,121-92,3,J. Layman makes 3-pt shot from 24 ft (assist by P. Connaughton)
2:40.0,J. McAdoo makes 2-pt shot at rim (assist by J. McGee),2,123-92,,
2:24.0,,,123-95,3,J. Layman makes 3-pt shot from 25 ft (assist by M. Leonard)
2:03.0,,,123-95,,Violation by S. Napier (kicked ball)
2:03.0,Golden State full timeout,,123-95,,
1:59.0,J. McGee makes 2-pt shot at rim (assist by S. Livingston),2,125-95,,
1:46.0,,,125-95,,J. Layman misses 3-pt shot from 24 ft
1:45.0,Defensive rebound by Team,,125-95,,
1:34.0,Turnover by S. Livingston (bad pass; steal by J. Layman),,125-95,,
1:24.0,,,125-98,3,N. Vonleh makes 3-pt shot from 25 ft (assist by J. Layman)
1:04.0,K. Looney makes 2-pt shot from 2 ft (assist by S. Livingston),2,127-98,,
0:56.0,,,127-101,3,N. Vonleh makes 3-pt shot from 25 ft (assist by S. Napier)
0:36.0,K. Looney misses 2-pt shot from 22 ft,,127-101,,
0:34.0,Offensive rebound by K. Looney,,127-101,,
0:14.0,J. McAdoo misses 2-pt shot from 14 ft,,127-101,,
0:12.0,,,127-101,,Defensive rebound by P. Connaughton
0:05.0,,,127-104,3,J. Layman makes 3-pt shot from 26 ft (assist by P. Connaughton)
0:00.0,End of 4th quarter,,,,End of 4th quarter
