time,Denver,pts.away,score,pts.home,Utah
0:29.0,Personal foul by A. Gee (drawn by S. Mack),,96-101,,
0:29.0,,,96-102,1,S. Mack makes free throw 1 of 2
0:29.0,,,96-103,1,S. Mack makes free throw 2 of 2
0:29.0,J. Nelson enters the game for A. Gee,,96-102,,
0:17.0,K. Faried misses 2-pt shot from 3 ft (block by R. Gobert),,96-103,,
0:16.0,Offensive rebound by K. Faried,,96-103,,
0:15.0,K. Faried makes 2-pt shot from 2 ft,2,98-103,,
0:14.0,Personal foul by W. Chandler (drawn by R. Hood),,98-103,,
0:14.0,,,98-104,1,R. Hood makes free throw 1 of 2
0:14.0,,,98-105,1,R. Hood makes free throw 2 of 2
0:14.0,Denver full timeout,,98-105,,
0:10.0,W. Chandler misses 3-pt shot from 24 ft,,98-105,,
0:09.0,,,98-105,,Defensive rebound by R. Hood
0:00.0,End of 4th quarter,,,,End of 4th quarter
