time,Golden State,pts.away,score,pts.home,Oklahoma City
7:18.0,Defensive rebound by D. West,,102-78,,
7:04.0,D. West misses 2-pt shot from 4 ft,,102-78,,
7:03.0,,,102-78,,Defensive rebound by E. Kanter
6:49.0,,,102-78,,Shooting foul by M. Barnes (drawn by J. Grant)
6:49.0,,,102-78,,J. Grant misses free throw 1 of 2
6:49.0,,,102-78,,Offensive rebound by Team
6:49.0,,,102-78,,J. Grant misses free throw 2 of 2
6:48.0,Defensive rebound by S. Livingston,,102-78,,
6:41.0,Shooting foul by S. Christon (drawn by S. Livingston),,102-78,,
6:41.0,S. Livingston makes free throw 1 of 2,1,103-78,,
6:41.0,S. Livingston makes free throw 2 of 2,1,104-78,,
6:41.0,J. McAdoo enters the game for M. Barnes,,103-78,,
6:31.0,,,104-78,,E. Kanter misses 2-pt shot from 15 ft
6:31.0,,,104-78,,Offensive rebound by E. Kanter
6:28.0,,,104-80,2,E. Kanter makes 2-pt shot from 2 ft
6:12.0,D. West misses 2-pt shot from 7 ft,,104-80,,
6:11.0,,,104-80,,Defensive rebound by V. Oladipo
6:04.0,,,104-82,2,J. Grant makes 2-pt shot at rim (assist by V. Oladipo)
6:00.0,Golden State full timeout,,104-82,,
6:00.0,,,104-82,,A. Abrines enters the game for V. Oladipo
5:46.0,D. West makes 2-pt shot from 1 ft (assist by S. Livingston),2,106-82,,
5:23.0,,,106-82,,A. Abrines misses 3-pt shot from 22 ft
5:23.0,Defensive rebound by D. West,,106-82,,
5:19.0,Turnover by S. Livingston (bad pass; steal by S. Christon),,106-82,,
5:18.0,,,106-82,,Shooting foul by K. Thompson (drawn by S. Christon)
5:18.0,,,106-82,,S. Christon misses free throw 1 of 2
5:18.0,,,106-82,,Offensive rebound by Team
5:18.0,,,106-83,1,S. Christon makes free throw 2 of 2
5:18.0,K. Looney enters the game for D. West,,106-82,,
5:18.0,P. McCaw enters the game for K. Thompson,,106-82,,
4:59.0,S. Livingston misses 2-pt shot from 13 ft,,106-83,,
4:58.0,Offensive rebound by K. Looney,,106-83,,
4:58.0,K. Looney misses 2-pt shot from 1 ft,,106-83,,
4:56.0,,,106-83,,Defensive rebound by S. Christon
4:48.0,,,106-85,2,S. Christon makes 2-pt shot from 7 ft
4:26.0,K. Looney makes 2-pt shot from 1 ft (assist by J. McAdoo),2,108-85,,
4:11.0,,,108-85,,E. Kanter misses 2-pt shot from 1 ft (block by J. McAdoo)
4:09.0,Defensive rebound by P. McCaw,,108-85,,
3:52.0,J. McAdoo makes 2-pt shot from 10 ft,2,110-85,,
3:33.0,,,110-87,2,S. Christon makes 2-pt shot from 17 ft (assist by D. McDermott)
3:16.0,J. McAdoo misses 2-pt shot from 7 ft,,110-87,,
3:16.0,,,110-87,,Defensive rebound by J. Grant
3:08.0,Personal foul by J. McAdoo (drawn by E. Kanter),,110-87,,
3:08.0,,,110-87,,D. Sabonis enters the game for E. Kanter
3:08.0,,,110-87,,N. Cole enters the game for S. Christon
3:00.0,,,110-87,,J. Grant misses 2-pt shot from 19 ft
3:00.0,Defensive rebound by K. Looney,,110-87,,
2:38.0,Turnover by S. Livingston (lost ball; steal by N. Cole),,110-87,,
2:24.0,,,110-89,2,D. Sabonis makes 2-pt shot from 18 ft (assist by N. Cole)
2:10.0,Shooting foul by A. Abrines (drawn by I. Clark),,110-89,,
2:10.0,Official timeout,,110-89,,
2:10.0,I. Clark misses free throw 1 of 2,,110-89,,
2:10.0,Offensive rebound by Team,,110-89,,
2:10.0,I. Clark makes free throw 2 of 2,1,111-89,,
1:57.0,,,111-91,2,J. Grant makes 2-pt shot from 1 ft
1:41.0,Turnover by J. McAdoo (bad pass),,111-91,,
1:26.0,,,111-91,,A. Abrines misses 3-pt shot from 23 ft
1:25.0,,,111-91,,Offensive rebound by D. Sabonis
1:14.0,,,111-91,,D. Sabonis misses 2-pt shot from 19 ft
1:13.0,Defensive rebound by P. McCaw,,111-91,,
1:02.0,Turnover by P. McCaw (step out of bounds),,111-91,,
0:49.0,,,111-93,2,N. Cole makes 2-pt shot from 7 ft
0:24.0,I. Clark misses 2-pt shot from 3 ft,,111-93,,
0:23.0,,,111-93,,Defensive rebound by D. Sabonis
0:15.0,,,111-95,2,N. Cole makes 2-pt shot from 5 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
