time,Toronto,pts.away,score,pts.home,Charlotte
2:52.0,L. Nogueira makes 2-pt shot at rim,2,103-102,,
2:39.0,,,103-102,,M. Williams misses 3-pt shot from 25 ft
2:36.0,,,103-102,,Offensive rebound by K. Walker
2:32.0,,,103-102,,K. Walker misses 3-pt shot from 25 ft
2:31.0,,,103-102,,Offensive rebound by N. Batum
2:29.0,,,103-102,,Turnover by N. Batum (bad pass; steal by D. DeRozan)
2:24.0,K. Lowry makes 2-pt shot from 1 ft (assist by D. DeRozan),2,105-102,,
2:24.0,,,105-102,,Charlotte full timeout
2:24.0,,,105-102,,T. Graham enters the game for M. Belinelli
2:01.0,,,105-102,,T. Graham misses 2-pt shot from 21 ft
2:00.0,Defensive rebound by P. Patterson,,105-102,,
1:38.0,D. DeRozan misses 2-pt shot from 3 ft (block by C. Zeller),,105-102,,
1:36.0,,,105-102,,Defensive rebound by K. Walker
1:29.0,,,105-102,,M. Williams misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by K. Lowry,,105-102,,
1:05.0,D. DeRozan makes 2-pt shot from 20 ft,2,107-102,,
0:48.0,,,107-102,,N. Batum misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by D. DeRozan,,107-102,,
0:28.0,D. DeRozan makes 2-pt shot from 20 ft,2,109-102,,
0:28.0,,,109-102,,Charlotte full timeout
0:28.0,,,109-102,,M. Belinelli enters the game for T. Graham
0:24.0,,,109-104,2,K. Walker makes 2-pt shot from 1 ft
0:24.0,,,109-104,,Shooting foul by K. Lowry (drawn by K. Walker)
0:24.0,,,109-105,1,K. Walker makes free throw 1 of 1
0:24.0,,,109-104,,T. Graham enters the game for M. Belinelli
0:21.0,Toronto full timeout,,109-105,,
0:21.0,Toronto full timeout,,109-105,,
0:21.0,C. Joseph enters the game for L. Nogueira,,109-105,,
0:19.0,,,109-105,,Personal take foul by K. Walker (drawn by C. Joseph)
0:16.0,,,109-105,,Personal take foul by T. Graham (drawn by N. Powell)
0:16.0,N. Powell makes free throw 1 of 2,1,110-105,,
0:16.0,N. Powell makes free throw 2 of 2,1,111-105,,
0:16.0,,,111-105,,Charlotte full timeout
0:16.0,,,111-105,,F. Kaminsky enters the game for T. Graham
0:16.0,,,111-105,,M. Belinelli enters the game for M. Williams
0:13.0,,,111-108,3,N. Batum makes 3-pt shot from 27 ft (assist by F. Kaminsky)
0:10.0,,,111-108,,Personal take foul by N. Batum (drawn by C. Joseph)
0:10.0,C. Joseph makes free throw 1 of 2,1,112-108,,
0:10.0,C. Joseph makes free throw 2 of 2,1,113-108,,
0:10.0,,,112-108,,M. Williams enters the game for F. Kaminsky
0:04.0,,,113-108,,K. Walker misses 3-pt shot from 31 ft
0:02.0,,,113-108,,Offensive rebound by M. Williams
0:00.0,,,113-111,3,K. Walker makes 3-pt shot from 29 ft (assist by M. Williams)
0:00.0,End of 4th quarter,,,,End of 4th quarter
