time,San Antonio,pts.away,score,pts.home,Phoenix
4:17.0,Shooting foul by D. Bender (drawn by K. Leonard),,94-98,,
4:17.0,K. Leonard makes free throw 1 of 2,1,95-98,,
4:17.0,K. Leonard makes free throw 2 of 2,1,96-98,,
4:08.0,,,96-98,,D. Booker misses 2-pt shot from 16 ft
4:04.0,Defensive rebound by K. Leonard,,96-98,,
4:00.0,K. Leonard makes 2-pt shot from 2 ft,2,98-98,,
3:57.0,,,98-98,,Phoenix full timeout
3:40.0,,,98-98,,E. Bledsoe misses 2-pt shot from 3 ft
3:38.0,,,98-98,,Offensive rebound by T. Chandler
3:38.0,,,98-100,2,T. Chandler makes 2-pt shot at rim
3:09.0,T. Parker misses 3-pt shot from 24 ft,,98-100,,
3:07.0,,,98-100,,Defensive rebound by P. Tucker
3:01.0,,,98-100,,D. Bender misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by P. Gasol,,98-100,,
2:37.0,T. Parker makes 2-pt shot from 21 ft (assist by L. Aldridge),2,100-100,,
1:59.0,,,100-100,,D. Booker misses 2-pt shot from 1 ft
1:59.0,,,100-100,,Offensive rebound by T. Chandler
1:59.0,Violation by K. Leonard (def goaltending),,100-100,,
1:59.0,,,100-102,2,T. Chandler makes 2-pt shot from 1 ft
1:55.0,T. Parker misses 2-pt shot from 19 ft,,100-102,,
1:55.0,Offensive rebound by Team,,100-102,,
1:52.0,K. Leonard makes 3-pt shot from 22 ft (assist by T. Parker),3,103-102,,
1:37.0,,,103-102,,E. Bledsoe misses 2-pt shot from 1 ft
1:35.0,Defensive rebound by P. Gasol,,103-102,,
1:30.0,San Antonio full timeout,,103-102,,
1:21.0,Turnover by K. Leonard (bad pass),,103-102,,
1:08.0,Personal block foul by P. Gasol (drawn by D. Booker),,103-102,,
1:08.0,,,103-103,1,D. Booker makes free throw 1 of 2
1:08.0,,,103-104,1,D. Booker makes free throw 2 of 2
0:55.0,Turnover by M. Ginobili (lost ball; steal by E. Bledsoe),,103-104,,
0:53.0,,,103-106,2,D. Booker makes 2-pt shot at rim (assist by E. Bledsoe)
0:40.0,Shooting foul by P. Tucker (drawn by K. Leonard),,103-106,,
0:40.0,K. Leonard misses free throw 1 of 3,,103-106,,
0:40.0,Offensive rebound by Team,,103-106,,
0:40.0,K. Leonard makes free throw 2 of 3,1,104-106,,
0:40.0,K. Leonard makes free throw 3 of 3,1,105-106,,
0:40.0,D. Green enters the game for P. Gasol,,104-106,,
0:17.0,,,105-106,,P. Tucker misses 2-pt shot from 14 ft
0:15.0,Defensive rebound by K. Leonard,,105-106,,
0:07.0,D. Green misses 3-pt shot from 27 ft,,105-106,,
0:06.0,,,105-106,,Defensive rebound by P. Tucker
0:05.0,Personal take foul by K. Leonard (drawn by P. Tucker),,105-106,,
0:05.0,,,105-107,1,P. Tucker makes free throw 1 of 2
0:05.0,,,105-108,1,P. Tucker makes free throw 2 of 2
0:05.0,San Antonio full timeout,,105-108,,
0:05.0,P. Gasol enters the game for D. Green,,105-107,,
0:04.0,,,105-108,,Personal foul by D. Bender (drawn by P. Gasol)
0:04.0,P. Gasol misses free throw 1 of 2,,105-108,,
0:04.0,Offensive rebound by Team,,105-108,,
0:04.0,P. Gasol misses free throw 2 of 2,,105-108,,
0:04.0,D. Dedmon enters the game for K. Leonard,,105-108,,
0:04.0,,,105-108,,A. Len enters the game for D. Booker
0:02.0,,,105-108,,Defensive rebound by D. Bender
0:00.0,,,105-108,,Phoenix full timeout
0:00.0,K. Leonard enters the game for T. Parker,,105-108,,
0:00.0,,,105-108,,D. Booker enters the game for A. Len
0:00.0,End of 4th quarter,,,,End of 4th quarter
