time,New Orleans,pts.away,score,pts.home,Utah
1:48.0,,,96-104,2,J. Johnson makes 2-pt shot from 15 ft
1:23.0,D. Cunningham misses 3-pt shot from 23 ft,,96-104,,
1:22.0,Offensive rebound by S. Hill,,96-104,,
1:14.0,J. Holiday misses 3-pt shot from 25 ft,,96-104,,
1:14.0,Offensive rebound by S. Hill,,96-104,,
1:12.0,Shooting foul by R. Neto (drawn by A. Davis),,96-104,,
1:12.0,A. Davis makes free throw 1 of 2,1,97-104,,
1:12.0,A. Davis misses free throw 2 of 2,,97-104,,
1:11.0,,,97-104,,Defensive rebound by R. Gobert
0:50.0,,,97-107,3,R. Hood makes 3-pt shot from 25 ft
0:50.0,New Orleans full timeout,,97-107,,
0:39.0,J. Crawford misses 3-pt shot from 27 ft,,97-107,,
0:38.0,,,97-107,,Defensive rebound by R. Gobert
0:22.0,Personal foul by S. Hill (drawn by R. Gobert),,97-107,,
0:22.0,,,97-108,1,R. Gobert makes free throw 1 of 2
0:22.0,,,97-108,,R. Gobert misses free throw 2 of 2
0:21.0,Defensive rebound by A. Davis,,97-108,,
0:13.0,J. Holiday makes 3-pt shot from 24 ft (assist by J. Crawford),3,100-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
