time,LA Lakers,pts.away,score,pts.home,LA Clippers
5:08.0,T. Robinson makes 2-pt shot from 1 ft (assist by B. Ingram),2,93-102,,
5:08.0,,,93-102,,LA Clippers full timeout
5:08.0,,,93-102,,L. Mbah a Moute enters the game for R. Felton
4:57.0,,,93-104,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
4:40.0,Shooting foul by J. Redick (drawn by D. Nwaba),,93-104,,
4:40.0,D. Nwaba makes free throw 1 of 2,1,94-104,,
4:40.0,D. Nwaba misses free throw 2 of 2,,94-104,,
4:38.0,,,94-104,,Defensive rebound by D. Jordan
4:26.0,,,94-104,,C. Paul misses 2-pt shot from 17 ft
4:25.0,Defensive rebound by D. Nwaba,,94-104,,
4:14.0,B. Ingram misses 2-pt shot from 14 ft,,94-104,,
4:12.0,Offensive rebound by T. Black,,94-104,,
4:12.0,,,94-104,,Personal foul by B. Griffin (drawn by T. Black)
4:12.0,T. Black makes free throw 1 of 2,1,95-104,,
4:12.0,T. Black makes free throw 2 of 2,1,96-104,,
3:57.0,,,96-106,2,B. Griffin makes 2-pt shot at rim (assist by J. Redick)
3:34.0,D. Nwaba makes 2-pt shot from 20 ft (assist by T. Ennis),2,98-106,,
3:08.0,D. Russell enters the game for T. Ennis,,98-106,,
3:08.0,J. Clarkson enters the game for B. Ingram,,98-106,,
3:06.0,,,98-106,,Shooting foul by D. Nwaba
3:06.0,,,98-107,1,J. Redick makes free throw 1 of 2
3:06.0,,,98-108,1,J. Redick makes free throw 2 of 2
2:52.0,T. Black makes 2-pt shot at rim (assist by T. Robinson),2,100-108,,
2:41.0,,,100-110,2,B. Griffin makes 2-pt shot from 2 ft
2:41.0,,,100-110,,Shooting foul by T. Robinson (drawn by B. Griffin)
2:41.0,Official timeout,,100-110,,
2:41.0,,,100-111,1,B. Griffin makes free throw 1 of 1
2:27.0,J. Clarkson misses 3-pt shot from 26 ft,,100-111,,
2:26.0,Offensive rebound by D. Nwaba,,100-111,,
2:16.0,J. Clarkson misses 3-pt shot from 26 ft,,100-111,,
2:16.0,,,100-111,,Defensive rebound by Team
2:01.0,,,100-111,,Turnover by C. Paul (bad pass)
1:53.0,D. Russell makes 2-pt shot from 10 ft,2,102-111,,
1:36.0,,,102-113,2,C. Paul makes 2-pt shot from 17 ft
1:26.0,Turnover by D. Russell (bad pass; steal by D. Jordan),,102-113,,
1:08.0,,,102-115,2,C. Paul makes 2-pt shot from 15 ft
0:59.0,Shooting foul by J. Redick (drawn by D. Nwaba),,102-115,,
0:59.0,D. Nwaba makes free throw 1 of 2,1,103-115,,
0:59.0,D. Nwaba makes free throw 2 of 2,1,104-115,,
0:59.0,T. Ennis enters the game for D. Russell,,103-115,,
0:46.0,,,104-115,,C. Paul misses 3-pt shot from 27 ft
0:45.0,Defensive rebound by D. Nwaba,,104-115,,
0:29.0,T. Robinson misses 2-pt shot from 7 ft,,104-115,,
0:27.0,,,104-115,,Defensive rebound by B. Griffin
0:05.0,,,104-115,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
