time,Golden State,pts.away,score,pts.home,Dallas
1:45.0,,,106-83,,D. Finney-Smith misses 3-pt shot from 23 ft
1:45.0,,,106-83,,Offensive rebound by D. Powell
1:45.0,,,106-85,2,D. Powell makes 2-pt shot at rim
1:32.0,Turnover by I. Clark (bad pass; steal by D. Finney-Smith),,106-85,,
1:27.0,,,106-87,2,D. Powell makes 2-pt shot at rim (assist by D. Finney-Smith)
1:16.0,I. Clark makes 2-pt shot from 12 ft,2,108-87,,
1:00.0,,,108-87,,D. Finney-Smith misses 2-pt shot from 3 ft (block by K. Looney)
1:00.0,,,108-87,,Offensive rebound by Team
1:00.0,,,108-87,,Official timeout
0:58.0,,,108-87,,N. Brussino misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by J. McAdoo,,108-87,,
0:57.0,,,108-87,,Personal foul by D. Powell (drawn by J. McAdoo)
0:57.0,J. McAdoo makes free throw 1 of 2,1,109-87,,
0:57.0,J. McAdoo makes free throw 2 of 2,1,110-87,,
0:48.0,,,110-87,,D. Powell misses 3-pt shot from 23 ft
0:46.0,Defensive rebound by I. Clark,,110-87,,
0:30.0,,,110-87,,Personal foul by D. Powell (drawn by J. McAdoo)
0:30.0,J. McAdoo makes free throw 1 of 2,1,111-87,,
0:30.0,J. McAdoo makes free throw 2 of 2,1,112-87,,
0:22.0,,,112-87,,Turnover by M. Harris (bad pass; steal by I. Clark)
0:00.0,End of 4th quarter,,,,End of 4th quarter
