time,Brooklyn,pts.away,score,pts.home,Milwaukee
8:34.0,R. Hollis-Jefferson enters the game for J. Harris,,82-86,,
8:34.0,,,82-86,,M. Dellavedova enters the game for M. Brogdon
8:34.0,,,82-86,,R. Vaughn enters the game for M. Beasley
8:22.0,Personal foul by A. Bennett (drawn by J. Henson),,84-86,,
8:15.0,,,84-89,3,R. Vaughn makes 3-pt shot from 24 ft (assist by J. Henson)
8:00.0,L. Scola makes 2-pt shot from 10 ft (assist by A. Bennett),2,86-89,,
7:53.0,,,86-91,2,J. Parker makes 2-pt shot at rim (assist by M. Dellavedova)
7:42.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by A. Bennett),3,89-91,,
7:27.0,,,89-91,,Turnover by G. Antetokounmpo (bad pass; steal by A. Bennett)
7:11.0,L. Scola makes 3-pt shot from 27 ft (assist by I. Whitehead),3,92-91,,
6:57.0,,,92-93,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
6:57.0,,,92-93,,Shooting foul by I. Whitehead (drawn by G. Antetokounmpo)
6:57.0,,,92-94,1,G. Antetokounmpo makes free throw 1 of 1
6:57.0,J. Hamilton enters the game for L. Scola,,92-93,,
6:49.0,,,92-94,,Personal foul by M. Dellavedova (drawn by I. Whitehead)
6:49.0,I. Whitehead makes free throw 1 of 2,1,93-94,,
6:49.0,I. Whitehead misses free throw 2 of 2,,93-94,,
6:48.0,,,93-94,,Defensive rebound by J. Henson
6:35.0,,,93-94,,M. Dellavedova misses 2-pt shot from 4 ft
6:35.0,Defensive rebound by R. Hollis-Jefferson,,93-94,,
6:25.0,Turnover by R. Hollis-Jefferson (bad pass; steal by G. Antetokounmpo),,93-94,,
6:19.0,,,93-94,,G. Antetokounmpo misses 2-pt shot at rim
6:17.0,,,93-94,,Offensive rebound by G. Antetokounmpo
6:17.0,,,93-94,,G. Antetokounmpo misses 2-pt shot from 1 ft
6:14.0,Defensive rebound by B. Bogdanovic,,93-94,,
6:01.0,Turnover by I. Whitehead (bad pass; steal by M. Dellavedova),,93-94,,
5:57.0,,,93-96,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
5:41.0,Turnover by I. Whitehead (lost ball; steal by J. Henson),,93-96,,
5:28.0,,,93-98,2,M. Dellavedova makes 2-pt shot from 22 ft
5:28.0,Brooklyn full timeout,,93-98,,
5:28.0,J. Lin enters the game for R. Hollis-Jefferson,,93-98,,
5:28.0,T. Booker enters the game for A. Bennett,,93-98,,
5:28.0,S. Kilpatrick enters the game for I. Whitehead,,93-98,,
5:09.0,T. Booker misses 3-pt shot from 23 ft,,93-98,,
5:07.0,,,93-98,,Defensive rebound by J. Henson
4:44.0,,,93-98,,G. Antetokounmpo misses 3-pt shot from 27 ft
4:43.0,Defensive rebound by J. Hamilton,,93-98,,
4:36.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by J. Lin),2,95-98,,
4:17.0,,,95-98,,R. Vaughn misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by T. Booker,,95-98,,
4:07.0,J. Lin misses 3-pt shot from 26 ft,,95-98,,
4:06.0,,,95-98,,Defensive rebound by G. Antetokounmpo
3:55.0,,,95-101,3,R. Vaughn makes 3-pt shot from 26 ft
3:42.0,T. Booker makes 2-pt shot from 1 ft (assist by J. Lin),2,97-101,,
3:19.0,,,97-104,3,R. Vaughn makes 3-pt shot from 24 ft (assist by M. Dellavedova)
3:09.0,B. Bogdanovic makes 2-pt shot from 21 ft (assist by J. Lin),2,99-104,,
2:43.0,,,99-104,,G. Antetokounmpo misses 2-pt shot from 11 ft
2:42.0,Defensive rebound by T. Booker,,99-104,,
2:35.0,Turnover by J. Lin (bad pass; steal by M. Dellavedova),,99-104,,
2:33.0,,,99-106,2,J. Parker makes 2-pt shot from 1 ft (assist by M. Dellavedova)
2:14.0,J. Lin misses 2-pt shot from 6 ft,,99-106,,
2:12.0,,,99-106,,Defensive rebound by J. Henson
1:59.0,,,99-106,,J. Henson misses 2-pt shot from 7 ft
1:58.0,Defensive rebound by T. Booker,,99-106,,
1:55.0,Brooklyn full timeout,,99-106,,
1:55.0,,,99-106,,T. Snell enters the game for R. Vaughn
1:53.0,J. Hamilton makes 3-pt shot from 26 ft (assist by J. Lin),3,102-106,,
1:38.0,Shooting block foul by J. Hamilton (drawn by J. Parker),,102-106,,
1:38.0,,,102-107,1,J. Parker makes free throw 1 of 2
1:38.0,,,102-108,1,J. Parker makes free throw 2 of 2
1:25.0,B. Bogdanovic misses 3-pt shot from 27 ft,,102-108,,
1:24.0,,,102-108,,Defensive rebound by T. Snell
1:02.0,,,102-108,,Turnover by J. Parker (lost ball; steal by T. Booker)
0:59.0,,,102-108,,Personal foul by M. Dellavedova (drawn by J. Lin)
0:59.0,J. Lin makes free throw 1 of 2,1,103-108,,
0:59.0,J. Lin makes free throw 2 of 2,1,104-108,,
0:38.0,,,104-108,,Turnover by J. Henson (lost ball; steal by J. Lin)
0:36.0,,,104-108,,Personal foul by M. Dellavedova (drawn by S. Kilpatrick)
0:36.0,S. Kilpatrick misses free throw 1 of 2,,104-108,,
0:36.0,Offensive rebound by Team,,104-108,,
0:36.0,S. Kilpatrick makes free throw 2 of 2,1,105-108,,
0:19.0,,,105-108,,M. Dellavedova misses 2-pt shot from 5 ft
0:17.0,Defensive rebound by T. Booker,,105-108,,
0:12.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by J. Lin),3,108-108,,
0:12.0,,,108-108,,Milwaukee full timeout
0:12.0,G. Vasquez enters the game for B. Bogdanovic,,108-108,,
0:12.0,R. Hollis-Jefferson enters the game for G. Vasquez,,108-108,,
0:02.0,,,108-108,,J. Parker misses 2-pt shot from 1 ft (block by J. Hamilton)
0:01.0,,,108-108,,Offensive rebound by J. Henson
0:00.0,,,108-110,2,J. Henson makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
