time,Sacramento,pts.away,score,pts.home,Oklahoma City
6:53.0,,,78-98,,Defensive rebound by R. Westbrook
6:48.0,,,78-98,,Turnover by R. Westbrook (bad pass; steal by L. Galloway)
6:45.0,,,78-98,,Personal take foul by R. Westbrook (drawn by T. Lawson)
6:45.0,Sacramento full timeout,,78-98,,
6:45.0,,,78-98,,A. Roberson enters the game for V. Oladipo
6:45.0,G. Temple enters the game for W. Cauley-Stein,,78-98,,
6:45.0,G. Papagiannis enters the game for T. Lawson,,78-98,,
6:38.0,L. Galloway makes 2-pt shot from 18 ft (assist by G. Papagiannis),2,80-98,,
6:15.0,,,80-98,,R. Westbrook misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by A. Tolliver,,80-98,,
6:03.0,Turnover by G. Papagiannis (bad pass; steal by R. Westbrook),,80-98,,
6:02.0,Personal take foul by G. Temple (drawn by R. Westbrook),,80-98,,
6:02.0,B. Hield enters the game for A. Tolliver,,80-98,,
5:39.0,,,80-98,,D. Sabonis misses 3-pt shot from 22 ft
5:39.0,Defensive rebound by G. Papagiannis,,80-98,,
5:34.0,Shooting foul by D. McDermott (drawn by L. Galloway),,80-98,,
5:34.0,L. Galloway makes free throw 1 of 2,1,81-98,,
5:34.0,L. Galloway makes free throw 2 of 2,1,82-98,,
5:21.0,,,82-98,,D. Sabonis misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by G. Papagiannis,,82-98,,
5:10.0,B. Hield misses 2-pt shot from 14 ft,,82-98,,
5:09.0,,,82-98,,Defensive rebound by D. Sabonis
5:00.0,,,82-101,3,D. McDermott makes 3-pt shot from 23 ft (assist by S. Adams)
4:44.0,,,82-101,,Violation by D. Sabonis (kicked ball)
4:44.0,W. Cauley-Stein enters the game for S. Labissiere,,82-101,,
4:31.0,G. Papagiannis makes 2-pt shot from 6 ft,2,84-101,,
4:13.0,,,84-103,2,D. McDermott makes 2-pt shot from 6 ft
3:50.0,G. Temple makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,86-103,,
3:36.0,Personal foul by L. Galloway (drawn by S. Adams),,86-103,,
3:36.0,,,86-103,,S. Adams misses free throw 1 of 2
3:36.0,,,86-103,,Offensive rebound by Team
3:36.0,,,86-104,1,S. Adams makes free throw 2 of 2
3:19.0,G. Papagiannis makes 2-pt shot from 3 ft (assist by G. Temple),2,88-104,,
3:05.0,,,88-104,,R. Westbrook misses 2-pt shot from 12 ft
3:05.0,Defensive rebound by Team,,88-104,,
3:05.0,,,88-104,,Loose ball foul by S. Adams (drawn by G. Temple)
2:59.0,Turnover by B. Hield (bad pass; steal by S. Adams),,88-104,,
2:55.0,,,88-106,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
2:33.0,L. Galloway makes 2-pt shot from 18 ft,2,90-106,,
2:14.0,,,90-106,,R. Westbrook misses 3-pt shot from 24 ft
2:14.0,Defensive rebound by L. Galloway,,90-106,,
2:07.0,Sacramento full timeout,,90-106,,
2:07.0,Official timeout,,90-106,,
2:07.0,S. Labissiere enters the game for G. Papagiannis,,90-106,,
2:01.0,S. Labissiere makes 2-pt shot from 5 ft (assist by W. Cauley-Stein),2,92-106,,
1:38.0,,,92-108,2,D. McDermott makes 2-pt shot from 18 ft (assist by D. Sabonis)
1:27.0,S. Labissiere misses 3-pt shot from 25 ft,,92-108,,
1:26.0,,,92-108,,Defensive rebound by S. Adams
1:20.0,,,92-108,,R. Westbrook misses 2-pt shot from 1 ft
1:18.0,,,92-108,,Offensive rebound by D. Sabonis
1:00.0,,,92-108,,D. Sabonis misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by Team,,92-108,,
0:59.0,,,92-108,,S. Christon enters the game for R. Westbrook
0:59.0,,,92-108,,J. Grant enters the game for S. Adams
0:59.0,,,92-108,,A. Abrines enters the game for A. Roberson
0:49.0,L. Galloway makes 2-pt shot from 15 ft,2,94-108,,
0:36.0,,,94-110,2,D. McDermott makes 2-pt shot from 6 ft
0:26.0,S. Labissiere misses 2-pt shot from 6 ft,,94-110,,
0:26.0,,,94-110,,Defensive rebound by D. McDermott
0:02.0,,,94-110,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
