time,Sacramento,pts.away,score,pts.home,LA Lakers
0:05.0,,,92-93,,Offensive rebound by Team
0:05.0,,,92-94,1,L. Nance makes free throw 2 of 2
0:05.0,Sacramento full timeout,,92-94,,
0:04.0,Turnover by B. Hield (bad pass; steal by C. Brewer),,92-94,,
0:04.0,Personal take foul by L. Galloway (drawn by C. Brewer),,92-94,,
0:04.0,,,92-95,1,C. Brewer makes free throw 1 of 2
0:04.0,,,92-96,1,C. Brewer makes free throw 2 of 2
0:04.0,Sacramento full timeout,,92-96,,
0:01.0,B. Hield makes 2-pt shot from 1 ft (assist by L. Galloway),2,94-96,,
0:00.0,Personal take foul by B. Hield (drawn by D. Russell),,94-96,,
0:00.0,,,94-97,1,D. Russell makes free throw 1 of 2
0:00.0,,,94-98,1,D. Russell makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
