time,Sacramento,pts.away,score,pts.home,Golden State
2:43.0,Sacramento full timeout,,90-108,,
2:43.0,,,90-109,1,J. McAdoo makes free throw 1 of 2
2:43.0,,,90-110,1,J. McAdoo makes free throw 2 of 2
2:43.0,,,90-108,,I. Clark enters the game for S. Curry
2:22.0,S. Labissiere makes 2-pt shot from 19 ft (assist by B. Hield),2,92-110,,
2:02.0,,,92-112,2,S. Livingston makes 2-pt shot from 18 ft
1:51.0,S. Labissiere makes 2-pt shot from 11 ft,2,94-112,,
1:51.0,,,94-112,,Golden State full timeout
1:51.0,,,94-112,,K. Looney enters the game for Z. Pachulia
1:27.0,,,94-112,,I. Clark misses 3-pt shot from 28 ft
1:27.0,Defensive rebound by S. Labissiere,,94-112,,
1:20.0,B. Hield makes 3-pt shot from 25 ft (assist by S. Labissiere),3,97-112,,
0:59.0,,,97-114,2,S. Livingston makes 2-pt shot from 17 ft (assist by K. Looney)
0:34.0,B. McLemore misses 2-pt shot from 13 ft,,97-114,,
0:33.0,,,97-114,,Defensive rebound by K. Looney
0:25.0,,,97-114,,Turnover by K. Looney (lost ball; steal by B. McLemore)
0:20.0,B. Hield makes 3-pt shot from 27 ft (assist by B. McLemore),3,100-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
