time,Toronto,pts.away,score,pts.home,Boston
2:40.0,D. DeRozan makes 2-pt shot from 17 ft,2,93-87,,
2:20.0,Personal foul by J. Valanciunas (drawn by A. Horford),,93-87,,
2:20.0,,,93-87,,A. Horford misses free throw 1 of 2
2:20.0,,,93-87,,Offensive rebound by Team
2:20.0,,,93-88,1,A. Horford makes free throw 2 of 2
2:20.0,P. Patterson enters the game for J. Valanciunas,,93-87,,
2:03.0,Shooting foul by A. Bradley (drawn by D. DeRozan),,93-88,,
2:03.0,D. DeRozan makes free throw 1 of 2,1,94-88,,
2:03.0,D. DeRozan makes free throw 2 of 2,1,95-88,,
1:46.0,,,95-88,,A. Horford misses 2-pt shot from 2 ft
1:45.0,Defensive rebound by K. Lowry,,95-88,,
1:27.0,D. DeRozan misses 2-pt shot from 17 ft,,95-88,,
1:26.0,,,95-88,,Defensive rebound by A. Bradley
1:15.0,,,95-91,3,M. Smart makes 3-pt shot from 25 ft (assist by A. Horford)
1:00.0,D. DeRozan misses 2-pt shot from 12 ft,,95-91,,
0:59.0,,,95-91,,Defensive rebound by M. Smart
0:54.0,,,95-91,,J. Crowder misses 2-pt shot from 23 ft
0:52.0,Defensive rebound by N. Powell,,95-91,,
0:31.0,Shooting foul by A. Horford (drawn by K. Lowry),,95-91,,
0:31.0,K. Lowry makes free throw 1 of 3,1,96-91,,
0:31.0,K. Lowry makes free throw 2 of 3,1,97-91,,
0:31.0,K. Lowry makes free throw 3 of 3,1,98-91,,
0:31.0,,,98-91,,Boston full timeout
0:26.0,,,98-93,2,A. Horford makes 2-pt shot from 3 ft (assist by M. Smart)
0:26.0,,,98-93,,Shooting foul by P. Patterson (drawn by A. Horford)
0:26.0,,,98-94,1,A. Horford makes free throw 1 of 1
0:26.0,J. Valanciunas enters the game for N. Powell,,98-93,,
0:26.0,,,98-93,,T. Rozier enters the game for J. Brown
0:22.0,,,98-94,,Personal take foul by T. Rozier (drawn by C. Joseph)
0:22.0,C. Joseph misses free throw 1 of 2,,98-94,,
0:22.0,Offensive rebound by Team,,98-94,,
0:22.0,C. Joseph makes free throw 2 of 2,1,99-94,,
0:22.0,N. Powell enters the game for J. Valanciunas,,98-94,,
0:16.0,,,99-94,,A. Horford misses 3-pt shot from 25 ft
0:15.0,Defensive rebound by K. Lowry,,99-94,,
0:13.0,,,99-94,,Personal take foul by J. Crowder (drawn by K. Lowry)
0:13.0,K. Lowry makes free throw 1 of 2,1,100-94,,
0:13.0,K. Lowry makes free throw 2 of 2,1,101-94,,
0:09.0,,,101-94,,M. Smart misses 3-pt shot from 33 ft
0:08.0,Defensive rebound by K. Lowry,,101-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
