time,Atlanta,pts.away,score,pts.home,Orlando
2:14.0,,,106-89,,A. Onuaku enters the game for S. Ibaka
2:14.0,,,106-89,,D. Rudez enters the game for J. Meeks
2:14.0,,,106-89,,C. Watson enters the game for E. Fournier
2:14.0,,,106-89,,M. Hezonja enters the game for N. Vucevic
2:14.0,D. Bembry enters the game for P. Millsap,,106-89,,
2:14.0,K. Humphries enters the game for D. Schroder,,106-89,,
2:01.0,K. Humphries misses 3-pt shot from 26 ft,,106-89,,
2:01.0,,,106-89,,Defensive rebound by Team
1:44.0,,,106-89,,D. Rudez misses 3-pt shot from 23 ft
1:43.0,Defensive rebound by T. Sefolosha,,106-89,,
1:22.0,T. Hardaway misses 3-pt shot from 26 ft,,106-89,,
1:21.0,,,106-89,,Defensive rebound by D. Rudez
1:15.0,,,106-89,,C. Watson misses 3-pt shot from 23 ft
1:14.0,Defensive rebound by T. Hardaway,,106-89,,
1:00.0,M. Muscala makes 3-pt shot from 25 ft (assist by T. Hardaway),3,109-89,,
0:50.0,,,109-92,3,M. Hezonja makes 3-pt shot from 26 ft (assist by C. Watson)
0:26.0,K. Humphries makes 2-pt shot from 20 ft,2,111-92,,
0:08.0,,,111-92,,M. Hezonja misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by D. Bembry,,111-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
