time,LA Clippers,pts.away,score,pts.home,Phoenix
7:03.0,Offensive rebound by R. Felton,,100-98,,
7:02.0,R. Felton misses 2-pt shot from 3 ft,,100-98,,
6:56.0,,,100-98,,Defensive rebound by T. Warren
6:55.0,,,100-98,,P. Tucker misses 2-pt shot from 20 ft
6:54.0,Defensive rebound by R. Felton,,100-98,,
6:48.0,,,100-98,,Shooting block foul by L. Barbosa (drawn by J. Crawford)
6:48.0,J. Crawford makes free throw 1 of 2,1,101-98,,
6:48.0,J. Crawford makes free throw 2 of 2,1,102-98,,
6:48.0,,,101-98,,D. Booker enters the game for D. Bender
6:48.0,B. Griffin enters the game for B. Bass,,101-98,,
6:48.0,J. Redick enters the game for A. Anderson,,101-98,,
6:26.0,,,102-98,,P. Tucker misses 2-pt shot from 5 ft (block by J. Crawford)
6:25.0,Defensive rebound by R. Felton,,102-98,,
6:14.0,Shooting foul by P. Tucker (drawn by M. Speights),,102-98,,
6:14.0,,,102-98,,Technical foul by P. Tucker (drawn by M. Speights)
6:14.0,J. Redick makes technical free throw,1,103-98,,
6:14.0,M. Speights makes free throw 1 of 2,1,104-98,,
6:14.0,M. Speights makes free throw 2 of 2,1,105-98,,
6:14.0,,,104-98,,T. Chandler enters the game for T. Warren
6:07.0,,,105-100,2,D. Booker makes 2-pt shot from 12 ft (assist by E. Bledsoe)
5:52.0,B. Griffin makes 2-pt shot from 1 ft (assist by R. Felton),2,107-100,,
5:45.0,Personal foul by J. Crawford (drawn by D. Booker),,107-100,,
5:45.0,,,107-100,,Phoenix full timeout
5:39.0,,,107-100,,Turnover by T. Chandler (bad pass; steal by R. Felton)
5:33.0,M. Speights misses 2-pt shot from 2 ft,,107-100,,
5:32.0,Offensive rebound by M. Speights,,107-100,,
5:32.0,M. Speights misses 2-pt shot from 1 ft,,107-100,,
5:30.0,,,107-100,,Defensive rebound by P. Tucker
5:29.0,,,107-100,,Offensive charge foul by E. Bledsoe
5:29.0,,,107-100,,Turnover by E. Bledsoe (offensive foul)
5:13.0,B. Griffin misses 2-pt shot from 22 ft,,107-100,,
5:12.0,,,107-100,,Defensive rebound by P. Tucker
4:54.0,,,107-103,3,D. Booker makes 3-pt shot from 24 ft (assist by E. Bledsoe)
4:26.0,R. Felton misses 3-pt shot from 27 ft,,107-103,,
4:25.0,,,107-103,,Defensive rebound by Team
4:08.0,,,107-103,,E. Bledsoe misses 2-pt shot from 8 ft
4:07.0,Defensive rebound by B. Griffin,,107-103,,
4:02.0,,,107-103,,Flagrant foul type 1 by T. Chandler (drawn by B. Griffin)
4:02.0,B. Griffin makes flagrant free throw 1 of 2,1,108-103,,
4:02.0,B. Griffin makes flagrant free throw 2 of 2,1,109-103,,
4:02.0,A. Rivers enters the game for M. Speights,,109-103,,
3:57.0,A. Rivers misses 2-pt shot from 4 ft,,109-103,,
3:50.0,,,109-103,,Defensive rebound by E. Bledsoe
3:50.0,,,109-105,2,E. Bledsoe makes 2-pt shot from 2 ft
3:50.0,,,109-105,,Shooting foul by J. Crawford (drawn by E. Bledsoe)
3:50.0,,,109-106,1,E. Bledsoe makes free throw 1 of 1
3:28.0,J. Redick makes 3-pt shot from 26 ft (assist by B. Griffin),3,112-106,,
3:09.0,,,112-106,,D. Booker misses 2-pt shot from 8 ft
3:08.0,Defensive rebound by B. Griffin,,112-106,,
2:50.0,Shooting foul by P. Tucker (drawn by J. Crawford),,112-106,,
2:50.0,LA Clippers full timeout,,112-106,,
2:50.0,J. Crawford makes free throw 1 of 2,1,113-106,,
2:50.0,J. Crawford misses free throw 2 of 2,,113-106,,
2:49.0,,,113-106,,Defensive rebound by P. Tucker
2:38.0,,,113-106,,E. Bledsoe misses 2-pt shot from 11 ft
2:37.0,Defensive rebound by B. Griffin,,113-106,,
2:15.0,R. Felton makes 3-pt shot from 26 ft (assist by B. Griffin),3,116-106,,
1:53.0,Shooting block foul by B. Griffin (drawn by D. Booker),,116-106,,
1:53.0,,,116-107,1,D. Booker makes free throw 1 of 2
1:53.0,,,116-108,1,D. Booker makes free throw 2 of 2
1:29.0,R. Felton makes 2-pt shot from 7 ft,2,118-108,,
1:29.0,,,118-108,,Phoenix full timeout
1:29.0,L. Mbah a Moute enters the game for J. Crawford,,118-108,,
1:28.0,,,118-110,2,T. Chandler makes 2-pt shot at rim (assist by P. Tucker)
1:22.0,,,118-110,,Personal take foul by D. Booker
1:22.0,LA Clippers full timeout,,118-110,,
1:22.0,LA Clippers full timeout,,118-110,,
1:22.0,J. Redick makes free throw 1 of 2,1,119-110,,
1:22.0,J. Redick makes free throw 2 of 2,1,120-110,,
1:22.0,,,120-110,,Phoenix full timeout
1:22.0,J. Crawford enters the game for L. Mbah a Moute,,118-110,,
1:19.0,Shooting block foul by A. Rivers (drawn by E. Bledsoe),,120-110,,
1:19.0,,,120-111,1,E. Bledsoe makes free throw 1 of 2
1:19.0,,,120-112,1,E. Bledsoe makes free throw 2 of 2
1:18.0,,,120-112,,Personal foul by T. Chandler (drawn by R. Felton)
1:18.0,R. Felton makes free throw 1 of 2,1,121-112,,
1:18.0,R. Felton makes free throw 2 of 2,1,122-112,,
1:00.0,,,122-112,,L. Barbosa misses 2-pt shot from 6 ft (block by B. Griffin)
1:00.0,,,122-112,,Offensive rebound by T. Chandler
0:58.0,,,122-112,,Turnover by T. Chandler (bad pass; steal by A. Rivers)
0:57.0,,,122-112,,Personal foul by E. Bledsoe (drawn by A. Rivers)
0:57.0,A. Rivers makes free throw 1 of 2,1,123-112,,
0:57.0,A. Rivers makes free throw 2 of 2,1,124-112,,
0:47.0,,,124-114,2,E. Bledsoe makes 2-pt shot from 19 ft
0:26.0,A. Rivers misses 3-pt shot from 25 ft,,124-114,,
0:25.0,,,124-114,,Defensive rebound by L. Barbosa
0:18.0,,,124-114,,Turnover by L. Barbosa (bad pass; steal by J. Redick)
0:00.0,End of 4th quarter,,,,End of 4th quarter
