time,Denver,pts.away,score,pts.home,LA Clippers
2:57.0,,,95-95,,A. Rivers misses 3-pt shot from 28 ft
2:55.0,Defensive rebound by N. Jokic,,95-95,,
2:37.0,N. Jokic makes 3-pt shot from 27 ft (assist by J. Nelson),3,98-95,,
2:36.0,,,98-95,,LA Clippers full timeout
2:14.0,,,98-95,,R. Felton misses 3-pt shot from 28 ft
2:13.0,Defensive rebound by D. Gallinari,,98-95,,
1:58.0,W. Barton makes 2-pt shot at rim (assist by J. Nelson),2,100-95,,
1:41.0,,,100-95,,Turnover by A. Rivers (bad pass; steal by D. Gallinari)
1:21.0,W. Barton misses 3-pt shot from 25 ft,,100-95,,
1:19.0,,,100-95,,Defensive rebound by J. Crawford
1:14.0,,,100-97,2,J. Crawford makes 2-pt shot from 3 ft
0:59.0,J. Nelson misses 3-pt shot from 25 ft,,100-97,,
0:59.0,,,100-97,,Defensive rebound by D. Jordan
0:59.0,,,100-97,,LA Clippers full timeout
0:59.0,,,100-97,,M. Speights enters the game for L. Mbah a Moute
0:52.0,,,100-99,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
0:35.0,W. Barton makes 2-pt shot from 11 ft,2,102-99,,
0:35.0,,,102-99,,LA Clippers full timeout
0:28.0,,,102-99,,M. Speights misses 3-pt shot from 28 ft
0:27.0,Defensive rebound by J. Nelson,,102-99,,
0:21.0,,,102-99,,Personal take foul by R. Felton (drawn by J. Nelson)
0:16.0,,,102-99,,Personal take foul by D. Jordan (drawn by D. Gallinari)
0:16.0,D. Gallinari makes free throw 1 of 2,1,103-99,,
0:16.0,D. Gallinari makes free throw 2 of 2,1,104-99,,
0:16.0,,,103-99,,W. Johnson enters the game for D. Jordan
0:16.0,K. Faried enters the game for N. Jokic,,103-99,,
0:10.0,,,104-102,3,J. Crawford makes 3-pt shot from 26 ft
0:09.0,,,104-102,,Personal take foul by W. Johnson (drawn by D. Gallinari)
0:09.0,D. Gallinari makes free throw 1 of 2,1,105-102,,
0:09.0,D. Gallinari makes free throw 2 of 2,1,106-102,,
0:02.0,,,106-102,,R. Felton misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by Team,,106-102,,
0:02.0,N. Jokic enters the game for K. Faried,,106-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
