time,Sacramento,pts.away,score,pts.home,Houston
4:25.0,M. Richardson makes free throw 1 of 2,1,70-94,,
4:25.0,M. Richardson misses free throw 2 of 2,,70-94,,
4:25.0,,,70-94,,Defensive rebound by S. Dekker
4:25.0,,,70-94,,K. McDaniels enters the game for E. Gordon
4:14.0,,,70-94,,K. McDaniels misses 2-pt shot from 2 ft
4:11.0,Defensive rebound by B. McLemore,,70-94,,
4:06.0,M. Richardson misses 2-pt shot from 20 ft,,70-94,,
4:05.0,,,70-94,,Defensive rebound by P. Beverley
3:58.0,,,70-97,3,S. Dekker makes 3-pt shot from 25 ft (assist by C. Brewer)
3:38.0,M. Richardson misses 3-pt shot from 24 ft,,70-97,,
3:37.0,,,70-97,,Defensive rebound by K. McDaniels
3:27.0,,,70-99,2,C. Capela makes 2-pt shot at rim (assist by P. Beverley)
3:08.0,M. Richardson makes 3-pt shot from 24 ft (assist by W. Cauley-Stein),3,73-99,,
2:46.0,,,73-101,2,C. Brewer makes 2-pt shot from 2 ft
2:33.0,,,73-101,,Personal foul by C. Brewer (drawn by A. Tolliver)
2:33.0,Sacramento full timeout,,73-101,,
2:33.0,,,73-101,,M. Harrell enters the game for C. Capela
2:33.0,,,73-101,,T. Ennis enters the game for P. Beverley
2:25.0,S. Labissiere misses 2-pt shot from 8 ft,,73-101,,
2:24.0,Offensive rebound by S. Labissiere,,73-101,,
2:24.0,S. Labissiere misses 2-pt shot from 2 ft,,73-101,,
2:23.0,Offensive rebound by Team,,73-101,,
2:23.0,,,73-101,,Loose ball foul by S. Dekker (drawn by S. Labissiere)
2:23.0,S. Labissiere makes free throw 1 of 2,1,74-101,,
2:23.0,S. Labissiere misses free throw 2 of 2,,74-101,,
2:23.0,,,74-101,,B. Brown enters the game for S. Dekker
2:22.0,Offensive rebound by W. Cauley-Stein,,74-101,,
2:06.0,,,74-101,,Personal foul by C. Brewer (drawn by S. Labissiere)
2:06.0,S. Labissiere makes free throw 1 of 2,1,75-101,,
2:06.0,S. Labissiere makes free throw 2 of 2,1,76-101,,
1:52.0,,,76-101,,Turnover by T. Ennis (bad pass; steal by S. Labissiere)
1:48.0,Shooting foul by M. Harrell (drawn by A. Tolliver),,76-101,,
1:48.0,A. Tolliver misses free throw 1 of 2,,76-101,,
1:48.0,Offensive rebound by Team,,76-101,,
1:48.0,A. Tolliver misses free throw 2 of 2,,76-101,,
1:48.0,,,76-101,,Defensive rebound by M. Harrell
1:37.0,,,76-101,,B. Brown misses 3-pt shot from 28 ft
1:36.0,,,76-101,,Offensive rebound by M. Harrell
1:36.0,Personal foul by A. Tolliver (drawn by M. Harrell),,76-101,,
1:34.0,,,76-101,,Shooting foul by W. Cauley-Stein (drawn by M. Harrell)
1:34.0,,,76-101,,M. Harrell misses free throw 1 of 2
1:34.0,,,76-101,,Offensive rebound by Team
1:34.0,,,76-102,1,M. Harrell makes free throw 2 of 2
1:17.0,Shooting foul by K. McDaniels (drawn by A. Tolliver),,76-102,,
1:17.0,A. Tolliver misses free throw 1 of 3,,76-102,,
1:17.0,Offensive rebound by Team,,76-102,,
1:17.0,A. Tolliver makes free throw 2 of 3,1,77-102,,
1:17.0,A. Tolliver makes free throw 3 of 3,1,78-102,,
1:04.0,,,78-102,,B. Brown misses 3-pt shot from 28 ft
1:03.0,,,78-102,,Offensive rebound by Team
0:58.0,,,78-105,3,T. Ennis makes 3-pt shot from 25 ft (assist by M. Harrell)
0:48.0,Shooting foul by M. Harrell (drawn by W. Cauley-Stein),,78-105,,
0:48.0,W. Cauley-Stein makes free throw 1 of 2,1,79-105,,
0:48.0,W. Cauley-Stein makes free throw 2 of 2,1,80-105,,
0:35.0,,,80-105,,T. Ennis misses 3-pt shot from 26 ft
0:34.0,Defensive rebound by S. Labissiere,,80-105,,
0:23.0,A. Tolliver makes 3-pt shot from 24 ft (assist by B. McLemore),3,83-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
