time,Utah,pts.away,score,pts.home,Dallas
2:06.0,Shooting foul by D. Williams (drawn by G. Hill),,91-91,,
2:06.0,G. Hill makes free throw 1 of 2,1,92-91,,
2:06.0,G. Hill makes free throw 2 of 2,1,93-91,,
1:45.0,,,93-93,2,J. Barea makes 2-pt shot from 18 ft
1:26.0,J. Johnson misses 3-pt shot from 26 ft,,93-93,,
1:23.0,,,93-93,,Defensive rebound by J. Barea
1:17.0,,,93-93,,Shooting foul by G. Hill (drawn by D. Williams)
1:17.0,,,93-94,1,D. Williams makes free throw 1 of 2
1:17.0,,,93-95,1,D. Williams makes free throw 2 of 2
1:17.0,B. Diaw enters the game for G. Hill,,93-93,,
1:06.0,G. Hayward makes 3-pt shot from 24 ft,3,96-95,,
0:52.0,,,96-95,,J. Barea misses 3-pt shot from 24 ft
0:51.0,Defensive rebound by R. Gobert,,96-95,,
0:36.0,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward),2,98-95,,
0:36.0,,,98-95,,Dallas full timeout
0:36.0,,,98-95,,S. Curry enters the game for J. Barea
0:25.0,,,98-98,3,S. Curry makes 3-pt shot from 23 ft (assist by D. Williams)
0:25.0,Utah full timeout,,98-98,,
0:25.0,,,98-98,,D. Finney-Smith enters the game for D. Powell
0:03.0,G. Hayward misses 2-pt shot from 2 ft,,98-98,,
0:02.0,,,98-98,,Defensive rebound by D. Williams
0:00.0,,,98-98,,Turnover by D. Williams (bad pass)
0:00.0,Utah full timeout,,98-98,,
0:00.0,,,98-98,,S. Mejri enters the game for S. Curry
0:00.0,,,98-98,,D. Powell enters the game for D. Finney-Smith
0:00.0,Utah full timeout,,98-98,,
0:00.0,Turnover by B. Diaw (bad pass; steal by S. Mejri),,98-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,B. Diaw makes 2-pt shot from 2 ft,2,100-98,,
4:24.0,,,100-100,2,H. Barnes makes 2-pt shot from 1 ft (assist by D. Williams)
4:00.0,J. Johnson misses 2-pt shot from 6 ft,,100-100,,
3:58.0,Offensive rebound by J. Johnson,,100-100,,
3:49.0,,,100-100,,Personal foul by W. Matthews (drawn by B. Diaw)
3:41.0,Shooting foul by S. Curry (drawn by R. Gobert),,100-100,,
3:41.0,R. Gobert misses free throw 1 of 2,,100-100,,
3:41.0,Offensive rebound by Team,,100-100,,
3:41.0,R. Gobert makes free throw 2 of 2,1,101-100,,
3:29.0,,,101-100,,H. Barnes misses 2-pt shot from 17 ft
3:28.0,Defensive rebound by G. Hayward,,101-100,,
3:18.0,G. Hayward misses 2-pt shot from 21 ft,,101-100,,
3:17.0,,,101-100,,Defensive rebound by D. Williams
3:04.0,,,101-102,2,D. Powell makes 2-pt shot at rim (assist by D. Williams)
3:04.0,,,101-102,,Shooting foul by R. Gobert (drawn by D. Powell)
3:04.0,,,101-102,,D. Powell misses free throw 1 of 1
3:02.0,Defensive rebound by R. Gobert,,101-102,,
2:48.0,G. Hayward makes 2-pt shot from 2 ft,2,103-102,,
2:35.0,,,103-104,2,D. Williams makes 2-pt shot from 10 ft
2:35.0,,,103-104,,Shooting foul by J. Ingles (drawn by D. Williams)
2:35.0,,,103-105,1,D. Williams makes free throw 1 of 1
2:18.0,G. Hayward misses 2-pt shot from 20 ft,,103-105,,
2:18.0,Offensive rebound by R. Gobert,,103-105,,
2:15.0,R. Gobert misses 2-pt shot from 1 ft,,103-105,,
2:15.0,Offensive rebound by R. Gobert,,103-105,,
2:15.0,Shooting foul by D. Williams (drawn by R. Gobert),,103-105,,
2:15.0,R. Gobert misses free throw 1 of 2,,103-105,,
2:15.0,Offensive rebound by Team,,103-105,,
2:15.0,R. Gobert makes free throw 2 of 2,1,104-105,,
2:05.0,,,104-107,2,D. Williams makes 2-pt shot from 9 ft
1:51.0,R. Gobert misses 2-pt shot from 2 ft,,104-107,,
1:50.0,Offensive rebound by R. Gobert,,104-107,,
1:50.0,,,104-107,,Personal foul by W. Matthews (drawn by R. Gobert)
1:50.0,R. Gobert misses free throw 1 of 2,,104-107,,
1:50.0,Offensive rebound by Team,,104-107,,
1:50.0,R. Gobert misses free throw 2 of 2,,104-107,,
1:50.0,Offensive rebound by R. Gobert,,104-107,,
1:47.0,J. Johnson makes 3-pt shot from 24 ft (assist by R. Gobert),3,107-107,,
1:36.0,,,107-107,,D. Williams misses 2-pt shot from 16 ft
1:35.0,Defensive rebound by Team,,107-107,,
1:35.0,,,107-107,,Loose ball foul by D. Powell (drawn by J. Ingles)
1:35.0,J. Ingles makes free throw 1 of 2,1,108-107,,
1:35.0,J. Ingles makes free throw 2 of 2,1,109-107,,
1:19.0,,,109-107,,W. Matthews misses 3-pt shot from 25 ft
1:18.0,Jump ball: R. Gobert vs. D. Powell,,,,Jump ball: R. Gobert vs. D. Powell
1:18.0,,,109-107,,Offensive rebound by Team
1:16.0,,,109-107,,Dallas full timeout
1:16.0,,,109-107,,D. Nowitzki enters the game for D. Powell
0:57.0,,,109-107,,S. Curry misses 2-pt shot from 16 ft
0:55.0,Defensive rebound by J. Ingles,,109-107,,
0:32.0,Turnover by Team (shot clock),,109-107,,
0:25.0,,,109-107,,D. Williams misses 2-pt shot from 2 ft
0:23.0,Defensive rebound by R. Gobert,,109-107,,
0:22.0,,,109-107,,Personal take foul by S. Curry (drawn by R. Gobert)
0:22.0,R. Gobert makes free throw 1 of 2,1,110-107,,
0:22.0,R. Gobert misses free throw 2 of 2,,110-107,,
0:22.0,,,110-107,,Defensive rebound by W. Matthews
0:22.0,,,110-107,,Dallas full timeout
0:22.0,,,110-107,,S. Mejri enters the game for S. Curry
0:22.0,,,110-107,,S. Curry enters the game for H. Barnes
0:22.0,,,110-107,,D. Powell enters the game for S. Mejri
0:11.0,,,110-107,,D. Nowitzki misses 3-pt shot from 24 ft
0:11.0,Defensive rebound by R. Gobert,,110-107,,
0:10.0,,,110-107,,Personal take foul by S. Curry (drawn by R. Gobert)
0:10.0,R. Gobert makes free throw 1 of 2,1,111-107,,
0:10.0,R. Gobert makes free throw 2 of 2,1,112-107,,
0:10.0,,,112-107,,Dallas full timeout
0:10.0,,,111-107,,H. Barnes enters the game for S. Curry
0:10.0,,,111-107,,S. Mejri enters the game for D. Nowitzki
0:10.0,,,112-107,,S. Curry enters the game for S. Mejri
0:10.0,,,112-107,,D. Nowitzki enters the game for D. Powell
0:07.0,,,112-107,,H. Barnes misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by J. Ingles,,112-107,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
