time,San Antonio,pts.away,score,pts.home,Golden State
6:59.0,L. Aldridge misses 2-pt shot from 11 ft,,94-90,,
6:59.0,,,94-90,,Defensive rebound by S. Livingston
6:46.0,,,94-90,,S. Curry misses 3-pt shot from 26 ft
6:45.0,Defensive rebound by Team,,94-90,,
6:45.0,D. Murray enters the game for J. Simmons,,94-90,,
6:24.0,L. Aldridge misses 2-pt shot from 1 ft,,94-90,,
6:22.0,Offensive rebound by D. Murray,,94-90,,
6:22.0,D. Murray makes 2-pt shot from 2 ft,2,96-90,,
6:10.0,,,96-93,3,K. Durant makes 3-pt shot from 27 ft
5:56.0,M. Ginobili makes 2-pt shot from 1 ft,2,98-93,,
5:41.0,,,98-95,2,K. Durant makes 2-pt shot from 11 ft
5:27.0,L. Aldridge misses 2-pt shot from 16 ft,,98-95,,
5:27.0,,,98-95,,Defensive rebound by K. Thompson
5:14.0,,,98-97,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
4:50.0,D. Murray makes 2-pt shot from 10 ft,2,100-97,,
4:34.0,,,100-99,2,S. Livingston makes 2-pt shot from 12 ft
4:34.0,,,100-99,,Shooting foul by D. Murray (drawn by S. Livingston)
4:34.0,,,100-99,,S. Livingston misses free throw 1 of 1
4:32.0,Defensive rebound by D. Murray,,100-99,,
4:17.0,D. Murray misses 2-pt shot from 12 ft,,100-99,,
4:16.0,,,100-99,,Defensive rebound by D. Green
4:09.0,,,100-101,2,K. Durant makes 2-pt shot from 2 ft
3:49.0,J. Simmons enters the game for D. Murray,,100-101,,
3:44.0,P. Mills misses 3-pt shot from 23 ft (block by K. Thompson),,100-101,,
3:44.0,,,100-101,,Defensive rebound by Team
3:44.0,,,100-101,,Golden State full timeout
3:29.0,,,100-101,,S. Curry misses 3-pt shot from 27 ft
3:27.0,,,100-101,,Offensive rebound by D. Green
3:26.0,,,100-103,2,D. Green makes 2-pt shot from 2 ft
3:09.0,Shooting foul by D. Green (drawn by L. Aldridge),,100-103,,
3:09.0,L. Aldridge makes free throw 1 of 2,1,101-103,,
3:09.0,L. Aldridge makes free throw 2 of 2,1,102-103,,
2:52.0,,,102-103,,Turnover by K. Durant (bad pass; steal by L. Aldridge)
2:27.0,L. Aldridge misses 2-pt shot from 5 ft (block by K. Durant),,102-103,,
2:25.0,Offensive rebound by L. Aldridge,,102-103,,
2:24.0,L. Aldridge makes 2-pt shot from 9 ft,2,104-103,,
2:13.0,,,104-103,,K. Thompson misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by Team,,104-103,,
2:12.0,,,104-103,,Loose ball foul by D. Green (drawn by J. Simmons)
2:12.0,J. Simmons makes free throw 1 of 2,1,105-103,,
2:12.0,,,105-103,,Golden State full timeout
2:12.0,J. Simmons makes free throw 2 of 2,1,106-103,,
1:56.0,,,106-103,,S. Curry misses 3-pt shot from 25 ft
1:55.0,,,106-103,,Offensive rebound by S. Curry
1:52.0,,,106-103,,K. Durant misses 3-pt shot from 25 ft
1:51.0,,,106-103,,Offensive rebound by S. Livingston
1:48.0,,,106-106,3,S. Curry makes 3-pt shot from 28 ft (assist by S. Livingston)
1:26.0,J. Simmons misses 2-pt shot from 14 ft,,106-106,,
1:26.0,,,106-106,,Defensive rebound by K. Durant
1:15.0,,,106-106,,Shooting foul by J. Simmons (drawn by D. Green)
1:15.0,,,106-108,2,D. Green makes 2-pt shot from 2 ft (assist by K. Thompson)
1:15.0,,,106-109,1,D. Green makes free throw 1 of 1
0:56.0,D. Green misses 3-pt shot from 24 ft,,106-109,,
0:56.0,Offensive rebound by L. Aldridge,,106-109,,
0:53.0,L. Aldridge misses 2-pt shot from 10 ft,,106-109,,
0:50.0,,,106-109,,Defensive rebound by K. Thompson
0:39.0,Violation by D. Green (def goaltending),,106-109,,
0:39.0,,,106-111,2,S. Curry makes 2-pt shot from 1 ft (assist by K. Durant)
0:39.0,San Antonio full timeout,,106-111,,
0:35.0,M. Ginobili makes 2-pt shot at rim,2,108-111,,
0:32.0,,,108-111,,Turnover by K. Thompson (lost ball; steal by P. Mills)
0:32.0,,,108-111,,Personal foul by K. Thompson
0:32.0,P. Mills makes free throw 1 of 2,1,109-111,,
0:32.0,P. Mills makes free throw 2 of 2,1,110-111,,
0:10.0,,,110-113,2,S. Curry makes 2-pt shot from 13 ft
0:03.0,L. Aldridge misses 3-pt shot from 23 ft,,110-113,,
0:02.0,Offensive rebound by Team,,110-113,,
0:01.0,,,110-113,,Loose ball foul by K. Thompson
0:01.0,P. Mills makes free throw 1 of 2,1,111-113,,
0:01.0,P. Mills misses free throw 2 of 2,,111-113,,
0:01.0,P. Gasol enters the game for J. Simmons,,111-113,,
0:01.0,,,111-113,,J. McGee enters the game for S. Curry
0:00.0,Offensive rebound by Team,,111-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
