time,Atlanta,pts.away,score,pts.home,Miami
4:44.0,,,90-112,2,H. Whiteside makes 2-pt shot at rim (assist by W. Ellington)
4:20.0,L. Patterson misses 2-pt shot from 7 ft (block by T. Johnson),,90-112,,
4:19.0,Offensive rebound by L. Patterson,,90-112,,
4:18.0,M. Muscala misses 2-pt shot from 19 ft,,90-112,,
4:17.0,,,90-112,,Defensive rebound by Team
4:17.0,K. Humphries enters the game for M. Dunleavy,,90-112,,
4:16.0,Loose ball foul by L. Patterson (drawn by T. Johnson),,90-112,,
3:58.0,,,90-114,2,H. Whiteside makes 2-pt shot from 4 ft (assist by R. McGruder)
3:46.0,Turnover by M. Muscala (bad pass),,90-114,,
3:25.0,,,90-114,,T. Johnson misses 2-pt shot from 11 ft (block by M. Scott)
3:24.0,Defensive rebound by D. Bembry,,90-114,,
3:20.0,D. Bembry misses 2-pt shot from 1 ft (block by R. McGruder),,90-114,,
3:19.0,,,90-114,,Defensive rebound by R. McGruder
3:13.0,,,90-116,2,T. Johnson makes 2-pt shot from 1 ft (assist by R. McGruder)
2:57.0,L. Patterson misses 2-pt shot from 15 ft,,90-116,,
2:56.0,,,90-116,,Defensive rebound by D. Waiters
2:50.0,,,90-116,,D. Waiters misses 2-pt shot from 2 ft
2:49.0,Defensive rebound by L. Patterson,,90-116,,
2:43.0,K. Humphries misses 2-pt shot at rim,,90-116,,
2:42.0,,,90-116,,Defensive rebound by H. Whiteside
2:36.0,Atlanta full timeout,,90-116,,
2:36.0,,,90-116,,O. White enters the game for H. Whiteside
2:36.0,,,90-116,,W. Reed enters the game for D. Waiters
2:36.0,M. Dunleavy enters the game for M. Muscala,,90-116,,
2:27.0,,,90-116,,R. McGruder misses 2-pt shot from 20 ft
2:26.0,Defensive rebound by M. Dunleavy,,90-116,,
2:09.0,D. Bembry misses 2-pt shot from 2 ft,,90-116,,
2:08.0,Offensive rebound by M. Dunleavy,,90-116,,
2:00.0,M. Dunleavy misses 3-pt shot from 24 ft,,90-116,,
1:59.0,,,90-116,,Defensive rebound by W. Reed
1:43.0,,,90-116,,W. Ellington misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by M. Dunleavy,,90-116,,
1:31.0,,,90-116,,Personal foul by T. Johnson (drawn by K. Humphries)
1:31.0,K. Humphries misses free throw 1 of 2,,90-116,,
1:31.0,Offensive rebound by Team,,90-116,,
1:31.0,K. Humphries makes free throw 2 of 2,1,91-116,,
1:10.0,,,91-116,,T. Johnson misses 2-pt shot from 7 ft
1:09.0,Defensive rebound by L. Patterson,,91-116,,
1:07.0,L. Patterson misses 3-pt shot from 25 ft,,91-116,,
1:06.0,Offensive rebound by M. Dunleavy,,91-116,,
1:01.0,M. Dunleavy makes 2-pt shot from 3 ft,2,93-116,,
0:42.0,,,93-116,,R. McGruder misses 2-pt shot from 2 ft (block by D. Bembry)
0:41.0,,,93-116,,Offensive rebound by Team
0:36.0,,,93-116,,W. Reed misses 2-pt shot from 17 ft (block by K. Humphries)
0:35.0,Defensive rebound by D. Bembry,,93-116,,
0:29.0,D. Bembry misses 2-pt shot from 1 ft,,93-116,,
0:28.0,,,93-116,,Defensive rebound by W. Ellington
0:06.0,,,93-116,,R. McGruder misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by K. Humphries,,93-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
