time,Toronto,pts.away,score,pts.home,Chicago
2:32.0,D. DeRozan makes free throw 1 of 2,1,88-94,,
2:32.0,D. DeRozan makes free throw 2 of 2,1,89-94,,
2:17.0,Personal foul by K. Lowry (drawn by M. Carter-Williams),,89-94,,
2:17.0,,,89-95,1,M. Carter-Williams makes free throw 1 of 2
2:17.0,,,89-96,1,M. Carter-Williams makes free throw 2 of 2
2:08.0,Shooting foul by C. Felicio (drawn by D. DeRozan),,89-96,,
2:08.0,D. DeRozan makes free throw 1 of 2,1,90-96,,
2:08.0,D. DeRozan makes free throw 2 of 2,1,91-96,,
1:48.0,,,91-96,,Shooting foul by K. Lowry (drawn by J. Butler)
1:48.0,,,91-97,1,J. Butler makes free throw 1 of 2
1:48.0,,,91-98,1,J. Butler makes free throw 2 of 2
1:28.0,K. Lowry misses 3-pt shot from 24 ft,,91-98,,
1:27.0,,,91-98,,Defensive rebound by C. Felicio
1:19.0,,,91-98,,Shooting foul by D. DeRozan (drawn by J. Butler)
1:19.0,,,91-99,1,J. Butler makes free throw 1 of 2
1:19.0,,,91-100,1,J. Butler makes free throw 2 of 2
1:19.0,Toronto full timeout,,91-100,,
1:10.0,K. Lowry misses 3-pt shot from 24 ft,,91-100,,
1:10.0,,,91-100,,Defensive rebound by D. McDermott
0:52.0,Personal foul by K. Lowry (drawn by J. Butler),,91-100,,
0:52.0,,,91-100,,J. Butler misses free throw 1 of 2
0:52.0,,,91-100,,Offensive rebound by Team
0:52.0,,,91-101,1,J. Butler makes free throw 2 of 2
0:52.0,Toronto full timeout,,91-101,,
0:47.0,D. DeRozan makes 2-pt shot from 3 ft (assist by C. Joseph),2,93-101,,
0:29.0,,,93-103,2,D. McDermott makes 2-pt shot from 3 ft (assist by J. Butler)
0:25.0,Shooting foul by C. Felicio (drawn by C. Joseph),,93-103,,
0:25.0,Technical foul by D. DeRozan,,93-103,,
0:25.0,Technical foul by D. DeRozan,,93-103,,
0:25.0,,,93-104,1,J. Butler makes technical free throw
0:25.0,,,93-105,1,J. Butler makes technical free throw
0:25.0,C. Joseph misses free throw 1 of 2,,93-105,,
0:25.0,Offensive rebound by Team,,93-105,,
0:25.0,C. Joseph makes free throw 2 of 2,1,94-105,,
0:25.0,N. Powell enters the game for D. DeRozan,,93-105,,
0:00.0,,,94-105,,J. Butler misses 3-pt shot from 23 ft
0:00.0,,,94-105,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
