time,Phoenix,pts.away,score,pts.home,Dallas
2:35.0,,,92-92,,Offensive rebound by Team
2:35.0,,,92-93,1,H. Barnes makes free throw 2 of 2
2:35.0,,,92-92,,D. Nowitzki enters the game for Y. Ferrell
2:22.0,D. Booker misses 2-pt shot from 15 ft,,92-93,,
2:21.0,,,92-93,,Defensive rebound by W. Matthews
2:05.0,,,92-96,3,D. Harris makes 3-pt shot from 24 ft (assist by D. Nowitzki)
2:03.0,Phoenix full timeout,,92-96,,
1:40.0,D. Booker makes 2-pt shot from 8 ft,2,94-96,,
1:31.0,,,94-96,,D. Harris misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by T. Warren,,94-96,,
1:16.0,D. Booker makes 2-pt shot from 2 ft,2,96-96,,
1:01.0,,,96-96,,Shooting foul by T. Warren (drawn by H. Barnes)
1:01.0,,,96-97,1,H. Barnes makes free throw 1 of 2
1:01.0,,,96-98,1,H. Barnes makes free throw 2 of 2
0:46.0,D. Booker makes 2-pt shot from 11 ft,2,98-98,,
0:29.0,,,98-98,,W. Matthews misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by T. Warren,,98-98,,
0:10.0,,,98-98,,Personal foul by W. Matthews (drawn by D. Booker)
0:10.0,Phoenix full timeout,,98-98,,
0:10.0,,,98-98,,Y. Ferrell enters the game for D. Nowitzki
0:01.0,D. Booker makes 2-pt shot from 19 ft,2,100-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
